window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_file_flow_count,z_pkt_len_variance,z_file_pkt_entropy
4897,0,1.2484,0.7233,0,s4,0.9186,0.003,1.2484
4898,0,1.9485,1.5447,0,s4,1.5432,1.1425,1.9485
4899,0,1.343,0.7594,0,s4,1.343,0.4852,0.4501
4900,0,0.4167,0.2637,0,s4,0.3548,0.4167,0.0196
4901,0,1.9485,1.4881,0,s4,1.3734,1.1425,1.9485
4902,0,1.4211,1.0832,0,s4,0.6943,1.1343,1.4211
4903,0,1.5612,0.9137,0,s4,0.185,0.995,1.5612
4904,0,0.7524,0.4568,0,s4,0.1001,0.7524,0.5179
4905,0,1.1874,0.9412,0,s4,0.4941,1.1422,1.1874
4906,0,1.6817,1.1756,0,s4,0.7488,1.0963,1.6817
4907,0,0.9186,0.4956,0,s4,0.9186,0.4602,0.1081
4908,0,2.6684,1.3466,0,s4,0.1001,2.6684,1.2714
4909,0,0.7148,0.6434,0,s4,0.5245,0.7148,0.6909
4910,0,1.1538,0.6471,0,s4,0.0697,0.7178,1.1538
4911,0,0.4343,0.2291,0,s4,0.2395,0.0135,0.4343
4912,0,2.5887,1.2116,0,s4,0.7792,2.5887,0.267
4913,0,1.262,0.8101,0,s4,0.6639,0.5043,1.262
4914,0,0.6094,0.5719,0,s4,0.6094,0.5041,0.6022
4915,0,0.6824,0.4473,0,s4,0.3548,0.6824,0.3047
4916,0,0.5459,0.462,0,s4,0.4941,0.5459,0.3461
4917,0,0.5479,0.4363,0,s4,0.4092,0.3518,0.5479
4918,0,0.9001,0.5836,0,s4,0.5245,0.9001,0.3262
4919,0,0.859,0.7039,0,s4,0.4397,0.859,0.8129
4920,0,1.1685,1.1432,0,s4,1.1188,1.1422,1.1685
4921,0,0.7792,0.3945,0,s4,0.7792,0.0889,0.3155
4922,0,0.9932,0.4667,0,s4,0.1546,0.2523,0.9932
4923,0,1.0662,0.5152,0,s4,0.185,1.0662,0.2945
4924,0,1.0798,0.9065,0,s4,0.6639,0.9757,1.0798
4925,0,1.343,0.5046,0,s4,1.343,0.1649,0.006
4926,0,0.7285,0.6436,0,s4,0.5245,0.7285,0.6778
4927,0,1.2037,0.651,0,s4,1.2037,0.4458,0.3035
4928,0,1.7385,0.8318,0,s4,0.1001,1.7385,0.6569
4929,0,0.8864,0.6024,0,s4,0.1546,0.8864,0.7661
4930,0,1.1641,0.4777,0,s4,0.1001,0.1689,1.1641
4931,0,0.6639,0.4407,0,s4,0.6639,0.1308,0.5273
4933,0,1.03,0.7442,0,s4,0.579,1.03,0.6235
4934,0,0.6909,0.4688,0,s4,0.5245,0.1909,0.6909
4935,0,0.9478,0.3793,0,s4,0.1001,0.0901,0.9478
4936,0,1.1417,0.7717,0,s4,0.7792,1.1417,0.3941
4937,0,1.1685,1.1432,0,s4,1.1188,1.1424,1.1685
4938,0,1.2037,1.1386,0,s4,1.2037,1.13,1.0822
4939,0,1.9485,1.2618,0,s4,0.6943,1.1425,1.9485
4940,0,1.2141,1.0855,0,s4,1.0035,1.0388,1.2141
4941,0,1.1087,0.8425,0,s4,0.3548,1.0639,1.1087
4942,0,0.8496,0.6221,0,s4,0.3243,0.6924,0.8496
4943,0,0.9672,0.6561,0,s4,0.0697,0.9672,0.9315
4944,0,0.5169,0.3907,0,s4,0.185,0.5169,0.4702
4945,0,1.8609,1.1223,0,s4,0.2395,1.8609,1.2664
4946,0,1.2963,0.7922,0,s4,0.949,0.1313,1.2963
4947,0,0.338,0.271,0,s4,0.2699,0.338,0.205
4948,0,1.0671,0.5356,0,s4,0.4397,0.1,1.0671
4949,0,0.8206,0.3467,0,s4,0.1001,0.8206,0.1193
4950,0,1.2434,0.5161,0,s4,0.185,0.1199,1.2434
4951,0,1.0925,0.792,0,s4,0.8337,0.4499,1.0925
4952,0,1.1145,0.5832,0,s4,0.0152,1.1145,0.62
4953,0,0.5293,0.3207,0,s4,0.3548,0.5293,0.0779
4954,0,0.974,0.4817,0,s4,0.4092,0.062,0.974
4955,0,0.9685,0.7178,0,s4,0.6943,0.4907,0.9685
4956,0,0.8385,0.4625,0,s4,0.185,0.364,0.8385
4957,0,0.6442,0.4992,0,s4,0.4092,0.4441,0.6442
4958,0,1.5128,0.6171,0,s4,1.5128,0.3286,0.0099
4959,0,1.1087,0.8308,0,s4,0.3548,1.0288,1.1087
4960,0,1.3734,0.9704,0,s4,1.3734,0.6911,0.8466
4961,0,2.3157,1.0368,0,s4,0.0697,2.3157,0.7251
4962,0,0.7463,0.3546,0,s4,0.0152,0.3024,0.7463
4963,0,1.4492,1.0326,0,s4,0.6639,1.4492,0.9846
4964,0,0.851,0.3203,0,s4,0.0697,0.851,0.0401
4965,0,0.8879,0.3623,0,s4,0.0697,0.1292,0.8879
4966,0,0.4344,0.2494,0,s4,0.185,0.4344,0.1289
4967,0,2.5315,1.1811,0,s4,2.5315,0.1667,0.845
4968,0,1.1188,0.8155,0,s4,1.1188,0.9745,0.3532
4969,0,1.2885,0.7772,0,s4,1.2885,0.068,0.975
4970,0,1.1277,0.9127,0,s4,0.6943,0.916,1.1277
4971,0,0.9478,0.4954,0,s4,0.4397,0.0988,0.9478
4972,0,1.0195,0.6757,0,s4,0.0152,0.9923,1.0195
4973,0,0.579,0.3539,0,s4,0.579,0.3728,0.1099
4974,0,1.3857,1.102,0,s4,0.7792,1.141,1.3857
4975,0,1.9485,1.0637,0,s4,0.1001,1.1425,1.9485
4976,0,2.079,1.1232,0,s4,0.2699,2.079,1.0207
4977,0,2.1932,0.9907,0,s4,0.0697,2.1932,0.7092
4978,0,0.9869,0.7973,0,s4,0.7488,0.6562,0.9869
4979,0,1.3806,0.6341,0,s4,0.1546,0.367,1.3806
4980,0,0.8337,0.4985,0,s4,0.8337,0.2464,0.4153
4981,0,0.9814,0.9033,0,s4,0.7488,0.9798,0.9814
4982,0,1.5651,1.0237,0,s4,0.2395,1.5651,1.2664
4983,0,1.8099,1.4009,0,s4,1.2581,1.8099,1.1346
4984,0,1.5177,0.7306,0,s4,0.1001,1.5177,0.5739
4985,0,1.9496,1.428,0,s4,0.9186,1.9496,1.4157
4986,0,0.5506,0.4657,0,s4,0.4092,0.5506,0.4373
4987,0,1.3787,0.8137,0,s4,0.3243,0.7382,1.3787
4988,0,0.7792,0.5681,0,s4,0.7792,0.6045,0.3205
4989,0,1.6371,0.7359,0,s4,0.2395,0.331,1.6371
4990,0,1.1522,0.5384,0,s4,0.0697,0.3933,1.1522
4991,0,1.0107,0.5638,0,s4,0.3548,0.3258,1.0107
4992,0,0.7698,0.6281,0,s4,0.6639,0.4507,0.7698
4993,0,1.282,0.8506,0,s4,0.4397,0.8301,1.282
4994,0,1.7847,0.968,0,s4,0.8641,1.7847,0.2552
4995,0,1.5128,1.1375,0,s4,1.5128,0.7686,1.1311
4996,0,0.7792,0.5833,0,s4,0.7792,0.6502,0.3205
4997,0,0.7792,0.553,0,s4,0.7792,0.2823,0.5976
4998,0,1.343,0.7503,0,s4,1.343,0.0092,0.8986
4999,0,1.9485,1.2594,0,s4,1.5432,0.2866,1.9485
5000,0,1.343,0.9476,0,s4,1.343,0.284,1.2158
5001,0,1.9485,1.5447,0,s4,1.5432,1.1425,1.9485
5002,0,0.9685,0.8458,0,s4,0.6094,0.9594,0.9685
5003,0,1.312,0.8091,0,s4,0.2395,0.8758,1.312
5004,0,0.767,0.6914,0,s4,0.6639,0.767,0.6434
5005,0,0.7488,0.4507,0,s4,0.7488,0.3023,0.301
5006,0,1.0489,0.4699,0,s4,0.185,0.1759,1.0489
5007,0,0.576,0.4006,0,s4,0.4941,0.576,0.1316
5008,0,0.987,0.7591,0,s4,0.7792,0.5112,0.987
5009,0,1.3857,0.8659,0,s4,0.0697,1.1424,1.3857
5010,0,0.5269,0.366,0,s4,0.2699,0.5269,0.3013
5011,0,0.3188,0.2015,0,s4,0.0152,0.2704,0.3188
5012,0,1.0671,0.8564,0,s4,0.4397,1.0624,1.0671
5013,0,0.8188,0.3412,0,s4,0.0152,0.8188,0.1897
5014,0,0.6177,0.2979,0,s4,0.2395,0.6177,0.0364
5015,0,0.416,0.265,0,s4,0.185,0.1941,0.416
5016,0,0.6642,0.3225,0,s4,0.2699,0.0335,0.6642
5017,0,0.4397,0.2677,0,s4,0.4397,0.2081,0.1554
5018,0,1.5067,0.9507,0,s4,0.4397,1.5067,0.9058
5019,0,2.7936,1.9486,0,s4,2.3617,2.7936,0.6905
5020,0,1.4499,0.8475,0,s4,0.185,1.4499,0.9077
5021,0,1.1422,0.5507,0,s4,0.2699,1.1422,0.2401
5022,0,1.0207,0.851,0,s4,0.5245,1.0079,1.0207
5023,0,0.4392,0.2651,0,s4,0.3548,0.0012,0.4392
5024,0,1.4519,1.0212,0,s4,0.6094,1.0023,1.4519
5025,0,0.3404,0.2136,0,s4,0.2699,0.3404,0.0306
5026,0,0.987,0.485,0,s4,0.0697,0.3982,0.987
5027,0,1.4308,0.5675,0,s4,0.1001,0.1715,1.4308
5028,0,1.1555,0.4718,0,s4,0.185,0.0748,1.1555
5029,0,0.6212,0.4101,0,s4,0.5245,0.0846,0.6212
5030,0,2.3242,1.0258,0,s4,0.6943,2.3242,0.0588
5031,0,0.8631,0.3622,0,s4,0.185,0.0384,0.8631
5032,0,0.4984,0.254,0,s4,0.0697,0.4984,0.1939
5033,0,1.1028,0.9261,0,s4,0.7792,1.1028,0.8964
5034,0,1.343,0.8786,0,s4,1.343,0.1097,1.183
5035,0,1.9485,1.7332,0,s4,1.5432,1.708,1.9485
5036,0,1.9485,1.3491,0,s4,1.5432,0.5557,1.9485
5037,0,1.1232,0.5975,0,s4,0.579,0.0902,1.1232
5038,0,0.8641,0.4885,0,s4,0.8641,0.2941,0.3073
5039,0,0.4208,0.2404,0,s4,0.2699,0.0305,0.4208
5040,0,0.6094,0.424,0,s4,0.6094,0.1629,0.4996
5041,0,0.4192,0.1538,0,s4,0.0152,0.027,0.4192
5042,0,0.9777,0.3764,0,s4,0.1001,0.0514,0.9777
5043,0,0.4164,0.2789,0,s4,0.0697,0.3506,0.4164
5044,0,1.0394,0.7775,0,s4,0.6639,1.0394,0.6291
5045,0,0.9784,0.5596,0,s4,0.0697,0.6308,0.9784
5046,0,1.9485,1.5447,0,s4,1.5432,1.1425,1.9485
5047,0,0.4985,0.3076,0,s4,0.0697,0.3547,0.4985
5048,0,2.1919,0.9758,0,s4,2.1919,0.0378,0.6977
5050,0,1.2581,0.7933,0,s4,1.2581,0.914,0.2078
5051,0,1.1833,0.5975,0,s4,0.0152,0.594,1.1833
5053,0,1.2037,0.8809,0,s4,1.2037,0.6555,0.7834
5054,0,1.9485,1.4033,0,s4,1.1188,1.1425,1.9485
5055,0,1.1803,0.7757,0,s4,0.185,0.9617,1.1803
5056,0,0.4146,0.1846,0,s4,0.1001,0.039,0.4146
5057,0,0.8497,0.6884,0,s4,0.5245,0.8497,0.6909
5058,0,0.3833,0.2683,0,s4,0.185,0.3833,0.2365
5059,0,1.6577,1.0954,0,s4,0.4941,1.1343,1.6577
5060,0,0.7853,0.3826,0,s4,0.185,0.1775,0.7853
5061,0,0.9315,0.5673,0,s4,0.0697,0.7008,0.9315
5062,0,0.4494,0.191,0,s4,0.0697,0.4494,0.054
5063,0,0.4119,0.2482,0,s4,0.0152,0.4119,0.3175
5064,0,1.7077,1.2997,0,s4,1.0883,1.1032,1.7077
5065,0,0.2365,0.2127,0,s4,0.185,0.2167,0.2365
5066,0,1.0278,0.72,0,s4,0.185,1.0278,0.9473
5067,0,0.2512,0.1877,0,s4,0.0697,0.2422,0.2512
5068,0,0.6774,0.4067,0,s4,0.4941,0.0486,0.6774
5069,0,1.3366,0.6658,0,s4,0.2395,0.4214,1.3366
5070,0,1.2885,0.9964,0,s4,1.2885,0.7256,0.975
5071,0,1.0772,0.5114,0,s4,0.4397,0.0173,1.0772
5072,0,0.8376,0.6299,0,s4,0.7792,0.2728,0.8376
5073,0,0.4063,0.2602,0,s4,0.3548,0.4063,0.0196
5074,0,0.7092,0.2921,0,s4,0.0697,0.0975,0.7092
5075,0,0.7792,0.4586,0,s4,0.7792,0.1922,0.4044
5076,0,0.6639,0.4154,0,s4,0.6639,0.1595,0.4229
5077,0,1.272,0.7558,0,s4,0.1546,0.8408,1.272
5078,0,1.6887,1.0017,0,s4,1.1188,1.6887,0.1977
5079,0,1.1536,0.6105,0,s4,0.1001,1.1536,0.5778
5080,0,0.2575,0.1551,0,s4,0.0152,0.2575,0.1925
5081,0,1.4982,1.0531,0,s4,0.2395,1.4216,1.4982
5082,0,2.6173,1.3786,0,s4,0.1546,2.6173,1.364
5083,0,0.7726,0.6239,0,s4,0.5245,0.7726,0.5745
5084,0,0.7634,0.5033,0,s4,0.6639,0.0825,0.7634
5085,0,1.0883,0.5793,0,s4,1.0883,0.0697,0.58
5086,0,2.107,1.2742,0,s4,2.107,0.6935,1.0221
5087,0,1.4583,0.9662,0,s4,1.4583,0.6917,0.7486
5088,0,0.5221,0.327,0,s4,0.2395,0.2194,0.5221
5089,0,0.599,0.3453,0,s4,0.2395,0.599,0.1973
5090,0,0.6639,0.5616,0,s4,0.6639,0.4732,0.5477
5091,0,2.4466,1.1842,0,s4,2.4466,0.4586,0.6473
5092,0,1.2037,0.4711,0,s4,1.2037,0.0874,0.1223
5093,0,1.9485,1.5164,0,s4,1.4583,1.1425,1.9485
5094,0,0.6943,0.3882,0,s4,0.6943,0.4114,0.0588
5095,0,1.7222,1.2002,0,s4,0.579,1.2995,1.7222
5096,0,0.7792,0.5946,0,s4,0.7792,0.684,0.3205
5097,0,0.6424,0.2907,0,s4,0.1546,0.075,0.6424
5098,0,0.9555,0.859,0,s4,0.7792,0.9555,0.8423
5099,0,0.9162,0.5166,0,s4,0.0697,0.9162,0.5638
5100,0,0.536,0.3621,0,s4,0.3243,0.2261,0.536
5101,0,1.4359,0.7724,0,s4,0.0152,0.8661,1.4359
5102,0,0.8773,0.5865,0,s4,0.3548,0.8773,0.5274
5103,0,0.9472,0.6001,0,s4,0.7792,0.9472,0.0739
5104,0,1.0883,0.7317,0,s4,1.0883,0.6264,0.4805
5105,0,0.7638,0.6263,0,s4,0.4941,0.7638,0.621
5106,0,0.6556,0.3237,0,s4,0.0697,0.6556,0.2458
5107,0,1.5479,1.1382,0,s4,0.6943,1.1725,1.5479
5108,0,2.392,1.4048,0,s4,0.3243,2.392,1.4982
5109,0,2.5708,1.5455,0,s4,0.7488,2.5708,1.3169
5110,0,1.1225,1.0742,0,s4,1.0035,1.0967,1.1225
5111,0,1.5977,1.1361,0,s4,1.5977,0.6854,1.1252
5112,0,1.2385,0.839,0,s4,1.0339,0.2446,1.2385
5113,0,1.7675,1.0024,0,s4,1.7675,0.4412,0.7986
5114,0,1.2885,0.5852,0,s4,1.2885,0.3183,0.1487
5115,0,0.6697,0.3831,0,s4,0.4397,0.0398,0.6697
5116,0,0.617,0.4715,0,s4,0.6094,0.617,0.1881
5117,0,0.6094,0.4107,0,s4,0.6094,0.106,0.5168
5118,0,0.7223,0.4836,0,s4,0.0697,0.6587,0.7223
5120,0,1.2885,1.0376,0,s4,1.2885,1.0757,0.7486
5121,0,0.6257,0.3399,0,s4,0.3243,0.6257,0.0696
5122,0,1.0207,0.7202,0,s4,0.5245,0.6155,1.0207
5123,0,0.6347,0.5095,0,s4,0.4397,0.4541,0.6347
5124,0,1.111,0.4449,0,s4,0.0152,0.2085,1.111
5125,0,1.503,1.004,0,s4,0.4397,1.0692,1.503
5126,0,1.2898,0.8215,0,s4,0.1546,1.0201,1.2898
5127,0,0.583,0.5612,0,s4,0.579,0.5215,0.583
5128,0,1.1803,0.7932,0,s4,0.185,1.0144,1.1803
5129,0,0.5067,0.2859,0,s4,0.2699,0.0811,0.5067
5130,0,0.8055,0.6207,0,s4,0.3548,0.8055,0.7019
5131,0,1.2053,0.9569,0,s4,0.5245,1.1408,1.2053
5132,0,1.0805,0.6577,0,s4,0.2699,0.6227,1.0805
5133,0,0.6362,0.2874,0,s4,0.1546,0.6362,0.0713
5134,0,1.8523,1.0813,0,s4,1.8523,0.7312,0.6604
5135,0,2.6163,1.2451,0,s4,2.6163,0.4719,0.6472
5136,0,1.2885,0.5192,0,s4,1.2885,0.1204,0.1487
5138,0,1.9485,1.5447,0,s4,1.5432,1.1425,1.9485
5139,0,1.4583,0.9524,0,s4,1.4583,0.6503,0.7486
5141,0,0.9341,0.7632,0,s4,0.6943,0.6612,0.9341
5142,0,0.329,0.2775,0,s4,0.185,0.3185,0.329
5143,0,1.0035,0.6804,0,s4,1.0035,0.7718,0.2658
5144,0,0.9581,0.6366,0,s4,0.1001,0.9581,0.8516
5145,0,1.4106,0.9432,0,s4,0.6639,0.755,1.4106
5146,0,1.4308,0.8867,0,s4,0.1001,1.1291,1.4308
5147,0,1.2856,0.8754,0,s4,0.1001,1.2856,1.2405
5148,0,1.2478,0.9186,0,s4,0.2699,1.2478,1.238
5149,0,1.8523,1.0554,0,s4,1.8523,0.1478,1.1661
5151,0,0.6518,0.3131,0,s4,0.1546,0.1329,0.6518
5152,0,0.9315,0.6239,0,s4,0.0697,0.8705,0.9315
5153,0,1.1585,0.7317,0,s4,0.4092,0.6273,1.1585
5154,0,1.4063,0.8674,0,s4,0.0152,1.4063,1.1806
5155,0,0.8337,0.4683,0,s4,0.8337,0.1195,0.4518
5156,0,1.961,1.1566,0,s4,0.0697,1.961,1.439
5157,0,0.8751,0.3924,0,s4,0.0152,0.2868,0.8751
5158,0,1.2523,0.5582,0,s4,0.4092,0.0131,1.2523
5159,0,1.4583,0.7704,0,s4,1.4583,0.1044,0.7486
5160,0,0.9368,0.4077,0,s4,0.1001,0.1861,0.9368
5161,0,1.2657,0.7833,0,s4,0.0697,1.0145,1.2657
5162,0,0.5921,0.4161,0,s4,0.1546,0.5015,0.5921
5163,0,0.583,0.4562,0,s4,0.579,0.2067,0.583
5164,0,0.6957,0.2896,0,s4,0.0697,0.1033,0.6957
5165,0,0.5245,0.4193,0,s4,0.5245,0.4906,0.2428
5166,0,1.4756,0.9538,0,s4,0.3243,1.0615,1.4756
5167,0,1.8966,1.5656,0,s4,1.0035,1.7968,1.8966
5168,0,1.1621,0.618,0,s4,0.579,0.1129,1.1621
5169,0,1.1188,0.6843,0,s4,1.1188,0.7319,0.2023
5170,0,1.1188,0.5032,0,s4,1.1188,0.0376,0.3532
5171,0,1.4583,1.0978,0,s4,1.4583,1.0865,0.7486
5172,0,0.3548,0.2026,0,s4,0.3548,0.0734,0.1796
5173,0,0.8062,0.5938,0,s4,0.185,0.7902,0.8062
5174,0,0.1315,0.0626,0,s4,0.0152,0.041,0.1315
5175,0,1.9485,1.4316,0,s4,1.2037,1.1425,1.9485
5176,0,0.9186,0.4426,0,s4,0.9186,0.1543,0.2549
5177,0,1.8069,1.1432,0,s4,0.185,1.8069,1.4378
5178,0,1.4279,0.6537,0,s4,1.4279,0.1397,0.3936
5179,0,1.4583,0.8084,0,s4,1.4583,0.2182,0.7486
5180,0,1.2581,0.6848,0,s4,1.2581,0.3769,0.4195
5181,0,1.2067,1.0052,0,s4,0.9186,0.8902,1.2067
5182,0,3.3416,2.2778,1,s4,1.5432,3.3416,1.9485
5183,0,0.8641,0.5845,0,s4,0.8641,0.6766,0.2127
5184,0,2.2768,1.2503,0,s4,2.2768,0.1135,1.3607
5185,0,1.3762,0.9637,0,s4,1.343,0.1718,1.3762
5186,0,1.9485,1.4316,0,s4,1.2037,1.1425,1.9485
5187,0,1.0339,0.8351,0,s4,1.0339,0.9015,0.57
5188,0,0.359,0.3201,0,s4,0.3243,0.359,0.2769
5189,0,1.4279,0.7652,0,s4,1.4279,0.7334,0.1344
5190,0,0.6639,0.4075,0,s4,0.6639,0.0904,0.4683
5192,0,1.9485,1.4316,0,s4,1.2037,1.1425,1.9485
5193,0,1.9485,1.5164,0,s4,1.4583,1.1425,1.9485
5194,0,0.5403,0.3514,0,s4,0.185,0.5403,0.329
5195,0,0.5245,0.3854,0,s4,0.5245,0.3056,0.3262
5196,0,1.0413,0.8761,0,s4,0.949,1.0413,0.638
5197,0,0.8337,0.5992,0,s4,0.8337,0.6657,0.2981
5198,0,1.2687,0.9219,0,s4,0.3548,1.1423,1.2687
5199,0,1.5612,0.9237,0,s4,0.185,1.0248,1.5612
5200,0,1.1425,0.9222,0,s4,0.949,1.1425,0.6751
5201,0,0.6639,0.5691,0,s4,0.6639,0.6412,0.4022
5202,0,1.152,0.8091,0,s4,0.1546,1.1207,1.152
5203,0,0.6022,0.4335,0,s4,0.4092,0.289,0.6022
5204,0,1.4211,1.0247,0,s4,0.6943,0.9588,1.4211
5205,0,0.4941,0.2487,0,s4,0.4941,0.0944,0.1577
5206,0,2.3631,1.7289,0,s4,1.1732,2.3631,1.6505
5207,0,1.0822,0.9328,0,s4,0.7792,0.9371,1.0822
5208,0,0.7982,0.5114,0,s4,0.2395,0.7982,0.4966
5209,0,2.1919,1.0064,0,s4,2.1919,0.3833,0.4441
5210,0,1.1168,0.5287,0,s4,0.3243,0.1449,1.1168
5211,0,1.9485,1.47,0,s4,1.5432,0.9182,1.9485
5212,0,0.8641,0.3691,0,s4,0.8641,0.0304,0.2127
5213,0,0.4941,0.4793,0,s4,0.4941,0.4929,0.4508
5214,0,0.4858,0.467,0,s4,0.4397,0.4858,0.4756
5215,0,1.5128,1.2008,0,s4,1.5128,0.8023,1.2874
5216,0,1.0339,0.7763,0,s4,1.0339,0.7251,0.57
5217,0,2.5315,1.1567,0,s4,2.5315,0.2492,0.6893
5218,0,0.8595,0.5659,0,s4,0.4397,0.8595,0.3986
5219,0,1.1083,0.6889,0,s4,0.4941,0.4643,1.1083
5220,0,1.2929,0.7185,0,s4,0.579,0.2836,1.2929
5221,0,0.5229,0.2656,0,s4,0.1001,0.5229,0.1739
5222,0,1.4211,1.0823,0,s4,0.6943,1.1316,1.4211
5223,0,1.2037,1.1426,0,s4,1.2037,1.1419,1.0822
5224,0,1.2581,1.0968,0,s4,1.2581,0.9225,1.1097
5225,0,1.1408,0.5349,0,s4,0.3548,1.1408,0.1092
5226,0,0.6639,0.3771,0,s4,0.6639,0.0661,0.4012
5227,0,1.4734,1.22,0,s4,0.7488,1.4379,1.4734
5229,0,1.6137,1.2683,0,s4,1.2581,1.6137,0.9332
5230,0,1.3268,0.9048,0,s4,0.4397,1.3268,0.9478
5231,0,0.993,0.5133,0,s4,0.4941,0.0529,0.993
5232,0,1.8681,0.9756,0,s4,0.5245,0.5341,1.8681
5233,0,1.9485,1.5447,0,s4,1.5432,1.1425,1.9485
5234,0,0.5739,0.2618,0,s4,0.1001,0.1113,0.5739
5235,0,1.503,1.1286,0,s4,0.7488,1.134,1.503
5236,0,0.7307,0.4798,0,s4,0.4092,0.7307,0.2996
5237,0,2.23,1.0925,0,s4,0.0152,2.23,1.0323
5238,0,2.1967,1.2434,0,s4,0.3548,2.1967,1.1787
5239,0,2.8931,1.6633,0,s4,0.7792,2.8931,1.3175
5240,0,1.5901,0.9969,0,s4,0.6639,0.7366,1.5901
5241,0,1.4583,0.8188,0,s4,1.4583,0.2496,0.7486
5242,0,0.6457,0.6039,0,s4,0.5245,0.6457,0.6415
5243,0,1.3238,0.5995,0,s4,0.2699,0.2048,1.3238
5244,0,1.3488,0.9616,0,s4,0.4092,1.3488,1.1267
5245,0,0.3548,0.167,0,s4,0.3548,0.037,0.1092
5246,0,1.0035,0.5762,0,s4,1.0035,0.4704,0.2548
5248,0,0.6473,0.4349,0,s4,0.1546,0.5027,0.6473
5249,0,1.6888,1.2091,0,s4,0.8337,1.1047,1.6888
5250,0,1.1553,0.994,0,s4,0.7488,1.0778,1.1553
5251,0,1.4583,1.159,0,s4,1.4583,1.2702,0.7486
5252,0,0.7488,0.4561,0,s4,0.7488,0.2837,0.3357
5253,0,1.2581,0.8036,0,s4,1.2581,0.435,0.7177
5254,0,0.6787,0.4674,0,s4,0.579,0.1446,0.6787
5255,0,1.2385,1.1315,0,s4,1.0339,1.1222,1.2385
5256,0,0.9707,0.5201,0,s4,0.4092,0.1804,0.9707
5257,0,1.4748,0.9722,0,s4,0.4941,0.9476,1.4748
5259,0,1.1103,0.7264,0,s4,0.3548,0.714,1.1103
5260,0,0.4866,0.2678,0,s4,0.1001,0.2168,0.4866
5261,0,1.2478,0.4639,0,s4,0.0697,0.0741,1.2478
5262,0,1.5128,0.9982,0,s4,1.5128,0.0688,1.413
5263,0,0.7179,0.511,0,s4,0.6943,0.1209,0.7179
5264,0,1.9485,1.375,0,s4,1.0339,1.1425,1.9485
5265,0,1.6048,0.9237,0,s4,0.0697,1.0965,1.6048
5266,0,1.2947,0.6281,0,s4,0.3243,0.2653,1.2947
5267,0,1.7104,1.0813,0,s4,0.3548,1.7104,1.1787
5268,0,0.8457,0.4447,0,s4,0.0152,0.8457,0.4731
5269,0,0.722,0.3888,0,s4,0.185,0.2593,0.722
5270,0,1.1729,0.6138,0,s4,0.1546,0.514,1.1729
5271,0,0.3243,0.2205,0,s4,0.3243,0.2296,0.1076
5272,0,1.1623,1.109,0,s4,1.0035,1.1623,1.1613
5273,0,1.2037,0.524,0,s4,1.2037,0.0106,0.3576
5274,0,1.0883,0.6457,0,s4,1.0883,0.1455,0.7034
5275,0,1.2885,0.7895,0,s4,1.2885,0.9314,0.1487
5276,0,1.6329,0.6017,0,s4,0.0152,0.1569,1.6329
5277,0,0.4656,0.2251,0,s4,0.185,0.0247,0.4656
5278,0,0.4501,0.1796,0,s4,0.0152,0.0736,0.4501
5279,0,1.2284,0.6574,0,s4,0.6639,0.0799,1.2284
5280,0,1.2885,0.8098,0,s4,1.2885,0.6896,0.4513
5281,0,1.0883,0.8554,0,s4,1.0883,0.6041,0.8737
5282,0,0.3548,0.1989,0,s4,0.3548,0.0622,0.1796
5283,0,1.3734,0.9585,0,s4,1.3734,0.6555,0.8466
5284,0,1.4583,0.9033,0,s4,1.4583,0.5031,0.7486
5285,0,1.7675,0.9401,0,s4,1.7675,0.3417,0.711
5286,0,3.0382,1.5551,1,s4,0.1546,3.0382,1.4725
5287,0,1.2885,0.7949,0,s4,1.2885,0.1211,0.975
5288,0,0.9799,0.968,0,s4,0.949,0.9799,0.975
5289,0,0.3871,0.2831,0,s4,0.3243,0.138,0.3871
5290,0,1.3446,0.8624,0,s4,0.1001,1.1424,1.3446
5291,0,1.1087,0.8319,0,s4,0.4397,0.9473,1.1087
5292,0,1.6171,0.9373,0,s4,0.1546,1.0402,1.6171
5293,0,2.107,0.8761,0,s4,2.107,0.1996,0.3217
5295,0,1.1188,0.6552,0,s4,1.1188,0.6491,0.1977
5296,0,1.5128,0.6265,0,s4,1.5128,0.1115,0.2552
5297,0,1.9485,1.5447,0,s4,1.5432,1.1425,1.9485
5298,0,0.4725,0.377,0,s4,0.4092,0.2493,0.4725
5299,0,1.4211,1.0441,0,s4,0.6943,1.0168,1.4211
5300,0,0.9066,0.7301,0,s4,0.5245,0.9066,0.7591
5301,0,1.0769,0.8886,0,s4,0.8337,1.0769,0.7551
5302,0,0.461,0.3006,0,s4,0.0697,0.461,0.3711
5303,0,1.0945,0.9053,0,s4,0.7792,1.0945,0.8423
5304,0,1.6284,0.8983,0,s4,0.2395,0.827,1.6284
5305,0,0.9039,0.6317,0,s4,0.185,0.9039,0.8062
5306,0,0.5422,0.3776,0,s4,0.4941,0.5422,0.0966
5307,0,0.6943,0.5077,0,s4,0.6943,0.5364,0.2925
5308,0,1.3573,0.613,0,s4,0.0152,0.4664,1.3573
5310,0,1.1085,0.5203,0,s4,0.4092,0.0433,1.1085
5311,0,0.8641,0.4551,0,s4,0.8641,0.2231,0.2781
5312,0,0.8561,0.6039,0,s4,0.7792,0.8561,0.1765
5313,0,0.6639,0.2691,0,s4,0.6639,0.0223,0.121
