window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2,js_divergence,js_alert
5224,0,0.8134,0,0.0,0.0,1.2031,0.0,1.2581,0.0,0.182,0.0,0.7485,0,0.0,0,none,0,0.0544,0.0159,0.0,0.2718,0.0970999999999999,0.0556,0,-0.7028,1.2966,0,0,0,0,0,0.506965,1
5225,0,3.335,1,0.0,0.0,1.2716,0.0,1.1408,0.0,0.6379,0.0,1.6627,0,0.25,1,low,0,-0.1172999999999999,0.0343,0.0,-0.1716999999999999,2.5216,1.4466,0,0.9142,1.6866,0,0,0,0,0,0.506965,1
5226,0,1.5695,0,0.7618,0.0,2.0178,0.0,0.6639,0.0,0.7318,0.0,0.304,0,0.0,0,none,0,-0.4769,0.1397,0.0,-0.3596,-1.7655,1.0128,0,-1.3587,2.5067,1,1,0,0,0,0.548936,1
5227,0,0.7442,0,0.0,0.0,0.0548,0.0,1.4734,0.0,0.7291,0.0,0.6385,0,0.0,0,none,0,0.8095,0.2371,0.0,1.2864,-0.8252999999999999,0.4734,0,0.3344999999999999,0.6171,0,0,0,0,0,0.488466,1
5228,0,0.6098,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7668,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.1343999999999999,0.077,0,0.1283,0.2366,0,0,0,0,0,0.484975,1
5229,0,0.9496,0,0.0,0.0,0.3812,0.0,1.6137,0.0,0.0,0.0,0.7897,0,0.0,0,none,0,0.1402999999999998,0.041,0.0,-0.6692000000000001,0.3398,0.1949,0,0.0228999999999999,0.0422,0,0,0,0,0,0.499867,1
5230,0,0.6034,0,0.0,0.0,2.1168,0.0,1.3268,0.0,0.0,0.0,0.9488,0,0.0,0,none,0,-0.2868999999999999,0.084,0.0,-0.4271999999999998,-0.3461999999999999,0.1985,0,0.1591,0.2934,0,0,0,0,0,0.505316,1
5231,0,0.4729,0,0.0,0.0,0.4682,0.0,0.993,0.0,0.0,0.0,0.785,0,0.0,0,none,0,-0.3338,0.0977,0.0,-0.0469,-0.1305,0.0748,0,-0.1637999999999999,0.3021,0,0,0,0,0,0.502927,1
5232,0,0.6811,0,0.0,0.0,1.0572,0.0,1.8681,0.0,0.0,0.0,0.528,0,0.0,0,none,0,0.8751000000000001,0.2564,0.0,1.2089,0.2082,0.1194,0,-0.257,0.4741,0,0,0,0,0,0.504632,1
5233,0,0.2724,0,0.0,0.0,1.7422,0.0,1.9485,0.0,0.0,0.0,0.6175,0,0.0,0,none,0,0.0803999999999998,0.0235,0.0,-0.7947000000000003,-0.4087,0.2344,0,0.0895,0.165,0,0,0,0,0,0.499979,1
5234,0,1.019,0,0.0,0.0,0.8449,0.0,0.5739,0.0,0.1757,0.0,0.3091,0,0.0,0,none,0,-1.3746,0.4028,0.0,-1.4549999999999998,0.7465999999999999,0.4283,0,-0.3084,0.5689,0,0,0,0,0,0.499979,1
5235,0,0.9256,0,0.0,0.0,1.1346,0.0,1.503,0.0,1.6417,0.0,1.7445,0,0.0,0,none,0,0.9291,0.2722,0.0,2.3037,-0.0933999999999999,0.0535,0,1.4354,2.6482,1,1,0,0,0,0.464338,1
5236,0,0.4464,0,0.0,0.0,0.3812,0.0,0.7307,0.0,0.3644,0.0,0.3954,0,0.0,0,none,0,-0.7722999999999999,0.2262,0.0,-1.7013999999999998,-0.4791999999999999,0.2749,0,-1.3491,2.489,0,0,0,0,0,0.468452,1
5237,0,1.1796,0,0.0,0.0,1.6388,0.0,2.23,0.0,0.0,0.0,1.4882,0,0.0,0,none,0,1.4993,0.4393,0.0,2.2716,0.7332,0.4206,0,1.0928,2.0161,0,0,0,0,0,0.469638,1
5238,0,0.7023,0,0.0,0.0,1.1789,0.0,2.1967,0.0,0.182,0.0,0.7359,0,0.0,0,none,0,-0.0333000000000001,0.0097,0.0,-1.5326,-0.4772999999999999,0.2738,0,-0.7523,1.3879,0,0,0,0,0,0.459602,1
5239,0,0.5708,0,0.0,0.0,0.5728,0.0,2.8931,0.0,0.55,0.0,0.5821,0,0.0,0,none,0,0.6964000000000001,0.204,0.0,0.7297000000000002,-0.1315,0.0754,0,-0.1538,0.2837,0,0,0,0,0,0.504703,1
5240,0,0.8677,0,0.0,0.0,1.049,0.0,1.5901,0.0,0.7291,0.0,0.9026,0,0.0,0,none,0,-1.303,0.3818,0.0,-1.9994,0.2969,0.1703,0,0.3205,0.5912,0,0,0,0,0,0.518612,1
5241,0,0.4937,0,0.0,0.0,1.4682,0.0,1.4583,0.0,0.3644,0.0,0.4208,0,0.0,0,none,0,-0.1318000000000001,0.0385,0.0,1.1711999999999998,-0.374,0.2145,0,-0.4817999999999999,0.8888,0,0,0,0,0,0.508849,1
5242,0,0.9468,0,0.0,0.0,0.2353,0.0,0.6457,0.0,0.6379,0.0,0.8429,0,0.0,0,none,0,-0.8125999999999999,0.2381,0.0,-0.6807999999999997,0.4530999999999999,0.2599,0,0.4221,0.7787,0,0,0,0,0,0.494665,1
5243,0,0.6832,0,0.0,0.0,0.8028,0.0,1.3238,0.0,0.6379,0.0,0.8598,0,0.0,0,none,0,0.6781,0.1986,0.0,1.4907,-0.2635999999999999,0.1512,0,0.0169,0.0311,0,0,0,0,0,0.506928,1
5244,0,0.7371,0,0.0,0.0,0.9022,0.0,1.3488,0.0,0.5468,0.0,0.7922,0,0.0,0,none,0,0.0249999999999999,0.0072,0.0,-0.6531000000000001,0.0538999999999999,0.0309,0,-0.0676,0.1246,0,0,0,0,0,0.462045,1
5245,0,0.495,0,0.0,0.0,0.3038,0.0,0.3548,0.0,0.2732,0.0,0.4581,0,0.0,0,none,0,-0.994,0.2912,0.0,-1.019,-0.2420999999999999,0.1388,0,-0.3341,0.6163,0,0,0,0,0,0.456958,1
5246,0,0.6964,0,0.0,0.0,0.47,0.0,1.0035,0.0,0.0,0.0,0.6903,0,0.0,0,none,0,0.6487,0.19,0.0,1.6427,0.2014,0.1155,0,0.2322,0.4283,0,0,0,0,0,0.428954,0
5247,0,0.4983,0,0.0,0.0,1.3312,0.0,0.0,0.0,0.5468,0.0,0.834,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.1981,0.1136,0,0.1436999999999999,0.265,0,0,0,0,0,0.434976,0
5248,0,0.3707,0,0.0,0.0,0.4635,0.0,0.6473,0.0,0.1863,0.0,0.6569,0,0.0,0,none,0,-0.3562,0.1043,0.0,-1.0049,-0.1276,0.0731,0,-0.1770999999999999,0.3267,0,0,0,0,0,0.473684,1
5249,0,4.5369,1,0.8853,0.0,1.6857,0.0,1.6888,0.0,0.1757,0.0,0.4633,0,0.25,1,low,0,1.0415,0.3051,0.0,1.3977000000000002,4.1662,2.3901,0,-0.1936,0.3571,0,0,0,0,0,0.396449,0
5250,0,0.8666,0,1.3108,0.0,1.1346,0.0,1.1553,0.0,0.1757,0.0,0.2609,0,0.0,0,none,0,-0.5335000000000001,0.1563,0.0,-1.5750000000000002,-3.6703,2.1056,0,-0.2023999999999999,0.3733,0,0,0,0,0,0.39086,0
5251,0,0.6283,0,0.0,0.0,1.6737,0.0,1.4583,0.0,0.7291,0.0,1.4356,0,0.0,0,none,0,0.3029999999999999,0.0887,0.0,0.8365,-0.2383,0.1366,0,1.1747,2.1672,0,0,0,0,0,0.39086,0
5252,0,0.6229,0,0.0,0.0,1.6371,0.0,0.7488,0.0,0.6379,0.0,0.8737,0,0.0,0,none,0,-0.7094999999999999,0.2078,0.0,-1.0124999999999995,-0.0053999999999999,0.003,0,-0.5619,1.0366,0,0,0,0,0,0.409995,0
5253,0,0.2964,0,0.0,0.0,1.2039,0.0,1.2581,0.0,0.1757,0.0,0.6833,0,0.0,0,none,0,0.5093,0.1492,0.0,1.2188,-0.3265,0.1872,0,-0.1904,0.3512,0,0,0,0,0,0.396449,0
5254,0,0.6337,0,0.0,0.0,0.9192,0.0,0.6787,0.0,0.1757,0.0,0.9607,0,0.0,0,none,0,-0.5794,0.1697,0.0,-1.0887,0.3373,0.1934,0,0.2774,0.5117,0,0,0,0,0,0.364586,0
5255,0,0.4939,0,0.0,0.0,1.3997,0.0,1.2385,0.0,0.7291,0.0,0.2965,0,0.0,0,none,0,0.5598,0.164,0.0,1.1392,-0.1398,0.0801,0,-0.6642,1.2254,0,0,0,0,0,0.364586,0
5256,0,0.1097,0,0.0,0.0,0.1395,0.0,0.9707,0.0,0.6379,0.0,0.5712,0,0.0,0,none,0,-0.2677999999999999,0.0784,0.0,-0.8275999999999999,-0.3842,0.2203,0,0.2747,0.5067,0,0,0,0,0,0.342927,0
5257,0,0.8795,0,0.0,0.0,0.8955,0.0,1.4748,0.0,0.0,0.0,0.5469,0,0.0,0,none,0,0.5041000000000001,0.1476,0.0,0.7719,0.7697999999999999,0.4416,0,-0.0242999999999999,0.0447,0,0,0,0,0,0.370754,0
5258,0,0.6543,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7613,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.2251999999999999,0.1291,0,0.2143999999999999,0.3955,0,0,0,0,0,0.370356,0
5259,0,0.2417,0,0.0,0.0,0.9524,0.0,1.1103,0.0,0.5468,0.0,0.8213,0,0.0,0,none,0,-0.3645,0.1067,0.0,-0.8686000000000001,-0.4125999999999999,0.2366,0,0.06,0.1106,0,0,0,0,0,0.38274,0
5260,0,0.5871,0,0.0,0.0,1.3971,0.0,0.4866,0.0,0.6379,0.0,0.5899,0,0.0,0,none,0,-0.6237000000000001,0.1827,0.0,-0.2592000000000001,0.3453999999999999,0.1981,0,-0.2314,0.4268,0,0,0,0,0,0.467006,1
5261,0,0.2365,0,0.0,0.0,0.0983,0.0,1.2478,0.0,0.6379,0.0,0.786,0,0.0,0,none,0,0.7612000000000001,0.223,0.0,1.3849000000000002,-0.3505999999999999,0.2011,0,0.1961,0.3617,0,0,0,0,0,0.467006,1
5262,0,0.4873,0,0.0,0.0,1.1077,0.0,1.5128,0.0,0.7291,0.0,0.817,0,0.0,0,none,0,0.2649999999999999,0.0776,0.0,-0.4962000000000002,0.2508,0.1438,0,0.0309999999999999,0.0571,0,0,0,0,0,0.467006,1
5263,0,0.6459,0,0.0,0.0,0.9202,0.0,0.7179,0.0,0.4556,0.0,0.7845,0,0.0,0,none,0,-0.7948999999999999,0.2329,0.0,-1.0598999999999998,0.1586,0.0909,0,-0.0324999999999999,0.0599,0,0,0,0,0,0.466311,1
5264,0,0.49,0,0.0,0.0,0.7832,0.0,1.9485,0.0,0.182,0.0,0.7152,0,0.0,0,none,0,1.2306,0.3606,0.0,2.0255,-0.1559,0.0894,0,-0.0693,0.1278,0,0,0,0,0,0.471856,1
5265,0,3.0366,1,0.0,0.0,1.2716,0.0,1.6048,0.0,0.1757,0.0,1.1655,0,0.25,1,low,0,-0.3436999999999999,0.1006,0.0,-1.5742999999999998,2.5466,1.4609,0,0.4503,0.8307,0,0,0,0,0,0.51494,1
5266,0,0.6526,0,0.0,0.0,0.6405,0.0,1.2947,0.0,0.3644,0.0,0.8458,0,0.0,0,none,0,-0.3101,0.0908,0.0,0.0335999999999998,-2.384,1.3676,0,-0.3197,0.5898,0,0,0,0,0,0.51494,1
5267,0,0.5396,0,0.0,0.0,0.8517,0.0,1.7104,0.0,0.0,0.0,0.8721,0,0.0,0,none,0,0.4156999999999999,0.1217,0.0,0.7258,-0.1129999999999999,0.0648,0,0.0262999999999999,0.0484,0,0,0,0,0,0.490831,1
5268,0,0.2932,0,0.0,0.0,0.6836,0.0,0.8457,0.0,0.0,0.0,0.7923,0,0.0,0,none,0,-0.8646999999999999,0.2533,0.0,-1.2803999999999998,-0.2463999999999999,0.1413,0,-0.0797999999999999,0.1471,0,0,0,0,0,0.476791,1
5269,0,0.5478,0,0.0,0.0,0.5778,0.0,0.722,0.0,0.0,0.0,0.5934,0,0.0,0,none,0,-0.1237,0.0362,0.0,0.7409999999999999,0.2545999999999999,0.146,0,-0.1988999999999999,0.3669,0,0,0,0,0,0.530895,1
5270,0,0.4849,0,0.0,0.0,1.2792,0.0,1.1729,0.0,0.6379,0.0,0.82,0,0.0,0,none,0,0.4509000000000001,0.132,0.0,0.5746000000000001,-0.0628999999999999,0.036,0,0.2265999999999999,0.418,0,0,0,0,0,0.523933,1
5271,0,0.6228,0,0.0,0.0,0.4682,0.0,0.3243,0.0,0.7291,0.0,0.5467,0,0.0,0,none,0,-0.8486,0.2486,0.0,-1.2995,0.1379,0.079,0,-0.2733,0.5041,0,0,0,0,0,0.464647,1
5272,0,0.8341,0,0.0,0.0,0.4497,0.0,1.1623,0.0,0.7291,0.0,0.9868,0,0.0,0,none,0,0.8380000000000001,0.2455,0.0,1.6866,0.2112999999999999,0.1212,0,0.4401,0.8119,0,0,0,0,0,0.464647,1
5273,0,0.603,0,0.0,0.0,1.2627,0.0,1.2037,0.0,0.3644,0.0,0.7035,0,0.0,0,none,0,0.0413999999999998,0.012,0.0,-0.7966000000000002,-0.2310999999999999,0.1325,0,-0.2833,0.5226,0,0,0,0,0,0.4533,1
5274,0,0.6687,0,0.0,0.0,0.3916,0.0,1.0883,0.0,0.7291,0.0,0.9961,0,0.0,0,none,0,-0.1153999999999999,0.0337,0.0,-0.1567999999999998,0.0656999999999999,0.0376,0,0.2925999999999999,0.5398,0,0,0,0,0,0.463598,1
5275,0,0.5963,0,0.0,0.0,1.5367,0.0,1.2885,0.0,0.6379,0.0,0.707,0,0.0,0,none,0,0.2001999999999999,0.0586,0.0,0.3155999999999999,-0.0723999999999999,0.0415,0,-0.2891,0.5333,0,0,0,0,0,0.397798,0
5276,0,0.5996,0,0.0,0.0,2.0037,0.0,1.6329,0.0,0.3644,0.0,0.8737,0,0.0,0,none,0,0.3444,0.1008,0.0,0.1442000000000001,0.0032999999999999,0.0018,0,0.1667,0.3075,0,0,0,0,0,0.455181,1
5277,0,2.6068,0,0.2128,0.0,0.9626,0.0,0.4656,0.0,0.1757,0.0,0.3119,0,0.0,0,none,0,-1.1673,0.342,0.0,-1.5117,2.0072,1.1515,0,-0.5618000000000001,1.0364,0,0,0,0,0,0.459377,1
5278,0,0.1612,0,0.0,0.0,1.6407,0.0,0.4501,0.0,0.1757,0.0,0.6356,0,0.0,0,none,0,-0.0155,0.0044,0.0,1.1518,-2.4456,1.403,0,0.3237,0.5971,0,0,0,0,0,0.463556,1
5279,0,0.5,0,0.0,0.0,0.8561,0.0,1.2284,0.0,0.6379,0.0,0.715,0,0.0,0,none,0,0.7783,0.228,0.0,0.7938000000000001,0.3388,0.1943,0,0.0793999999999999,0.1464,0,0,0,0,0,0.466081,1
5280,0,0.5554,0,0.0,0.0,1.5508,0.0,1.2885,0.0,0.6379,0.0,0.965,0,0.0,0,none,0,0.0601,0.0175,0.0,-0.7182,0.0554,0.0317,0,0.25,0.4612,0,0,0,0,0,0.494254,1
5281,0,0.671,0,0.0,0.0,0.865,0.0,1.0883,0.0,0.5468,0.0,0.7802,0,0.0,0,none,0,-0.2001999999999999,0.0586,0.0,-0.2603,0.1156,0.0663,0,-0.1847999999999999,0.3409,0,0,0,0,0,0.436693,0
5282,0,0.6729,0,0.0,0.0,0.9202,0.0,0.3548,0.0,0.0,0.0,0.7212,0,0.0,0,none,0,-0.7335,0.2149,0.0,-0.5333000000000001,0.0019,0.001,0,-0.059,0.1088,0,0,0,0,0,0.346945,0
5283,0,0.6094,0,0.0,0.0,1.6737,0.0,1.3734,0.0,0.0,0.0,0.6855,0,0.0,0,none,0,1.0186,0.2984,0.0,1.7521,-0.0635,0.0364,0,-0.0356999999999999,0.0658,0,0,0,0,0,0.364408,0
5284,0,0.6073,0,0.0,0.0,1.7422,0.0,1.4583,0.0,0.7291,0.0,0.7313,0,0.0,0,none,0,0.0848999999999999,0.0248,0.0,-0.9337,-0.0021000000000001,0.0011,0,0.0457999999999999,0.0844,0,0,0,0,0,0.380126,0
5285,0,0.5344,0,0.0,0.0,1.0856,0.0,1.7675,0.0,0.7291,0.0,1.666,0,0.0,0,none,0,0.3092000000000001,0.0905,0.0,0.2243000000000001,-0.0728999999999999,0.0418,0,0.9347,1.7244,0,0,0,0,0,0.448515,0
5286,0,1.1791,0,0.0,0.0,0.4408,0.0,3.0382,1.0,0.7291,0.0,0.8658,0,0.5,1,low,0,1.2706999999999995,0.3723,0.0,0.9614999999999996,0.6447,0.3698,0,-0.8001999999999999,1.4763,0,0,0,0,0,0.524899,1
5287,0,0.3929,0,0.0,0.0,1.2627,0.0,1.2885,0.0,0.3644,0.0,1.0109,0,0.0,0,none,0,-1.7496999999999998,0.5127,0.0,-3.0203999999999995,-0.7862,0.451,0,0.1450999999999999,0.2676,0,0,0,0,0,0.555872,1
5288,0,5.9346,1,0.0,0.0,2.0178,0.0,0.9799,0.0,0.7291,0.0,2.0851,0,0.25,1,low,0,-0.3086,0.0903,0.0,1.4410999999999998,5.5417,3.1792,1,1.0742000000000005,1.9818,0,1,0,0,0,0.555872,1
5289,0,0.8877,0,0.0,0.0,1.2031,0.0,0.3871,0.0,0.0,0.0,1.8102,0,0.0,0,none,0,-0.5928,0.1736,0.0,-0.2842,-5.0469,2.8954,1,-0.2749000000000001,0.5071,0,1,0,0,0,0.484396,1
5290,0,2.6592,0,0.0,0.0,1.9517,0.0,1.3446,0.0,0.55,0.0,0.5328,0,0.0,0,none,0,0.9575,0.2805,0.0,1.5503,1.7714999999999996,1.0163,0,-1.2774,2.3567,0,0,0,0,0,0.484396,1
5291,0,1.3433,0,0.0,0.0,1.2447,0.0,1.1087,0.0,0.55,0.0,0.4003,0,0.0,0,none,0,-0.2359,0.069,0.0,-1.1934,-1.3158999999999998,0.7549,0,-0.1325,0.2444,0,0,0,0,0,0.445822,0
5292,0,2.3931,0,0.0,0.0,1.5965,0.0,1.6171,0.0,0.1757,0.0,0.3909,0,0.0,0,none,0,0.5084,0.1489,0.0,0.7443,1.0498,0.6022,0,-0.0093999999999999,0.0173,0,0,0,0,0,0.435393,0
5293,0,0.6995,0,0.0,0.0,1.0958,0.0,2.107,0.0,0.7291,0.0,0.6888,0,0.0,0,none,0,0.4899000000000002,0.1435,0.0,-0.0184999999999997,-1.6936,0.9716,0,0.2978999999999999,0.5495,0,0,0,0,0,0.498104,1
5294,0,0.616,0,0.0,0.0,1.7422,0.0,0.0,0.0,0.5468,0.0,0.9954,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0835,0.0478,0,0.3066,0.5656,0,0,0,0,0,0.489273,1
5295,0,0.5942,0,0.8853,0.0,1.3997,0.0,1.1188,0.0,0.0,0.0,0.6305,0,0.0,0,none,0,-0.9882000000000002,0.2895,0.0,-1.4781000000000004,-0.0218,0.0124,0,-0.3649,0.6731,0,0,0,0,0,0.478896,1
5296,0,0.5912,0,0.0,0.0,1.1761,0.0,1.5128,0.0,0.0,0.0,0.648,0,0.0,0,none,0,0.3939999999999999,0.1154,0.0,1.3822,-0.003,0.0017,0,0.0175,0.0322,0,0,0,0,0,0.460073,1
5297,0,0.4096,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.7291,0.0,0.9316,0,0.0,0,none,0,0.4357,0.1276,0.0,0.0417,-0.1815999999999999,0.1041,0,0.2835999999999999,0.5232,0,0,0,0,0,0.379895,0
5298,0,0.2577,0,0.0,0.0,1.1001,0.0,0.4725,0.0,0.1757,0.0,0.5549,0,0.0,0,none,0,-1.476,0.4325,0.0,-1.9117,-0.1519,0.0871,0,-0.3767,0.6949,0,0,0,0,0,0.398762,0
5299,0,0.7945,0,0.0,0.0,0.6551,0.0,1.4211,0.0,0.55,0.0,0.4593,0,0.0,0,none,0,0.9486,0.2779,0.0,2.4246,0.5367999999999999,0.3079,0,-0.0955999999999999,0.1763,0,0,0,0,0,0.398762,0
5300,0,0.6999,0,0.0,0.0,0.5181,0.0,0.9066,0.0,0.459,0.0,0.6672,0,0.0,0,none,0,-0.5145000000000001,0.1507,0.0,-1.4631000000000003,-0.0946,0.0542,0,0.2079,0.3835,0,0,0,0,0,0.398762,0
5301,0,0.7994,0,0.0,0.0,0.9976,0.0,1.0769,0.0,0.1757,0.0,0.6509,0,0.0,0,none,0,0.1703,0.0498,0.0,0.6848000000000001,0.0995,0.057,0,-0.0162999999999999,0.03,0,0,0,0,0,0.379895,0
5302,0,0.781,0,0.0,0.0,1.1346,0.0,0.461,0.0,0.2772,0.0,1.0932,0,0.0,0,none,0,-0.6158999999999999,0.1804,0.0,-0.7861999999999999,-0.0183999999999999,0.0105,0,0.4422999999999999,0.816,0,0,0,0,0,0.385295,0
5303,0,1.1183,0,0.0,0.0,1.2031,0.0,1.0945,0.0,0.1757,0.0,0.5888,0,0.0,0,none,0,0.6335,0.1856,0.0,1.2493999999999998,0.3373,0.1934,0,-0.5044,0.9305,0,0,0,0,0,0.400097,0
5304,0,0.721,0,0.0,0.0,0.6366,0.0,1.6284,0.0,0.459,0.0,0.5907,0,0.0,0,none,0,0.5339,0.1564,0.0,-0.0995999999999999,-0.3973000000000001,0.2279,0,0.0019,0.0034,0,0,0,0,0,0.443416,0
5305,0,0.6409,0,0.0,0.0,0.7827,0.0,0.9039,0.0,0.6409,0.0,0.8345,0,0.0,0,none,0,-0.7245,0.2122,0.0,-1.2584,-0.0800999999999999,0.0459,0,0.2438,0.4497,0,0,0,0,0,0.443679,0
5306,0,0.5169,0,0.0,0.0,0.8606,0.0,0.5422,0.0,0.1757,0.0,0.5209,0,0.0,0,none,0,-0.3617,0.1059,0.0,0.3628,-0.124,0.0711,0,-0.3136,0.5785,0,0,0,0,0,0.389624,0
5307,0,0.6074,0,0.0,0.0,0.9887,0.0,0.6943,0.0,0.6379,0.0,0.823,0,0.0,0,none,0,0.1521,0.0445,0.0,0.5138,0.0905,0.0519,0,0.3020999999999999,0.5573,0,0,0,0,0,0.321571,0
5308,0,0.5057,0,0.0,0.0,0.5423,0.0,1.3573,0.0,0.5468,0.0,0.8303,0,0.0,0,none,0,0.6629999999999999,0.1942,0.0,0.5108999999999999,-0.1017,0.0583,0,0.0073,0.0134,0,0,0,0,0,0.395922,0
5309,0,0.5232,0,0.0,0.0,1.8107,0.0,0.0,0.0,0.7291,0.0,0.8961,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0174999999999999,0.01,0,0.0657999999999999,0.1213,0,0,0,0,0,0.395922,0
5310,0,0.6613,0,0.0,0.0,0.482,0.0,1.1085,0.0,0.0,0.0,0.6484,0,0.0,0,none,0,-0.2487999999999999,0.0728,0.0,-0.9117999999999998,0.1381,0.0792,0,-0.2477,0.4569,0,0,0,0,0,0.396934,0
5311,0,0.6422,0,0.0,0.0,1.3312,0.0,0.8641,0.0,0.0,0.0,0.8578,0,0.0,0,none,0,-0.2444,0.0715,0.0,0.0043999999999998,-0.0191,0.0109,0,0.2094,0.3863,0,0,0,0,0,0.337773,0
5312,0,0.5757,0,0.0,0.0,2.1091,0.0,0.8561,0.0,0.0,0.0,0.8383,0,0.0,0,none,0,-0.008,0.0023,0.0,0.2364,-0.0665,0.0381,0,-0.0194999999999999,0.0359,0,0,0,0,0,0.281826,0
5313,0,0.1586,0,0.0,0.0,2.0178,0.0,0.6639,0.0,0.55,0.0,0.4692,0,0.0,0,none,0,-0.1921999999999999,0.0562,0.0,-0.1841999999999999,-0.4171,0.2392,0,-0.3691,0.6809,0,0,0,0,0,0.307819,0
5314,0,0.4437,0,0.0,0.0,0.8742,0.0,0.5927,0.0,0.1757,0.0,0.5923,0,0.0,0,none,0,-0.0712,0.0208,0.0,0.1209999999999998,0.2851,0.1635,0,0.1231,0.227,0,0,0,0,0,0.317861,0
5315,0,0.6328,0,0.0,0.0,1.1717,0.0,1.238,0.0,0.7291,0.0,0.7341,0,0.0,0,none,0,0.6453,0.189,0.0,0.7165,0.1891,0.1084,0,0.1417999999999999,0.2615,0,0,0,0,0,0.410549,0
5316,0,0.5894,0,0.0,0.0,0.8439,0.0,0.7573,0.0,0.2772,0.0,1.0404,0,0.0,0,none,0,-0.4807,0.1408,0.0,-1.126,-0.0433999999999999,0.0248,0,0.3063,0.565,0,0,0,0,0,0.478902,1
5317,0,0.7728,0,0.0,0.0,1.1477,0.0,1.0451,0.0,0.1863,0.0,0.7489,0,0.0,0,none,0,0.2877999999999999,0.0843,0.0,0.7685,0.1834,0.1051,0,-0.2915,0.5377,0,0,0,0,0,0.449431,0
5318,0,0.295,0,0.0,0.0,1.0661,0.0,1.0883,0.0,0.2732,0.0,0.6509,0,0.0,0,none,0,0.0432000000000001,0.0126,0.0,-0.2445999999999998,-0.4778,0.274,0,-0.0979999999999999,0.1807,0,0,0,0,0,0.373396,0
5319,0,0.8192,0,0.0,0.0,0.6723,0.0,1.3558,0.0,0.6379,0.0,0.7527,0,0.0,0,none,0,0.2674999999999998,0.0783,0.0,0.2242999999999997,0.5242,0.3007,0,0.1018,0.1877,0,0,0,0,0,0.29298,0
5320,0,0.4195,0,0.0,0.0,0.9291,0.0,0.4982,0.0,0.2732,0.0,0.7914,0,0.0,0,none,0,-0.8575999999999999,0.2512,0.0,-1.1250999999999998,-0.3997,0.2292,0,0.0386999999999999,0.0713,0,0,0,0,0,0.346889,0
5321,0,0.2996,0,0.0,0.0,0.8954,0.0,1.2722,0.0,0.5468,0.0,0.9544,0,0.0,0,none,0,0.774,0.2267,0.0,1.6316,-0.1199,0.0687,0,0.163,0.3006,0,0,0,0,0,0.346889,0
5322,0,0.8183,0,0.0,0.0,0.5866,0.0,1.2581,0.0,0.7291,0.0,1.2489,0,0.0,0,none,0,-0.0141,0.004,0.0,-0.7881,0.5187,0.2975,0,0.2944999999999999,0.5433,0,0,0,0,0,0.428384,0
5323,0,0.6352,0,0.0,0.0,0.5181,0.0,0.627,0.0,0.9136,0.0,0.8105,0,0.0,0,none,0,-0.6311,0.1849,0.0,-0.617,-0.1831,0.105,0,-0.4383999999999999,0.8088,0,0,0,0,0,0.414322,0
5324,0,0.6581,0,0.0,0.0,0.5866,0.0,1.2581,0.0,0.6379,0.0,0.7564,0,0.0,0,none,0,0.6311,0.1849,0.0,1.2622,0.0229,0.0131,0,-0.0541,0.0997,0,0,0,0,0,0.414322,0
5325,0,0.4322,0,0.0,0.0,0.7666,0.0,0.5245,0.0,0.4556,0.0,0.7828,0,0.0,0,none,0,-0.7336,0.2149,0.0,-1.3647,-0.2259,0.1295,0,0.0264,0.0486,0,0,0,0,0,0.410908,0
5326,0,0.2745,0,0.0,0.0,0.2442,0.0,1.1936,0.0,0.7291,0.0,0.8764,0,0.0,0,none,0,0.6691,0.196,0.0,1.4027,-0.1576999999999999,0.0904,0,0.0935999999999999,0.1726,0,0,0,0,0,0.409076,0
5327,0,0.6084,0,0.0,0.0,1.5611,0.0,0.6094,0.0,0.6379,0.0,0.3077,0,0.0,0,none,0,-0.5841999999999999,0.1711,0.0,-1.2533,0.3339,0.1915,0,-0.5687,1.0492,0,0,0,0,0,0.452967,1
5328,0,1.0234,0,0.0,0.0,0.0,0.0,1.9372,0.0,0.0,0.0,0.9435,0,0.0,0,none,0,1.3278,0.389,0.0,1.912,0.415,0.238,0,0.6358,1.173,0,0,0,0,0,0.48679,1
5329,0,0.6758,0,0.0,0.0,1.6737,0.0,1.7828,0.0,0.0,0.0,0.9374,0,0.0,0,none,0,-0.1544000000000001,0.0452,0.0,-1.4822,-0.3476000000000001,0.1994,0,-0.0060999999999999,0.0112,0,0,0,0,0,0.458041,1
