window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_dns_flow_count,z_dns_pkt_entropy,z_dns_byte_entropy
3984,0,1.2891,0.9436,0,s3,1.0661,1.2891,0.4756
3985,0,1.0661,0.6678,0,s3,1.0661,0.6691,0.2683
3986,0,1.1346,0.681,0,s3,1.1346,0.8049,0.1035
3987,0,0.7147,0.5847,0,s3,0.7147,0.5017,0.5376
3988,0,0.5778,0.2577,0,s3,0.5778,0.0552,0.1401
3989,0,1.3455,0.851,0,s3,0.3127,0.8947,1.3455
3990,0,0.8666,0.78,0,s3,0.6551,0.8183,0.8666
3991,0,1.8792,0.7629,0,s3,1.8792,0.2774,0.1322
3992,0,1.08,0.8221,0,s3,0.4408,0.9454,1.08
3993,0,1.3,1.0985,0,s3,0.9202,1.0753,1.3
3994,0,0.8517,0.3161,0,s3,0.8517,0.0061,0.0905
3995,0,1.1973,0.7443,0,s3,0.0983,1.1973,0.9372
3996,0,1.3997,1.0536,0,s3,1.3997,0.926,0.8352
3997,0,0.8383,0.605,0,s3,0.2442,0.8383,0.7325
3998,0,0.3057,0.1841,0,s3,0.0298,0.3057,0.2168
3999,0,1.4524,0.8855,0,s3,0.1757,1.0284,1.4524
4000,0,1.4682,1.1561,0,s3,1.4682,1.184,0.816
4001,0,1.0249,0.6798,0,s3,0.1668,1.0249,0.8476
4002,0,0.5933,0.5116,0,s3,0.5093,0.5933,0.4323
4003,0,0.9118,0.6901,0,s3,0.4408,0.9118,0.7178
4004,0,0.799,0.7562,0,s3,0.7236,0.7461,0.799
4005,0,0.3812,0.2857,0,s3,0.3812,0.3652,0.1106
4006,0,1.4016,1.134,0,s3,1.0572,1.4016,0.9432
4007,0,1.6177,1.5154,0,s3,1.5367,1.3917,1.6177
4008,0,1.1032,0.6912,0,s3,0.3812,1.1032,0.5891
4009,0,0.6373,0.4592,0,s3,0.1668,0.5735,0.6373
4010,0,1.9476,1.4363,0,s3,1.9476,1.1652,1.1962
4011,0,1.981,1.1049,0,s3,0.1668,1.1668,1.981
4012,0,1.8107,1.5158,0,s3,1.8107,1.2586,1.478
4013,0,1.8792,1.0382,0,s3,1.8792,0.627,0.6084
4014,0,1.8054,1.2407,0,s3,0.8517,1.0649,1.8054
4015,0,0.8907,0.6546,0,s3,0.3723,0.8907,0.7007
4016,0,0.9577,0.7791,0,s3,0.7147,0.6649,0.9577
4017,0,0.9657,0.7876,0,s3,0.6463,0.9657,0.7507
4018,0,1.2588,0.8499,0,s3,0.0983,1.2588,1.1925
4019,0,1.5367,0.6538,0,s3,1.5367,0.0908,0.3338
4020,0,0.9709,0.7889,0,s3,0.5866,0.9709,0.8091
4021,0,1.9476,0.7729,0,s3,1.9476,0.1581,0.213
4022,0,1.6737,1.4155,0,s3,1.6737,1.3028,1.2701
4023,0,1.8107,1.7393,0,s3,1.8107,1.6682,1.7391
4024,0,2.0018,1.4669,0,s3,0.4408,2.0018,1.9581
4025,0,1.8575,1.4065,0,s3,0.6463,1.7158,1.8575
4026,0,1.2716,0.7695,0,s3,1.2716,0.31,0.7268
4027,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4034,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4067,0,0.8606,0.5157,0,s3,0.8606,0.0905,0.596
4068,0,1.1257,0.6761,0,s3,1.1257,0.5178,0.3848
4069,0,0.7156,0.3693,0,s3,0.3812,0.0111,0.7156
4070,0,0.9418,0.6065,0,s3,0.2353,0.6425,0.9418
4071,0,0.7142,0.4468,0,s3,0.0983,0.5279,0.7142
4072,0,0.7358,0.4515,0,s3,0.0298,0.7358,0.589
4073,0,1.3924,1.0378,0,s3,0.7921,1.3924,0.9288
4074,0,1.2716,0.7103,0,s3,1.2716,0.6691,0.1902
4075,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4080,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4082,0,1.2031,0.9678,0,s3,1.2031,0.8263,0.874
4085,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4111,0,1.1346,1.0297,0,s3,1.1346,0.9575,0.9969
4112,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4114,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4116,0,0.9341,0.8163,0,s3,0.6551,0.8596,0.9341
4117,0,0.9371,0.6961,0,s3,0.3127,0.9371,0.8386
4118,0,1.8827,1.1626,0,s3,0.3038,1.8827,1.3013
4119,0,0.9976,0.5793,0,s3,0.9976,0.3305,0.4097
4120,0,1.0661,0.8207,0,s3,1.0661,0.6691,0.7268
4125,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4127,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4129,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4140,0,1.0661,0.5046,0,s3,1.0661,0.1795,0.2683
4141,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
4142,0,0.5223,0.2461,0,s3,0.0298,0.5223,0.1862
4143,0,0.7147,0.4627,0,s3,0.7147,0.3128,0.3607
4144,0,0.8517,0.3651,0,s3,0.8517,0.2036,0.0401
4145,0,1.5972,1.1001,0,s3,0.1072,1.5972,1.596
4146,0,1.5367,0.7399,0,s3,1.5367,0.1955,0.4874
4147,0,0.3812,0.2674,0,s3,0.3812,0.1803,0.2406
4148,0,1.8387,1.3532,0,s3,0.6551,1.8387,1.5657
4149,0,0.7915,0.4832,0,s3,0.0387,0.6195,0.7915
4150,0,0.4255,0.2542,0,s3,0.0387,0.4255,0.2984
4151,0,0.8914,0.4843,0,s3,0.0298,0.8914,0.5318
4152,0,0.9291,0.5105,0,s3,0.9291,0.1852,0.4172
4153,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4154,0,1.5972,1.1001,0,s3,0.1072,1.5972,1.596
4155,0,2.0346,1.2288,0,s3,0.1757,1.4762,2.0346
4156,0,0.4237,0.2375,0,s3,0.1668,0.1219,0.4237
4157,0,1.2977,1.1457,0,s3,0.8606,1.2787,1.2977
4161,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4162,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4178,0,0.8606,0.6245,0,s3,0.8606,0.4169,0.596
4179,0,1.1077,1.0636,0,s3,0.9976,1.1077,1.0856
4180,0,1.4237,0.9559,0,s3,0.2353,1.2088,1.4237
4181,0,1.2018,0.855,0,s3,0.4408,1.2018,0.9223
4182,0,1.5044,1.3273,0,s3,1.0572,1.5044,1.4202
4183,0,0.8517,0.4297,0,s3,0.8517,0.0432,0.3942
4184,0,0.6551,0.3818,0,s3,0.6551,0.2603,0.2301
4185,0,0.5343,0.2546,0,s3,0.1757,0.0538,0.5343
4186,0,1.7444,1.0817,0,s3,0.3723,1.7444,1.1283
4187,0,1.1964,0.8679,0,s3,0.2353,1.1964,1.1719
4188,0,0.6746,0.3634,0,s3,0.1072,0.6746,0.3085
4189,0,0.4098,0.3125,0,s3,0.1757,0.352,0.4098
4190,0,0.5612,0.3853,0,s3,0.0983,0.4963,0.5612
4191,0,1.6349,1.3152,0,s3,0.9202,1.6349,1.3905
4192,0,1.2031,0.6676,0,s3,1.2031,0.1852,0.6144
4210,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4212,0,1.3854,1.1604,0,s3,0.7236,1.3723,1.3854
4213,0,0.9372,0.6431,0,s3,0.0983,0.8937,0.9372
4214,0,1.346,0.9933,0,s3,0.3038,1.3302,1.346
4215,0,1.0388,0.6171,0,s3,0.0983,1.0388,0.7142
4216,0,0.9545,0.4855,0,s3,0.0298,0.9545,0.4721
4217,0,1.2031,0.9613,0,s3,1.2031,0.9196,0.7611
4218,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4219,0,0.0298,0.0184,0,s3,0.0298,0.0079,0.0175
4220,0,1.9476,1.851,0,s3,1.9476,1.81,1.7954
4221,0,0.6908,0.3926,0,s3,0.2442,0.2427,0.6908
4222,0,1.8941,1.1418,0,s3,0.0298,1.8941,1.5015
4223,0,0.6463,0.3196,0,s3,0.6463,0.2208,0.0916
4224,0,0.9887,0.7443,0,s3,0.9887,0.6644,0.5798
4225,0,1.4069,0.7669,0,s3,0.1757,1.4069,0.7182
4226,0,1.0572,0.4243,0,s3,1.0572,0.0049,0.2109
4227,0,1.1047,0.9395,0,s3,0.7832,0.9305,1.1047
4228,0,1.4533,0.9939,0,s3,0.6463,0.8821,1.4533
4229,0,0.2631,0.2241,0,s3,0.2353,0.174,0.2631
4230,0,1.279,0.9441,0,s3,0.3723,1.279,1.181
4231,0,1.3312,1.12,0,s3,1.3312,1.2547,0.7741
4232,0,0.2905,0.2239,0,s3,0.1668,0.2905,0.2144
4233,0,0.781,0.4803,0,s3,0.3812,0.781,0.2788
4234,0,2.1523,1.4212,0,s3,0.1072,2.1523,2.0041
4235,0,1.9394,1.2501,0,s3,0.5093,1.3016,1.9394
4236,0,0.4497,0.349,0,s3,0.4497,0.2654,0.3318
4237,0,1.0267,0.7562,0,s3,0.4497,1.0267,0.7921
4238,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4239,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4241,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4242,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4244,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4249,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4250,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4251,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4252,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
4261,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4263,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4264,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4268,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4276,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4277,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4290,0,0.7762,0.5775,0,s3,0.7236,0.7762,0.2326
4293,0,0.9291,0.579,0,s3,0.9291,0.0467,0.7611
4294,0,1.1346,0.61,0,s3,1.1346,0.5918,0.1035
4295,0,1.2627,1.0098,0,s3,1.2627,0.8948,0.872
4296,0,1.3535,0.9988,0,s3,0.3038,1.3535,1.3392
4297,0,1.3779,1.2774,0,s3,1.2627,1.3779,1.1916
4298,0,1.0049,0.7734,0,s3,0.3723,1.0049,0.9429
4299,0,0.4593,0.3301,0,s3,0.3812,0.1499,0.4593
4300,0,1.7158,1.3564,0,s3,0.6463,1.7158,1.7072
4301,0,0.8606,0.3885,0,s3,0.8606,0.23,0.075
4302,0,0.3129,0.227,0,s3,0.2353,0.1329,0.3129
4303,0,0.6166,0.3974,0,s3,0.0298,0.5459,0.6166
4304,0,0.7147,0.4948,0,s3,0.7147,0.4405,0.3292
4305,0,0.7921,0.6071,0,s3,0.7921,0.5832,0.446
4306,0,1.1936,0.9007,0,s3,0.5778,1.1936,0.9306
4311,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4324,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4327,0,1.0661,0.5841,0,s3,1.0661,0.6691,0.0171
4334,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4361,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4365,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4367,0,0.9291,0.7805,0,s3,0.9291,0.781,0.6313
4368,0,1.7422,1.2785,0,s3,1.7422,1.0412,1.052
4369,0,1.521,1.1674,0,s3,1.2627,1.521,0.7185
4370,0,1.9476,1.8838,0,s3,1.9476,1.8452,1.8585
4371,0,1.9476,1.6658,0,s3,1.9476,1.6907,1.359
4372,0,1.9476,1.4459,0,s3,1.9476,1.2305,1.1595
4373,0,2.0403,1.8733,0,s3,1.9476,2.0403,1.6319
4374,0,1.8631,1.2387,0,s3,0.0298,1.8631,1.8232
4375,0,1.6737,1.5053,0,s3,1.6737,1.457,1.3853
4376,0,1.5156,1.4264,0,s3,1.2627,1.5008,1.5156
4378,0,0.7921,0.3136,0,s3,0.7921,0.0251,0.1237
4379,0,1.8816,1.0079,0,s3,0.1757,1.8816,0.9664
4380,0,2.1184,1.4343,0,s3,1.1257,2.1184,1.0587
4381,0,1.0273,0.8223,0,s3,0.4497,0.9899,1.0273
4382,0,1.0069,0.9194,0,s3,0.7832,0.9682,1.0069
4383,0,1.3997,0.8863,0,s3,1.3997,0.5857,0.6735
4384,0,1.1346,0.7936,0,s3,1.1346,0.5918,0.6544
4385,0,0.6307,0.3653,0,s3,0.0387,0.4266,0.6307
4386,0,1.9476,1.2724,0,s3,1.9476,0.9244,0.9452
4387,0,1.5367,1.041,0,s3,1.5367,0.7229,0.8633
4388,0,0.7832,0.7392,0,s3,0.7832,0.6889,0.7454
4389,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4390,0,1.8792,0.9332,0,s3,1.8792,0.4643,0.4561
4391,0,0.9202,0.3707,0,s3,0.9202,0.1608,0.0312
4392,0,0.4928,0.3419,0,s3,0.3723,0.1605,0.4928
4393,0,1.1518,0.8911,0,s3,0.4408,1.1518,1.0807
4394,0,1.1346,0.5978,0,s3,1.1346,0.0043,0.6544
4396,0,1.2705,0.8986,0,s3,0.4497,1.2705,0.9755
4397,0,0.4319,0.304,0,s3,0.1757,0.4319,0.3043
4398,0,0.2353,0.1371,0,s3,0.2353,0.0038,0.1722
4399,0,0.6463,0.4377,0,s3,0.6463,0.3788,0.2881
4400,0,1.1942,0.5014,0,s3,1.1942,0.1162,0.1939
4401,0,1.3312,0.5612,0,s3,1.3312,0.0956,0.2568
4402,0,1.2031,0.9989,0,s3,1.2031,0.9196,0.874
4403,0,1.8153,0.9179,0,s3,0.3127,1.8153,0.6256
4404,0,1.8616,1.2227,0,s3,0.1757,1.6308,1.8616
4405,0,1.2787,0.8893,0,s3,0.2442,1.2787,1.1449
4406,0,1.7422,0.6857,0,s3,1.7422,0.1666,0.1484
4407,0,1.1257,0.7896,0,s3,1.1257,0.5864,0.6566
4408,0,1.679,1.4765,0,s3,1.2627,1.679,1.4878
4409,0,1.0377,0.9857,0,s3,0.9202,1.0377,0.9992
4410,0,1.9476,1.6302,0,s3,1.9476,1.3798,1.5632
4411,0,1.7098,1.3721,0,s3,0.7147,1.6919,1.7098
4412,0,1.9476,1.6622,0,s3,1.9476,1.5045,1.5345
4413,0,1.031,0.7485,0,s3,0.3038,1.031,0.9107
4414,0,2.0251,1.9198,0,s3,1.9476,2.0251,1.7866
4415,0,1.6239,0.8003,0,s3,0.1668,1.6239,0.6102
4416,0,1.8792,1.4195,0,s3,1.8792,1.3866,0.9928
4417,0,1.8792,1.4662,0,s3,1.8792,1.322,1.1974
4418,0,1.2139,1.1724,0,s3,1.1942,1.2139,1.109
4419,0,1.4563,1.2196,0,s3,0.8517,1.3507,1.4563
4420,0,1.6713,1.4628,0,s3,1.3312,1.3858,1.6713
4421,0,1.9769,1.8365,0,s3,1.7422,1.7905,1.9769
4422,0,1.932,1.6096,0,s3,1.1257,1.7711,1.932
4423,0,0.8517,0.759,0,s3,0.8517,0.7459,0.6794
4424,0,0.3056,0.2527,0,s3,0.2442,0.2084,0.3056
4425,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4426,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4427,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4428,0,1.2031,0.7541,0,s3,1.2031,0.1852,0.874
4429,0,1.1346,0.4144,0,s3,1.1346,0.0043,0.1042
4430,0,1.049,0.8396,0,s3,0.7236,0.7461,1.049
4431,0,1.1044,0.8979,0,s3,0.6551,1.1044,0.9341
4432,0,1.2031,0.9678,0,s3,1.2031,0.8263,0.874
4433,0,0.8606,0.5108,0,s3,0.8606,0.5564,0.1153
4434,0,1.3924,1.0949,0,s3,0.7921,1.3924,1.1001
4435,0,0.9291,0.6394,0,s3,0.9291,0.4591,0.5301
4436,0,1.2716,0.8892,0,s3,1.2716,0.6691,0.7268
4437,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4438,0,1.2031,0.7889,0,s3,1.2031,0.5491,0.6144
4439,0,0.7921,0.3136,0,s3,0.7921,0.0251,0.1237
4440,0,0.9976,0.4348,0,s3,0.9976,0.0072,0.2996
4441,0,1.1707,0.9863,0,s3,0.7921,1.1707,0.9962
4442,0,1.4488,1.2215,0,s3,0.9291,1.2867,1.4488
4443,0,1.479,1.2212,0,s3,0.7921,1.3924,1.479
4444,0,0.6551,0.4095,0,s3,0.6551,0.2443,0.329
4445,0,1.2031,0.6676,0,s3,1.2031,0.1852,0.6144
4446,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4447,0,0.9291,0.6394,0,s3,0.9291,0.4591,0.5301
4448,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4449,0,1.1346,0.4852,0,s3,1.1346,0.2174,0.1035
4450,0,1.2661,0.805,0,s3,0.9976,1.2661,0.1513
4451,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4452,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4453,0,1.2031,0.7889,0,s3,1.2031,0.5491,0.6144
4454,0,0.2131,0.1155,0,s3,0.1072,0.0263,0.2131
4455,0,0.4479,0.293,0,s3,0.0387,0.3925,0.4479
4456,0,1.2031,0.6676,0,s3,1.2031,0.1852,0.6144
4457,0,0.2249,0.1206,0,s3,0.0387,0.2249,0.0983
4458,0,1.6084,0.9424,0,s3,0.0983,1.1206,1.6084
4459,0,0.9976,0.5059,0,s3,0.9976,0.4268,0.0934
4460,0,1.9476,1.3761,0,s3,1.9476,1.1947,0.9861
4461,0,1.9476,1.5895,0,s3,1.9476,1.6284,1.1925
4462,0,1.9476,1.4353,0,s3,1.9476,1.472,0.8864
4463,0,1.9476,1.2215,0,s3,1.9476,1.0381,0.6787
4464,0,1.9476,1.3754,0,s3,1.9476,1.2961,0.8826
4465,0,1.9476,1.7813,0,s3,1.9476,1.9217,1.4747
4466,0,1.8792,1.396,0,s3,1.8792,1.715,0.5938
4467,0,1.8107,1.3525,0,s3,1.8107,1.1168,1.13
4468,0,0.7921,0.4175,0,s3,0.7921,0.2894,0.1709
4469,0,0.8384,0.5892,0,s3,0.2442,0.8384,0.685
4470,0,1.5144,1.2823,0,s3,0.9887,1.5144,1.3437
4471,0,0.7921,0.6893,0,s3,0.7921,0.5685,0.7074
4472,0,1.2423,1.1303,0,s3,0.9291,1.2195,1.2423
4473,0,0.9291,0.7541,0,s3,0.9291,0.4591,0.874
4474,0,2.0836,1.526,0,s3,0.9202,1.5741,2.0836
4475,0,1.8304,1.3137,0,s3,0.5866,1.5241,1.8304
4476,0,0.9047,0.7005,0,s3,0.4497,0.9047,0.7472
4477,0,0.7921,0.4175,0,s3,0.7921,0.2894,0.1709
4478,0,1.0631,0.8616,0,s3,0.6551,1.0631,0.8666
4479,0,0.2131,0.147,0,s3,0.1072,0.1206,0.2131
4480,0,1.2851,0.7244,0,s3,0.0983,1.2851,0.7897
4481,0,1.9419,1.2139,0,s3,0.3812,1.3187,1.9419
4482,0,1.9476,1.2724,0,s3,1.9476,0.9244,0.9452
4483,0,1.8792,1.216,0,s3,1.8792,0.6994,1.0695
4484,0,1.8792,1.0958,0,s3,1.8792,0.5273,0.8809
4485,0,0.7832,0.5376,0,s3,0.7832,0.173,0.6565
4486,0,0.3038,0.1681,0,s3,0.3038,0.1006,0.0998
4487,0,1.8247,1.467,0,s3,1.0572,1.519,1.8247
4488,0,1.2985,0.9497,0,s3,0.3038,1.2468,1.2985
4489,0,1.2588,0.7949,0,s3,0.0983,1.2588,1.0277
4490,0,1.0355,0.6337,0,s3,0.4408,0.4248,1.0355
4491,0,1.3571,1.1447,0,s3,0.8517,1.2254,1.3571
4492,0,0.9666,0.8055,0,s3,0.7147,0.7353,0.9666
4493,0,1.2422,0.9096,0,s3,0.5093,1.2422,0.9773
4494,0,0.9291,0.4421,0,s3,0.9291,0.2569,0.1404
4495,0,1.2031,0.7889,0,s3,1.2031,0.5491,0.6144
4496,0,0.4405,0.378,0,s3,0.3812,0.4405,0.3124
4497,0,1.1346,1.0297,0,s3,1.1346,0.9575,0.9969
4498,0,1.083,0.8841,0,s3,0.7147,1.083,0.8547
4499,0,1.4557,1.0798,0,s3,0.5778,1.2059,1.4557
4500,0,0.9528,0.802,0,s3,0.7147,0.9528,0.7386
4501,0,1.5444,1.3064,0,s3,0.9887,1.3861,1.5444
4502,0,1.3312,1.0085,0,s3,1.3312,0.8789,0.8155
4503,0,1.2175,0.8439,0,s3,0.3812,1.2175,0.933
4504,0,1.1346,0.5978,0,s3,1.1346,0.0043,0.6544
4505,0,0.2353,0.1185,0,s3,0.2353,0.1137,0.0064
4506,0,0.8606,0.3601,0,s3,0.8606,0.2195,0.0001
4507,0,1.4024,1.1366,0,s3,0.7832,1.4024,1.2241
4510,0,1.1346,0.4852,0,s3,1.1346,0.2174,0.1035
4511,0,0.7699,0.5475,0,s3,0.3127,0.7699,0.5598
4512,0,1.6121,1.0869,0,s3,0.0387,1.6121,1.61
4513,0,1.0661,0.5046,0,s3,1.0661,0.1795,0.2683
4514,0,1.0921,0.89,0,s3,0.6551,1.0921,0.9227
4515,0,1.1942,1.051,0,s3,1.1942,0.9105,1.0483
4516,0,1.0618,0.8766,0,s3,0.6463,0.9216,1.0618
4517,0,1.9476,1.119,0,s3,1.9476,0.4195,0.99
4518,0,1.9476,1.1651,0,s3,1.9476,0.4662,1.0815
4519,0,1.8792,1.1877,0,s3,1.8792,0.4932,1.1908
4520,0,1.9476,1.1452,0,s3,1.9476,0.6472,0.8407
4521,0,1.9476,1.0223,0,s3,1.9476,0.0988,1.0206
4522,0,1.9476,0.864,0,s3,1.9476,0.3689,0.2754
4523,0,1.4682,1.006,0,s3,1.4682,0.3334,1.2163
4524,0,0.9976,0.4348,0,s3,0.9976,0.0072,0.2996
4525,0,1.1346,0.4852,0,s3,1.1346,0.2174,0.1035
4526,0,2.0241,1.4653,0,s3,0.4408,2.0241,1.9309
4527,0,1.667,1.1619,0,s3,0.7147,1.667,1.104
4528,0,1.0661,0.5046,0,s3,1.0661,0.1795,0.2683
4529,0,0.2631,0.185,0,s3,0.2353,0.0565,0.2631
4530,0,0.2353,0.1471,0,s3,0.2353,0.1581,0.0479
4531,0,0.9291,0.663,0,s3,0.9291,0.9196,0.1404
4532,0,1.3997,0.5684,0,s3,1.3997,0.0935,0.2119
4533,0,0.6023,0.3478,0,s3,0.0387,0.6023,0.4023
4534,0,1.576,1.0564,0,s3,0.3038,1.2895,1.576
4535,0,0.3056,0.2564,0,s3,0.2442,0.2195,0.3056
4536,0,1.7422,1.1309,0,s3,1.7422,0.789,0.8615
4537,0,1.6742,0.9596,0,s3,0.1072,1.0975,1.6742
4538,0,1.3997,1.0222,0,s3,1.3997,0.7499,0.9169
4539,0,0.76,0.5568,0,s3,0.1668,0.7437,0.76
4540,0,0.8954,0.7964,0,s3,0.8606,0.8954,0.6331
4541,0,0.925,0.6089,0,s3,0.1757,0.7261,0.925
4542,0,1.5362,1.2842,0,s3,0.7832,1.5333,1.5362
4543,0,1.2107,0.8834,0,s3,0.4497,0.9899,1.2107
4544,0,1.3312,0.4918,0,s3,1.3312,0.0357,0.1085
4545,0,0.2667,0.1494,0,s3,0.1757,0.2667,0.0058
4546,0,1.2195,0.8903,0,s3,0.3812,1.2195,1.0703
4547,0,1.1346,0.7936,0,s3,1.1346,0.5918,0.6544
4548,0,1.152,0.9505,0,s3,0.6551,1.0444,1.152
4549,0,0.7921,0.4053,0,s3,0.7921,0.0251,0.3988
4550,0,0.8862,0.4893,0,s3,0.0298,0.5519,0.8862
4551,0,0.7236,0.5382,0,s3,0.7236,0.4084,0.4827
4552,0,0.7443,0.6273,0,s3,0.4497,0.6878,0.7443
4553,0,1.1257,0.509,0,s3,1.1257,0.1095,0.2919
4554,0,1.5815,1.478,0,s3,1.3997,1.5815,1.4527
4555,0,1.3401,0.8345,0,s3,1.3401,0.5491,0.6144
4556,0,1.7422,1.3502,0,s3,1.7422,1.2136,1.0947
4557,0,1.7422,1.2485,0,s3,1.7422,0.973,1.0302
4558,0,1.0021,0.7117,0,s3,0.2353,0.8976,1.0021
4559,0,0.8552,0.619,0,s3,0.3723,0.6296,0.8552
4560,0,1.7422,1.2924,0,s3,1.7422,0.9198,1.2152
4561,0,1.1346,1.0297,0,s3,1.1346,0.9575,0.9969
4562,0,1.5367,1.4483,0,s3,1.5367,1.3984,1.4099
4563,0,1.6737,0.7098,0,s3,1.6737,0.3188,0.137
4564,0,1.1942,0.4584,0,s3,1.1942,0.0125,0.1686
4565,0,1.3752,0.9168,0,s3,0.7921,0.5832,1.3752
4566,0,1.8107,0.7829,0,s3,1.8107,0.3183,0.2196
4567,0,1.4682,1.3421,0,s3,1.4682,1.3899,1.1682
4568,0,1.4141,0.9442,0,s3,0.3723,1.0462,1.4141
4569,0,1.0572,0.4982,0,s3,1.0572,0.227,0.2104
4570,0,1.9479,1.8509,0,s3,1.8792,1.7256,1.9479
4571,0,1.7471,1.0908,0,s3,0.0387,1.7471,1.4867
4572,0,1.6744,1.0766,0,s3,0.0983,1.457,1.6744
4573,0,1.9569,1.2999,0,s3,0.6463,1.2964,1.9569
4574,0,1.8476,1.0928,0,s3,0.4497,0.9812,1.8476
4576,0,0.5181,0.2997,0,s3,0.5181,0.1615,0.2196
4577,0,1.1044,0.8215,0,s3,0.6551,1.1044,0.7049
4578,0,0.9092,0.7608,0,s3,0.5093,0.8639,0.9092
4579,0,0.7169,0.5735,0,s3,0.5093,0.4942,0.7169
4580,0,0.4278,0.1768,0,s3,0.0983,0.0044,0.4278
4581,0,1.0661,0.7188,0,s3,1.0661,0.6148,0.4756
4583,0,2.1568,1.3973,0,s3,0.5181,2.1568,1.517
4584,0,1.8113,1.2257,0,s3,0.7147,1.1512,1.8113
4585,0,1.2349,0.8284,0,s3,0.0387,1.2115,1.2349
4586,0,0.7358,0.4515,0,s3,0.0298,0.7358,0.589
4587,0,1.5367,0.5542,0,s3,1.5367,0.1168,0.0092
4588,0,1.3599,0.7822,0,s3,0.0298,0.9569,1.3599
4589,0,1.0494,0.7326,0,s3,0.1072,1.0494,1.0413
4590,0,0.6198,0.47,0,s3,0.2353,0.5548,0.6198
4591,0,0.5176,0.2813,0,s3,0.1757,0.5176,0.1505
4592,0,2.0178,1.8055,0,s3,1.4086,2.0178,1.99
4594,0,1.2031,0.6085,0,s3,1.2031,0.5491,0.0733
4595,0,1.2646,0.8797,0,s3,0.3723,1.2646,1.0021
4596,0,1.1044,0.6429,0,s3,0.3038,1.1044,0.5206
4597,0,0.5105,0.4047,0,s3,0.2353,0.5105,0.4682
4598,0,1.2627,0.8076,0,s3,1.2627,0.534,0.6262
4599,0,0.9202,0.4675,0,s3,0.9202,0.2448,0.2374
4600,0,0.2631,0.185,0,s3,0.2353,0.0565,0.2631
4601,0,1.0572,0.3896,0,s3,1.0572,0.0804,0.0312
4602,0,0.9291,0.7618,0,s3,0.9291,0.8263,0.5301
4603,0,1.5426,1.1886,0,s3,0.7832,1.2399,1.5426
4604,0,1.3393,1.1448,0,s3,0.9202,1.1748,1.3393
4605,0,0.9682,0.8917,0,s3,0.7832,0.9682,0.9236
4606,0,1.2627,1.0345,0,s3,1.2627,0.8595,0.9813
4607,0,1.1942,0.7695,0,s3,1.1942,0.4755,0.6387
4608,0,0.8053,0.6258,0,s3,0.5778,0.4943,0.8053
4609,0,1.3312,1.0813,0,s3,1.3312,0.9917,0.9211
