window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_avg_asymmetry,z_asymmetry_entropy,z_down_up_ratio
5265,0,1.1655,0.6547,0,s6,0.1151,1.1655,0.6835
5266,0,0.8458,0.4581,0,s6,0.3,0.8458,0.2284
5267,0,0.8721,0.3823,0,s6,0.048,0.8721,0.2268
5268,0,0.7923,0.5259,0,s6,0.5246,0.7923,0.2609
5269,0,0.5934,0.3179,0,s6,0.2944,0.5934,0.0658
5270,0,0.82,0.3561,0,s6,0.1826,0.82,0.0658
5271,0,0.5467,0.4413,0,s6,0.5467,0.4837,0.2934
5272,0,0.9868,0.6768,0,s6,0.9868,0.7177,0.3259
5273,0,0.7035,0.3415,0,s6,0.0616,0.7035,0.2593
5274,0,0.9961,0.6217,0,s6,0.9961,0.5755,0.2934
5275,0,0.707,0.4345,0,s6,0.2722,0.707,0.3243
5276,0,0.8737,0.5108,0,s6,0.5946,0.8737,0.0642
5277,0,0.3119,0.2478,0,s6,0.138,0.3119,0.2934
5278,0,0.6356,0.4192,0,s6,0.5563,0.6356,0.0658
5279,0,0.715,0.4054,0,s6,0.1102,0.715,0.3909
5280,0,0.965,0.5997,0,s6,0.965,0.5747,0.2593
5281,0,0.7802,0.5979,0,s6,0.6227,0.7802,0.3909
5282,0,0.7212,0.4,0,s6,0.4471,0.7212,0.0317
5283,0,0.6855,0.4074,0,s6,0.3426,0.6855,0.1942
5284,0,0.7313,0.4604,0,s6,0.3582,0.7313,0.2918
5285,0,1.666,0.8985,0,s6,1.666,0.4435,0.5859
5286,0,0.8658,0.361,0,s6,0.1531,0.8658,0.0642
5287,0,1.0109,0.5346,0,s6,1.0109,0.5287,0.0642
5288,0,2.0851,1.4017,0,s6,2.0851,1.1439,0.976
5289,0,1.8102,0.9381,0,s6,1.8102,0.1581,0.846
5290,0,0.5328,0.3328,0,s6,0.5328,0.2698,0.1958
5291,0,0.4003,0.1909,0,s6,0.4003,0.0742,0.0983
5292,0,0.3909,0.2192,0,s6,0.219,0.0476,0.3909
5293,0,0.6888,0.4243,0,s6,0.3232,0.6888,0.2609
5294,0,0.9954,0.5887,0,s6,0.9954,0.6414,0.1292
5295,0,0.6305,0.3856,0,s6,0.4281,0.6305,0.0983
5296,0,0.648,0.5255,0,s6,0.648,0.4402,0.4884
5297,0,0.9316,0.5096,0,s6,0.9316,0.5965,0.0008
5298,0,0.5549,0.4789,0,s6,0.5549,0.4259,0.4559
5299,0,0.4593,0.2958,0,s6,0.4593,0.1021,0.3259
5300,0,0.6672,0.5191,0,s6,0.6672,0.5968,0.2934
5301,0,0.6509,0.3538,0,s6,0.0453,0.3653,0.6509
5302,0,1.0932,0.5513,0,s6,1.0932,0.2673,0.2934
5303,0,0.5888,0.4906,0,s6,0.5888,0.362,0.5209
5304,0,0.5907,0.2805,0,s6,0.5907,0.1525,0.0983
5305,0,0.8345,0.4047,0,s6,0.8345,0.2814,0.0983
5306,0,0.5209,0.2486,0,s6,0.118,0.1068,0.5209
5307,0,0.823,0.4507,0,s6,0.3348,0.823,0.1942
5308,0,0.8303,0.4805,0,s6,0.5778,0.8303,0.0333
5309,0,0.8961,0.5317,0,s6,0.8961,0.3423,0.3568
5310,0,0.6484,0.3476,0,s6,0.2312,0.6484,0.1633
5311,0,0.8578,0.4023,0,s6,0.1223,0.8578,0.2268
5312,0,0.8383,0.482,0,s6,0.5111,0.8383,0.0967
5313,0,0.4692,0.2542,0,s6,0.1952,0.4692,0.0983
5314,0,0.5923,0.4115,0,s6,0.5764,0.5923,0.0658
5315,0,0.7341,0.3672,0,s6,0.3033,0.7341,0.0642
5316,0,1.0404,0.5299,0,s6,1.0404,0.5484,0.0008
5317,0,0.7489,0.5823,0,s6,0.7489,0.3796,0.6184
5318,0,0.6509,0.4524,0,s6,0.2293,0.477,0.6509
5319,0,0.7527,0.4654,0,s6,0.5126,0.7527,0.1308
5320,0,0.7914,0.5118,0,s6,0.7914,0.1257,0.6184
5321,0,0.9544,0.5637,0,s6,0.9544,0.3134,0.4234
5322,0,1.2489,0.7684,0,s6,1.2489,0.503,0.5534
5323,0,0.8105,0.3132,0,s6,0.8105,0.0324,0.0967
5324,0,0.7564,0.394,0,s6,0.0996,0.7564,0.3259
5325,0,0.7828,0.5074,0,s6,0.706,0.7828,0.0333
5326,0,0.8764,0.4487,0,s6,0.0138,0.8764,0.4559
5327,0,0.3077,0.1919,0,s6,0.2363,0.3077,0.0317
5328,0,0.9435,0.6014,0,s6,0.4793,0.3814,0.9435
5329,0,0.9374,0.5237,0,s6,0.2768,0.9374,0.3568
5330,0,0.6702,0.311,0,s6,0.6702,0.0996,0.1633
5331,0,0.6922,0.5517,0,s6,0.6922,0.3446,0.6184
5332,0,0.7326,0.4472,0,s6,0.7326,0.5107,0.0983
5333,0,1.77,1.2386,0,s6,1.77,1.7515,0.1942
5334,0,1.3856,0.7356,0,s6,1.3856,0.5927,0.2284
5335,0,0.9997,0.6201,0,s6,0.9997,0.5362,0.3243
5336,0,1.1588,0.5107,0,s6,1.1588,0.3076,0.0658
5337,0,1.9015,0.9318,0,s6,1.9015,0.7973,0.0967
5338,0,0.9116,0.4658,0,s6,0.2899,0.9116,0.1958
5339,0,0.9029,0.4814,0,s6,0.9029,0.4445,0.0967
5340,0,0.6973,0.371,0,s6,0.2848,0.6973,0.1308
5341,0,1.9754,1.0177,0,s6,1.9754,0.7842,0.2934
5342,0,0.7855,0.3448,0,s6,0.248,0.7855,0.0008
5343,0,0.6976,0.2593,0,s6,0.0795,0.6976,0.0008
5344,0,0.8749,0.3791,0,s6,0.099,0.8749,0.1633
5345,0,1.8636,0.7874,0,s6,1.8636,0.2376,0.2609
5346,0,0.7182,0.5232,0,s6,0.7182,0.6557,0.1958
5347,0,0.8355,0.4542,0,s6,0.8355,0.3313,0.1958
5348,0,0.5066,0.4483,0,s6,0.5066,0.4149,0.4234
5349,0,0.9984,0.4722,0,s6,0.9984,0.3524,0.0658
5350,0,0.8474,0.5847,0,s6,0.8474,0.5483,0.3584
5351,0,0.4296,0.2826,0,s6,0.2224,0.4296,0.1958
5352,0,0.5241,0.4224,0,s6,0.3198,0.5241,0.4234
5353,0,1.2203,0.7547,0,s6,1.2203,0.2954,0.7485
5354,0,0.9691,0.5422,0,s6,0.9691,0.234,0.4234
5355,0,0.3909,0.3217,0,s6,0.2219,0.3523,0.3909
5356,0,1.1809,0.4749,0,s6,1.1809,0.2431,0.0008
5357,0,0.6803,0.4545,0,s6,0.6803,0.5524,0.1308
5358,0,0.6273,0.3835,0,s6,0.49,0.6273,0.0333
5359,0,0.3991,0.2898,0,s6,0.3991,0.1445,0.3259
5360,0,1.8877,0.7265,0,s6,1.8877,0.0959,0.1958
5361,0,1.179,0.591,0,s6,1.179,0.1707,0.4234
5362,0,2.3198,1.275,0,s6,2.3198,1.4086,0.0967
5363,0,0.5408,0.3384,0,s6,0.4085,0.5408,0.0658
5364,0,0.5217,0.2383,0,s6,0.0623,0.5217,0.1308
5365,0,0.6385,0.4125,0,s6,0.4682,0.6385,0.1308
5366,0,0.803,0.3063,0,s6,0.0191,0.803,0.0967
5367,0,0.7176,0.4577,0,s6,0.7176,0.3297,0.3259
5368,0,1.4254,0.6135,0,s6,1.4254,0.1217,0.2934
5369,0,0.6446,0.2442,0,s6,0.6446,0.0548,0.0333
5370,0,0.5517,0.3518,0,s6,0.5517,0.308,0.1958
5371,0,1.0134,0.6547,0,s6,1.0134,0.789,0.1617
5372,0,1.2167,0.5412,0,s6,1.2167,0.2127,0.1942
5373,0,1.9886,0.9272,0,s6,1.9886,0.5989,0.1942
5374,0,1.988,0.959,0,s6,1.988,0.8231,0.0658
5375,0,1.8032,0.8279,0,s6,1.8032,0.4213,0.2593
5376,0,0.4817,0.2947,0,s6,0.3381,0.4817,0.0642
5377,0,0.677,0.4583,0,s6,0.677,0.6322,0.0658
5378,0,0.6288,0.3984,0,s6,0.5657,0.6288,0.0008
5379,0,1.2514,0.6697,0,s6,1.2514,0.5945,0.1633
5380,0,0.8242,0.4628,0,s6,0.2709,0.8242,0.2934
5381,0,0.7857,0.2838,0,s6,0.7857,0.0016,0.0642
5382,0,1.2095,0.5802,0,s6,1.2095,0.4345,0.0967
5383,0,0.5628,0.3007,0,s6,0.5628,0.2086,0.1308
5384,0,0.3414,0.3016,0,s6,0.2375,0.3414,0.3259
5385,0,0.7264,0.4691,0,s6,0.6167,0.7264,0.0642
5386,0,0.7365,0.628,0,s6,0.7241,0.7365,0.4234
5387,0,0.9386,0.4433,0,s6,0.9386,0.0004,0.3909
5388,0,2.525,1.3346,0,s6,2.525,1.1544,0.3243
5389,0,0.6017,0.2488,0,s6,0.0138,0.6017,0.1308
5390,0,1.3973,0.6374,0,s6,1.3973,0.1891,0.3259
5391,0,0.9836,0.4496,0,s6,0.9836,0.0084,0.3568
5392,0,1.9181,0.7655,0,s6,1.9181,0.2477,0.1308
5393,0,0.8039,0.3784,0,s6,0.8039,0.0054,0.3259
5394,0,0.9067,0.4779,0,s6,0.9067,0.3637,0.1633
5395,0,0.7916,0.349,0,s6,0.1586,0.7916,0.0967
5396,0,0.6731,0.4238,0,s6,0.4999,0.6731,0.0983
5397,0,0.7041,0.2517,0,s6,0.0192,0.7041,0.0317
5398,0,0.6553,0.3605,0,s6,0.6553,0.2305,0.1958
5399,0,0.3171,0.2883,0,s6,0.3171,0.2544,0.2934
5400,0,0.4678,0.3831,0,s6,0.4678,0.3573,0.3243
5401,0,0.8679,0.4374,0,s6,0.2484,0.8679,0.1958
5402,0,0.6163,0.4632,0,s6,0.6163,0.545,0.2284
5403,0,1.0372,0.5561,0,s6,1.0372,0.2743,0.3568
5404,0,0.725,0.4863,0,s6,0.5707,0.725,0.1633
5405,0,0.8118,0.3945,0,s6,0.2084,0.8118,0.1633
5406,0,0.7564,0.5507,0,s6,0.5389,0.7564,0.3568
5407,0,0.7146,0.3788,0,s6,0.2584,0.7146,0.1633
5408,0,0.9116,0.52,0,s6,0.5825,0.9116,0.0658
5409,0,0.7378,0.3703,0,s6,0.2424,0.7378,0.1308
5410,0,0.9451,0.5603,0,s6,0.9451,0.4425,0.2934
5411,0,0.8036,0.3885,0,s6,0.1985,0.8036,0.1633
5412,0,0.4865,0.3148,0,s6,0.1011,0.4865,0.3568
5413,0,0.774,0.44,0,s6,0.1893,0.774,0.3568
5414,0,0.6626,0.4527,0,s6,0.6626,0.1095,0.5859
5415,0,1.05,0.4561,0,s6,1.05,0.155,0.1633
5416,0,0.4559,0.3778,0,s6,0.4054,0.272,0.4559
5417,0,1.9841,0.7513,0,s6,1.9841,0.139,0.1308
5418,0,2.1622,0.8835,0,s6,2.1622,0.3901,0.0983
5419,0,1.4009,0.544,0,s6,1.4009,0.0028,0.2284
5420,0,0.8604,0.5505,0,s6,0.8604,0.5301,0.2609
5421,0,0.5006,0.4031,0,s6,0.5006,0.3828,0.3259
5422,0,0.5673,0.3379,0,s6,0.5673,0.3807,0.0658
5423,0,0.6092,0.375,0,s6,0.4175,0.6092,0.0983
5424,0,0.5937,0.5051,0,s6,0.4657,0.5937,0.4559
5425,0,0.6329,0.3926,0,s6,0.5117,0.6329,0.0333
5426,0,0.7158,0.417,0,s6,0.4043,0.7158,0.1308
5427,0,0.7928,0.4724,0,s6,0.1036,0.7928,0.5209
5428,0,0.4664,0.311,0,s6,0.3373,0.4664,0.1292
5429,0,0.9221,0.5312,0,s6,0.6707,0.9221,0.0008
5430,0,0.6455,0.5001,0,s6,0.3014,0.6455,0.5534
5431,0,0.7164,0.5041,0,s6,0.4376,0.7164,0.3584
5432,0,0.7978,0.4225,0,s6,0.0463,0.7978,0.4234
5433,0,0.3337,0.2666,0,s6,0.2704,0.3337,0.1958
5434,0,0.6917,0.3185,0,s6,0.1329,0.6917,0.1308
5435,0,0.8094,0.5153,0,s6,0.6381,0.8094,0.0983
5436,0,0.9275,0.6364,0,s6,0.9275,0.5259,0.4559
5437,0,0.842,0.571,0,s6,0.842,0.5467,0.3243
5438,0,0.479,0.3869,0,s6,0.3559,0.479,0.3259
5439,0,0.6535,0.3522,0,s6,0.3374,0.6535,0.0658
5440,0,0.5288,0.3811,0,s6,0.4836,0.5288,0.1308
5441,0,0.4884,0.3612,0,s6,0.1357,0.4594,0.4884
5442,0,1.5571,0.7237,0,s6,1.5571,0.4198,0.1942
5443,0,0.7456,0.5278,0,s6,0.7456,0.3818,0.4559
5444,0,0.8622,0.3813,0,s6,0.2809,0.8622,0.0008
5445,0,0.8735,0.3926,0,s6,0.2386,0.8735,0.0658
5446,0,1.0291,0.5693,0,s6,0.0928,1.0291,0.5859
5447,0,0.6169,0.369,0,s6,0.0343,0.6169,0.4559
5448,0,0.8011,0.3634,0,s6,0.0933,0.8011,0.1958
5449,0,0.8116,0.3806,0,s6,0.2645,0.8116,0.0658
5450,0,0.5529,0.3134,0,s6,0.1916,0.5529,0.1958
5451,0,0.4259,0.3348,0,s6,0.3502,0.4259,0.2284
5452,0,0.5259,0.4519,0,s6,0.5259,0.4389,0.3909
5453,0,0.5859,0.3712,0,s6,0.0952,0.4325,0.5859
5454,0,1.3315,0.6763,0,s6,1.3315,0.0464,0.6509
5455,0,0.8154,0.365,0,s6,0.0188,0.8154,0.2609
5456,0,0.7798,0.3257,0,s6,0.0664,0.7798,0.1308
5457,0,0.6493,0.2478,0,s6,0.0624,0.6493,0.0317
5458,0,1.4167,0.5104,0,s6,1.4167,0.0504,0.0642
5459,0,0.8245,0.3706,0,s6,0.2215,0.8245,0.0658
5460,0,1.3229,0.9162,0,s6,1.3229,1.0673,0.3584
5461,0,0.835,0.5201,0,s6,0.835,0.1719,0.5534
5462,0,0.8921,0.475,0,s6,0.3697,0.8921,0.1633
5463,0,0.4234,0.2719,0,s6,0.1104,0.2818,0.4234
5464,0,1.2778,0.5376,0,s6,1.2778,0.2692,0.0658
5465,0,1.5091,1.1326,0,s6,1.5091,1.3368,0.5518
5466,0,0.5859,0.4613,0,s6,0.5753,0.2227,0.5859
5467,0,1.1829,0.9296,0,s6,1.1829,0.9549,0.6509
5468,0,1.2039,0.9611,0,s6,1.2039,1.0935,0.5859
5469,0,0.4234,0.4054,0,s6,0.3994,0.3934,0.4234
5470,0,0.7622,0.5095,0,s6,0.3755,0.7622,0.3909
5471,0,0.7326,0.451,0,s6,0.4912,0.7326,0.1292
5472,0,0.8365,0.5204,0,s6,0.5613,0.8365,0.1633
5473,0,1.0109,0.4088,0,s6,1.0109,0.1513,0.0642
5474,0,1.2288,0.6573,0,s6,1.2288,0.5473,0.1958
5475,0,0.4884,0.3065,0,s6,0.0278,0.4032,0.4884
5476,0,0.6992,0.319,0,s6,0.0637,0.6992,0.1942
5477,0,0.7144,0.433,0,s6,0.4539,0.7144,0.1308
5478,0,0.5356,0.2942,0,s6,0.1837,0.5356,0.1633
5479,0,0.5209,0.295,0,s6,0.042,0.3221,0.5209
5480,0,0.5029,0.3553,0,s6,0.5029,0.0745,0.4884
5481,0,0.566,0.2578,0,s6,0.174,0.566,0.0333
5482,0,0.7974,0.5274,0,s6,0.6232,0.7974,0.1617
5483,0,1.0809,0.7034,0,s6,1.0809,0.4758,0.5534
5484,0,0.7772,0.4489,0,s6,0.7772,0.4404,0.1292
5485,0,0.9401,0.3556,0,s6,0.0284,0.9401,0.0983
5486,0,0.9926,0.6986,0,s6,0.9926,0.8423,0.2609
5487,0,0.8078,0.6658,0,s6,0.8078,0.8002,0.3893
5488,0,0.7305,0.3875,0,s6,0.7305,0.4002,0.0317
5489,0,0.8644,0.3483,0,s6,0.0821,0.8644,0.0983
5490,0,0.7437,0.4353,0,s6,0.3338,0.7437,0.2284
5491,0,0.8549,0.5424,0,s6,0.7405,0.8549,0.0317
5492,0,0.9032,0.6737,0,s6,0.9032,0.597,0.5209
5493,0,0.6837,0.4819,0,s6,0.6837,0.4376,0.3243
5494,0,1.8412,0.7194,0,s6,1.8412,0.2853,0.0317
5495,0,1.3545,0.6623,0,s6,1.3545,0.1439,0.4884
5496,0,0.7606,0.4244,0,s6,0.3183,0.7606,0.1942
5497,0,0.7107,0.4376,0,s6,0.2127,0.7107,0.3893
5498,0,0.7572,0.4619,0,s6,0.7572,0.0426,0.5859
5499,0,0.4559,0.2321,0,s6,0.0543,0.1862,0.4559
5500,0,1.3078,0.6453,0,s6,1.3078,0.0098,0.6184
5501,0,0.7297,0.3918,0,s6,0.2516,0.7297,0.1942
5502,0,0.8631,0.5141,0,s6,0.3208,0.8631,0.3584
5503,0,0.764,0.3553,0,s6,0.1385,0.764,0.1633
5504,0,0.5109,0.2697,0,s6,0.1366,0.5109,0.1617
5505,0,0.6712,0.2662,0,s6,0.0291,0.6712,0.0983
5506,0,0.2609,0.1345,0,s6,0.0931,0.0495,0.2609
5507,0,0.8784,0.4099,0,s6,0.2856,0.8784,0.0658
5508,0,1.586,0.836,0,s6,1.586,0.8237,0.0983
5509,0,0.5099,0.3818,0,s6,0.3745,0.5099,0.2609
5510,0,1.0794,0.4982,0,s6,1.0794,0.4144,0.0008
5511,0,0.3635,0.2249,0,s6,0.052,0.3635,0.2593
5512,0,0.664,0.3429,0,s6,0.2988,0.664,0.0658
5513,0,0.6164,0.3451,0,s6,0.0929,0.6164,0.3259
5514,0,0.4551,0.3429,0,s6,0.2169,0.4551,0.3568
5515,0,0.5831,0.3785,0,s6,0.163,0.5831,0.3893
5516,0,0.58,0.3461,0,s6,0.58,0.394,0.0642
5517,0,0.7159,0.4495,0,s6,0.5018,0.7159,0.1308
5518,0,0.6859,0.5314,0,s6,0.5516,0.6859,0.3568
5519,0,0.703,0.5499,0,s6,0.703,0.6549,0.2918
5520,0,0.5753,0.3815,0,s6,0.5753,0.4058,0.1633
5521,0,0.8425,0.5653,0,s6,0.7875,0.8425,0.0658
5522,0,0.7504,0.3618,0,s6,0.3034,0.7504,0.0317
5523,0,1.2956,0.7021,0,s6,1.2956,0.3222,0.4884
5524,0,1.1142,0.5278,0,s6,1.1142,0.436,0.0333
5525,0,0.9465,0.3481,0,s6,0.9465,0.032,0.0658
5526,0,0.6253,0.4442,0,s6,0.3488,0.6253,0.3584
5527,0,0.4335,0.3466,0,s6,0.378,0.4335,0.2284
5528,0,0.366,0.273,0,s6,0.366,0.2247,0.2284
5529,0,1.3394,0.5586,0,s6,1.3394,0.1079,0.2284
5530,0,0.7404,0.4944,0,s6,0.5812,0.7404,0.1617
5531,0,0.7379,0.3737,0,s6,0.3516,0.7379,0.0317
5532,0,0.5597,0.3209,0,s6,0.5597,0.0122,0.3909
5533,0,0.3259,0.2254,0,s6,0.1615,0.1889,0.3259
5534,0,0.6509,0.4061,0,s6,0.5578,0.0096,0.6509
5535,0,0.8088,0.3598,0,s6,0.1723,0.8088,0.0983
5536,0,1.1054,0.468,0,s6,1.1054,0.2328,0.0658
5537,0,0.8941,0.4284,0,s6,0.0651,0.8941,0.3259
5538,0,0.6956,0.3883,0,s6,0.2084,0.6956,0.2609
5539,0,0.423,0.2774,0,s6,0.2784,0.423,0.1308
5540,0,0.916,0.6108,0,s6,0.916,0.2981,0.6184
5541,0,1.3759,0.6285,0,s6,1.3759,0.4764,0.0333
5542,0,1.3167,0.8067,0,s6,1.3167,0.4199,0.6835
5543,0,0.7775,0.4936,0,s6,0.574,0.7775,0.1292
5544,0,0.7887,0.532,0,s6,0.7091,0.7887,0.0983
5545,0,0.7647,0.3881,0,s6,0.1386,0.7647,0.2609
5546,0,0.5755,0.5471,0,s6,0.5755,0.545,0.5209
5547,0,0.7062,0.4595,0,s6,0.7062,0.5105,0.1617
5548,0,0.9126,0.4837,0,s6,0.0192,0.9126,0.5193
5549,0,0.8303,0.6207,0,s6,0.7708,0.8303,0.2609
5550,0,0.7378,0.5277,0,s6,0.3894,0.7378,0.4559
5551,0,0.7897,0.4888,0,s6,0.7897,0.611,0.0658
5552,0,0.6143,0.3515,0,s6,0.1468,0.6143,0.2934
5553,0,0.4559,0.2434,0,s6,0.0964,0.1779,0.4559
5554,0,0.5381,0.3713,0,s6,0.2173,0.5381,0.3584
5555,0,0.7485,0.4987,0,s6,0.5441,0.2036,0.7485
5556,0,0.7187,0.4571,0,s6,0.2617,0.7187,0.3909
5557,0,0.8745,0.5231,0,s6,0.3704,0.8745,0.3243
5558,0,0.7502,0.3626,0,s6,0.1744,0.7502,0.1633
5559,0,0.6423,0.585,0,s6,0.6423,0.6243,0.4884
5560,0,1.8428,1.2441,0,s6,1.8428,1.7913,0.0983
5561,0,1.5976,0.7577,0,s6,1.5976,0.5121,0.1633
5562,0,1.0463,0.56,0,s6,1.0463,0.2427,0.3909
5563,0,0.5883,0.4156,0,s6,0.5883,0.4969,0.1617
5564,0,0.7137,0.3221,0,s6,0.2194,0.7137,0.0333
5565,0,0.5698,0.3777,0,s6,0.4651,0.5698,0.0983
5566,0,0.3841,0.1827,0,s6,0.0006,0.3841,0.1633
5567,0,1.074,0.573,0,s6,1.074,0.2866,0.3584
5568,0,0.6675,0.4547,0,s6,0.4032,0.6675,0.2934
5569,0,0.6408,0.3844,0,s6,0.3492,0.6408,0.1633
5570,0,0.7922,0.4779,0,s6,0.0556,0.7922,0.5859
5571,0,0.6593,0.3727,0,s6,0.0695,0.6593,0.3893
5572,0,0.4884,0.3334,0,s6,0.155,0.4884,0.3568
5573,0,0.6712,0.3771,0,s6,0.0709,0.6712,0.3893
5574,0,0.7179,0.3322,0,s6,0.2144,0.7179,0.0642
5575,0,0.3543,0.1737,0,s6,0.0036,0.3543,0.1633
5576,0,0.5288,0.367,0,s6,0.4088,0.5288,0.1633
5577,0,0.5859,0.3791,0,s6,0.1148,0.4366,0.5859
5578,0,0.6835,0.6361,0,s6,0.5896,0.6352,0.6835
5579,0,0.7032,0.4008,0,s6,0.7032,0.2057,0.2934
5580,0,0.8005,0.5407,0,s6,0.8005,0.6583,0.1633
5581,0,0.6493,0.3521,0,s6,0.0811,0.6493,0.3259
5582,0,0.5032,0.4326,0,s6,0.4361,0.5032,0.3584
5583,0,0.6099,0.3666,0,s6,0.3592,0.6099,0.1308
5584,0,0.6892,0.4187,0,s6,0.4035,0.6892,0.1633
5585,0,0.8832,0.3642,0,s6,0.1761,0.8832,0.0333
5586,0,0.3887,0.3105,0,s6,0.217,0.3887,0.3259
5587,0,0.3604,0.2322,0,s6,0.1421,0.3604,0.1942
5588,0,0.6835,0.3783,0,s6,0.4463,0.005,0.6835
5589,0,0.6088,0.4399,0,s6,0.6088,0.4825,0.2284
5590,0,1.0441,0.4968,0,s6,1.0441,0.1529,0.2934
5591,0,0.5867,0.3731,0,s6,0.2408,0.5867,0.2918
5592,0,0.9035,0.5875,0,s6,0.9035,0.7606,0.0983
5593,0,0.9523,0.6021,0,s6,0.9523,0.8222,0.0317
5594,0,0.7424,0.5898,0,s6,0.7424,0.506,0.5209
5595,0,0.4284,0.3206,0,s6,0.1099,0.4284,0.4234
5596,0,1.3331,0.4534,0,s6,1.3331,0.0264,0.0008
5597,0,0.781,0.5121,0,s6,0.3008,0.4545,0.781
5598,0,0.6835,0.4274,0,s6,0.3233,0.2754,0.6835
5599,0,0.5749,0.288,0,s6,0.2882,0.5749,0.0008
5600,0,1.0813,0.4624,0,s6,1.0813,0.2743,0.0317
5601,0,1.1911,0.573,0,s6,1.1911,0.137,0.3909
5602,0,0.5534,0.2337,0,s6,0.0889,0.0587,0.5534
5603,0,1.2278,0.8295,0,s6,1.2278,0.2846,0.976
5604,0,0.846,0.4606,0,s6,0.4057,0.13,0.846
5605,0,1.122,0.687,0,s6,1.122,0.1579,0.781
5606,0,1.4537,0.6824,0,s6,1.4537,0.2675,0.3259
5607,0,0.624,0.3329,0,s6,0.624,0.0179,0.3568
5608,0,0.634,0.5094,0,s6,0.5357,0.634,0.3584
5609,0,0.6211,0.3135,0,s6,0.1903,0.6211,0.1292
5610,0,0.7998,0.4594,0,s6,0.2215,0.7998,0.3568
5611,0,0.7798,0.5143,0,s6,0.6323,0.7798,0.1308
5612,0,0.5321,0.3587,0,s6,0.5321,0.5106,0.0333
5613,0,0.2284,0.1518,0,s6,0.0054,0.2215,0.2284
5614,0,0.4027,0.2512,0,s6,0.0575,0.4027,0.2934
5615,0,0.8021,0.4355,0,s6,0.2436,0.8021,0.2609
5616,0,1.4568,0.632,0,s6,1.4568,0.2759,0.1633
5617,0,1.5562,0.5731,0,s6,1.5562,0.0974,0.0658
5618,0,0.3953,0.264,0,s6,0.0399,0.3953,0.3568
5619,0,0.6578,0.4028,0,s6,0.1937,0.6578,0.3568
5620,0,0.9242,0.6845,0,s6,0.9242,0.7708,0.3584
5621,0,0.7146,0.4624,0,s6,0.6068,0.7146,0.0658
5622,0,0.4679,0.2752,0,s6,0.227,0.4679,0.1308
5623,0,0.7423,0.455,0,s6,0.7423,0.4609,0.1617
5624,0,0.7964,0.5247,0,s6,0.7964,0.6484,0.1292
5625,0,1.2997,0.4574,0,s6,1.2997,0.0392,0.0333
5626,0,1.358,0.8562,0,s6,1.358,1.1139,0.0967
5627,0,0.0996,0.0909,0,s6,0.0764,0.0996,0.0967
5628,0,0.4092,0.2166,0,s6,0.2088,0.4092,0.0317
5629,0,0.3259,0.1896,0,s6,0.1572,0.0858,0.3259
5630,0,0.858,0.4734,0,s6,0.858,0.4981,0.0642
5631,0,0.7549,0.5174,0,s6,0.7549,0.6666,0.1308
5632,0,0.8135,0.4548,0,s6,0.1732,0.3776,0.8135
5633,0,0.846,0.5812,0,s6,0.5492,0.3484,0.846
5634,0,1.0291,0.6687,0,s6,0.391,1.0291,0.5859
5635,0,0.6509,0.5262,0,s6,0.4573,0.4703,0.6509
5636,0,1.5329,0.7156,0,s6,1.5329,0.1579,0.4559
5637,0,2.2117,1.0691,0,s6,2.2117,0.8339,0.1617
5638,0,0.7929,0.488,0,s6,0.7929,0.2803,0.3909
5639,0,0.7125,0.3759,0,s6,0.7125,0.3494,0.0658
5640,0,0.5203,0.3312,0,s6,0.5203,0.3751,0.0983
5641,0,1.1418,0.4788,0,s6,1.1418,0.1963,0.0983
5642,0,1.0074,0.672,0,s6,0.2276,1.0074,0.781
5643,0,0.5534,0.3547,0,s6,0.0621,0.4485,0.5534
5644,0,1.4547,0.8382,0,s6,0.7015,1.4547,0.3584
5645,0,1.5904,0.9732,0,s6,1.5904,1.1334,0.1958
5646,0,2.4489,1.3534,0,s6,2.4489,1.2853,0.3259
5647,0,0.7485,0.3759,0,s6,0.0501,0.3291,0.7485
5648,0,1.1514,0.6494,0,s6,1.1514,0.2108,0.5859
5649,0,0.5859,0.2067,0,s6,0.028,0.0063,0.5859
5650,0,0.7227,0.4571,0,s6,0.4852,0.7227,0.1633
5651,0,0.9463,0.539,0,s6,0.9463,0.6373,0.0333
5652,0,0.8364,0.6395,0,s6,0.6927,0.8364,0.3893
5653,0,0.6329,0.5474,0,s6,0.6329,0.4883,0.5209
5654,0,0.8459,0.4428,0,s6,0.3842,0.8459,0.0983
5655,0,0.7831,0.5367,0,s6,0.7831,0.4053,0.4218
5656,0,0.8164,0.5691,0,s6,0.5015,0.8164,0.3893
5657,0,0.6989,0.3306,0,s6,0.2271,0.6989,0.0658
5658,0,0.8135,0.5592,0,s6,0.6339,0.2303,0.8135
5659,0,0.7831,0.5776,0,s6,0.7213,0.7831,0.2284
5660,0,0.7907,0.4833,0,s6,0.2698,0.7907,0.3893
5661,0,0.6076,0.523,0,s6,0.6076,0.5722,0.3893
5662,0,0.5969,0.5142,0,s6,0.5564,0.5969,0.3893
5663,0,0.4956,0.3669,0,s6,0.2792,0.4956,0.3259
5664,0,0.8364,0.5111,0,s6,0.8364,0.3076,0.3893
5665,0,0.6859,0.5142,0,s6,0.6859,0.4673,0.3893
5666,0,0.4228,0.3386,0,s6,0.2997,0.4228,0.2934
