window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,iforest_score,iforest_pred,pred_fusion2,pred_fusion3,pred_fusion1
3000,0,0.9582,0,0.0,0.0,1.0661,0.0,0.0,0.0,0.0,0.0,1.9019,0,0.0,0,none,0,0.0064932601555307,1,0,0,0
3001,0,1.0075,0,0.0,0.0,1.2716,0.0,1.9485,0.0,0.0,0.0,2.3884,0,0.0,0,none,0,0.0027144119806074563,1,0,0,0
3002,0,0.9585,0,0.0,0.0,0.9976,0.0,0.0,0.0,0.0,0.0,1.7879,0,0.0,0,none,0,0.0019403828081498986,1,0,0,0
3003,0,0.7546,0,0.0,0.0,0.7955,0.0,1.9485,0.0,0.0,0.0,0.6104,0,0.0,0,none,0,-0.035400964883496144,0,0,0,0
3004,0,0.567,0,0.0,0.0,1.7422,0.0,0.0,0.0,0.5468,0.0,0.8136,0,0.0,0,none,0,-0.021301413327678653,0,0,0,0
3005,0,0.6797,0,0.0,0.0,0.5181,0.0,1.2397,0.0,0.3681,0.0,0.6494,0,0.0,0,none,0,-0.06858583693942805,0,0,0,0
3006,0,3.2928,1,0.0,0.0,0.9976,0.0,1.1345,0.0,11.1353,1.0,0.9553,0,0.25,1,low,0,0.06082304221047202,1,0,0,1
3007,0,2.7623,0,1.8599,0.0,0.9976,0.0,1.1803,0.0,1.0045,0.0,1.5329,0,0.0,0,none,0,0.05333643047129172,1,0,0,0
3008,0,8.9358,1,0.7618,0.0,1.049,0.0,0.7623,0.0,0.2732,0.0,0.476,0,0.25,1,low,0,0.2422566436657988,1,0,0,1
3009,0,2.4413,0,0.3362,0.0,2.0178,0.0,1.1413,0.0,0.1863,0.0,0.6835,0,0.0,0,none,0,0.027019765176734933,1,0,0,0
3010,0,0.3375,0,0.0,0.0,0.5301,0.0,0.2395,0.0,0.6379,0.0,0.5859,0,0.0,0,none,0,-0.006922949524915012,0,0,0,0
3011,0,0.5766,0,0.0,0.0,0.8517,0.0,0.7343,0.0,0.0,0.0,0.4389,0,0.0,0,none,0,-0.03727394995853994,0,0,0,0
3012,0,1.3991,0,0.0,0.0,1.4518,0.0,1.5128,0.0,0.0,0.0,0.5674,0,0.0,0,none,0,-0.005500047067314273,0,0,0,0
3013,0,0.4889,0,0.0,0.0,1.3676,0.0,0.949,0.0,0.7291,0.0,0.6479,0,0.0,0,none,0,-0.06312359511177279,0,0,0,0
3014,0,0.5229,0,0.0,0.0,1.1257,0.0,1.2037,0.0,0.5468,0.0,0.8028,0,0.0,0,none,0,-0.06276949457818737,0,0,0,0
3015,0,1.6885,0,0.0,0.0,2.0178,0.0,0.896,0.0,0.6409,0.0,1.2586,0,0.0,0,none,0,0.015731684970925308,1,0,0,0
3016,1,0.9145,0,0.0,0.0,2.0178,0.0,1.7077,0.0,0.1757,0.0,1.3272,0,0.0,0,none,0,-0.0116853643662862,0,0,0,0
3017,0,2.8832,0,2.4089,0.0,1.2031,0.0,1.9485,0.0,2.6521,0.0,2.0167,0,0.0,0,none,0,0.0957391931037912,1,0,0,0
3018,0,3.432,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.6697,0,0.25,1,low,0,0.08436246340748699,1,0,0,1
3019,0,3.6527,1,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.08760614889590468,1,0,0,1
3020,0,3.5957,1,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.0636271002593955,1,0,0,1
3021,0,4.1509,1,0.8853,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.09073379775122548,1,0,0,1
3022,0,2.5319,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,0.04208222695309144,1,0,0,0
3023,0,3.2688,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.07651213589362849,1,0,0,1
3024,0,3.4084,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.0,2.6697,0,0.25,1,low,0,0.06805602763472418,1,0,0,1
3025,0,2.459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,0.04895343079571879,1,0,0,0
3026,0,3.216,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.04867603010516797,1,0,0,1
3027,0,2.4487,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.07068854822858439,1,0,0,0
3028,0,3.2771,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.04862808840488003,1,0,0,1
3029,0,3.226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.04867603010516797,1,0,0,1
3030,0,2.7979,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,0.07839060276229715,1,0,0,0
3031,0,2.3981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.035058248535994874,1,0,0,0
3032,0,2.7444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04258806458402464,1,0,0,0
3033,0,3.3109,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.05109061793190678,1,0,0,1
3034,0,2.6227,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04222285887766647,1,0,0,0
3035,0,2.7704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04350053132498599,1,0,0,0
3036,0,3.1735,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.04932285814209164,1,0,0,1
3037,0,3.047,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.0460125026462041,1,0,0,1
3038,0,3.2923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.05109061793190678,1,0,0,1
3039,0,3.3888,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.060390588597199535,1,0,0,1
3040,0,2.0898,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.028318019283940288,1,0,0,0
3041,0,2.562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04212951162811435,1,0,0,0
3042,0,2.7539,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,0.04258806458402464,1,0,0,0
3043,0,2.8924,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.0,0,none,0,0.04434182727597319,1,0,0,0
3044,0,1.7443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.018249161742288855,1,0,0,0
3045,0,2.7236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04258806458402464,1,0,0,0
3046,0,3.5706,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.08830569176215264,1,0,0,1
3047,0,3.6503,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.06262818156510508,1,0,0,1
3048,0,3.6252,1,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.25,1,low,0,0.0636271002593955,1,0,0,1
3049,0,1.1843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.019833949534197315,0,0,0,0
3050,0,2.9026,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.07956852031901696,1,0,0,0
3051,0,2.5283,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,0.04992526494101518,1,0,0,0
3052,0,2.5405,0,0.0,0.0,0.0,0.0,1.4583,0.0,2.6521,0.0,2.5054,0,0.0,0,none,0,0.0764203099578622,1,0,0,0
3053,0,1.9824,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.053527838329687105,1,0,0,0
3054,0,2.482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.041059405567614116,1,0,0,0
3055,0,3.309,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.05109061793190678,1,0,0,1
3056,0,4.2757,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.07382359914726411,1,0,0,1
3057,0,0.4323,0,0.0,0.0,1.5642,0.0,0.9481,0.0,0.7291,0.0,0.7458,0,0.0,0,none,0,-0.06345903031481498,0,0,0,0
3058,0,1.4204,0,0.0,0.0,0.6552,0.0,2.6452,0.0,0.0,0.0,0.8619,0,0.0,0,none,0,0.03953053549516328,1,0,0,0
3059,0,0.677,0,0.0,0.0,0.9887,0.0,2.322,0.0,0.0,0.0,0.8188,0,0.0,0,none,0,-0.019250842440655835,0,0,0,0
3060,0,0.3901,0,0.0,0.0,1.3444,0.0,0.9633,0.0,11.1353,1.0,0.4166,0,0.0,0,none,0,-0.031993784911118706,0,0,0,0
3061,0,0.6763,0,0.0,0.0,0.3723,0.0,1.8792,0.0,0.7291,0.0,0.6523,0,0.0,0,none,0,-0.04481078477387335,0,0,0,0
3062,0,0.5424,0,0.0,0.0,0.6181,0.0,1.2587,0.0,0.7291,0.0,1.1935,0,0.0,0,none,0,-0.04234523933382128,0,0,0,0
3063,0,0.7567,0,0.0,0.0,1.1774,0.0,1.0381,0.0,0.0,0.0,0.7992,0,0.0,0,none,0,-0.06693758539246247,0,0,0,0
3064,0,0.6886,0,0.0,0.0,1.8792,0.0,1.9485,0.0,0.7291,0.0,0.6879,0,0.0,0,none,0,-0.04606625414042276,0,0,0,0
3065,0,0.6534,0,0.0,0.0,1.6737,0.0,1.2885,0.0,0.5468,0.0,0.6118,0,0.0,0,none,0,-0.06306381052087884,0,0,0,0
3066,0,0.5945,0,0.0,0.0,1.1761,0.0,1.9372,0.0,2.6521,0.0,1.4997,0,0.0,0,none,0,-0.012104689399917934,0,0,0,0
3067,0,0.6834,0,0.0,0.0,0.7147,0.0,1.4987,0.0,0.7291,0.0,0.6935,0,0.0,0,none,0,-0.06790163669092208,0,0,0,0
3068,0,0.4446,0,0.0,0.0,1.3312,0.0,1.9485,0.0,5.4798,1.0,0.5774,0,0.0,0,none,0,-0.019554674152248097,0,0,0,0
3069,0,0.3854,0,0.0,0.0,0.7236,0.0,1.0035,0.0,2.6521,0.0,1.3203,0,0.0,0,none,0,-0.020823651235948204,0,0,0,0
3070,0,0.6946,0,0.0,0.0,0.6463,0.0,0.768,0.0,0.0,0.0,1.0116,0,0.0,0,none,0,-0.04869297138630568,0,0,0,0
3071,0,0.4847,0,0.0,0.0,1.7422,0.0,1.9485,0.0,0.6379,0.0,0.4036,0,0.0,0,none,0,0.00781678282222037,1,0,0,0
3072,0,0.4678,0,0.0,0.0,1.2126,0.0,0.8876,0.0,0.182,0.0,0.9724,0,0.0,0,none,0,-0.04865689919590621,0,0,0,0
3073,0,0.9386,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.28,0.0,1.6537,0,0.0,0,none,0,-0.004203930122036514,0,0,0,0
3074,0,2.4894,0,0.8853,0.0,2.0178,0.0,1.2963,0.0,0.9136,0.0,0.828,0,0.0,0,none,0,0.028813372535638038,1,0,0,0
3075,0,2.7785,0,0.8853,0.0,2.0178,0.0,1.9485,0.0,2.6521,0.0,2.552,0,0.0,0,none,0,0.07673843636501532,1,0,0,0
3076,0,4.0669,1,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.5054,0,0.25,1,low,0,0.09579398612547418,1,0,0,1
3077,0,6.409,1,0.3362,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.6697,0,0.25,1,low,0,0.16449617984540132,1,0,0,1
3078,0,3.7188,1,0.8853,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.5054,0,0.25,1,low,0,0.09035134516354726,1,0,0,1
3079,0,3.8921,1,0.0,0.0,2.0178,0.0,1.9485,0.0,0.6379,0.0,2.552,0,0.25,1,low,0,0.08432123174823447,1,0,0,1
3080,0,4.1173,1,0.2128,0.0,1.2716,0.0,1.4583,0.0,2.6521,0.0,2.0634,0,0.25,1,low,0,0.10071477681974639,1,0,0,1
3081,0,2.9331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04434182727597319,1,0,0,0
3082,0,3.9721,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.06860096149449385,1,0,0,1
3083,0,3.4689,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.06557515972257338,1,0,0,1
3084,0,3.4641,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.06658006614690881,1,0,0,1
3085,0,4.8651,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.09374909889307503,1,0,0,1
3086,0,4.4726,1,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.25,1,low,0,0.07894379893324988,1,0,0,1
3087,0,3.3529,1,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.06186250091229295,1,0,0,1
3088,0,4.4707,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.07894379893324988,1,0,0,1
3089,0,4.5958,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.08449296861681532,1,0,0,1
3090,0,3.13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.05151134130500262,1,0,0,1
3091,0,1.8741,0,0.0,0.0,1.2031,0.0,1.2037,0.0,0.0,0.0,1.7497,0,0.0,0,none,0,0.03880866832496016,1,0,0,0
3092,0,2.8026,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.6697,0,0.0,0,none,0,0.07401585669807209,1,0,0,0
3093,0,3.6738,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.06262818156510508,1,0,0,1
3094,0,4.0786,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.6697,0,0.25,1,low,0,0.07796924035229014,1,0,0,1
3095,0,3.7658,1,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.06535291519917075,1,0,0,1
3096,0,1.6163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.011895485252096605,1,0,0,0
3097,0,4.8899,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.09612656770273975,1,0,0,1
3098,0,4.1176,1,0.0,0.0,2.0178,0.0,0.0,0.0,5.4798,1.0,2.6697,0,0.25,1,low,0,0.076599036768632,1,0,0,1
3099,0,2.5165,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,0.04176360078096453,1,0,0,0
3100,0,3.0477,1,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.052162008604446586,1,0,0,1
3101,0,3.5945,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.0636271002593955,1,0,0,1
3102,0,2.1318,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,0.029292004322619636,1,0,0,0
3103,0,4.1658,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.25,1,low,0,0.07484526491826893,1,0,0,1
3104,0,4.4628,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.07894379893324988,1,0,0,1
3105,0,2.8758,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,0.08267947436513645,1,0,0,0
3106,0,5.4225,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.13477656096093316,1,0,0,1
3107,0,4.4853,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.08026923924200469,1,0,0,1
3108,0,4.7423,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.08763977438792481,1,0,0,1
3109,0,4.8455,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.6697,0,0.25,1,low,0,0.11111044560919314,1,0,0,1
3110,0,5.9276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.13794915167205513,1,0,0,1
3111,0,3.9879,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.25,1,low,0,0.07368254203064184,1,0,0,1
3112,0,4.1329,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.0929586634716254,1,0,0,1
3113,0,4.2729,1,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.09921188095615463,1,0,0,1
3114,0,5.1446,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.25,1,low,0,0.10177817026407665,1,0,0,1
3115,0,2.4258,0,0.8853,0.0,0.0,0.0,1.1418,0.0,11.1353,1.0,0.5559,0,0.0,0,none,0,0.03649832557046628,1,0,0,0
3116,0,0.9588,0,0.8853,0.0,0.9389,0.0,1.3857,0.0,11.1353,1.0,1.7948,0,0.0,0,none,0,-0.0066165325956697996,0,0,0,0
3117,0,0.7266,0,0.0,0.0,1.5657,0.0,1.1463,0.0,0.1757,0.0,1.1158,0,0.0,0,none,0,-0.048362811069023626,0,0,0,0
3118,0,1.03,0,0.0,0.0,0.0,0.0,1.2885,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,0.004520005592137888,1,0,0,0
3119,0,1.0478,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.02521103241442496,0,0,0,0
3120,0,1.0473,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.025884062693162957,0,0,0,0
3121,0,1.0478,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.02521103241442496,0,0,0,0
3122,0,1.0474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3123,0,1.0478,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.02521103241442496,0,0,0,0
3124,0,1.0474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3125,0,1.0478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042060348535781056,0,0,0,0
3126,0,1.048,0,0.0,0.0,0.0,0.0,1.4583,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.013364636594893842,0,0,0,0
3127,0,1.0469,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.02548414428707957,0,0,0,0
3128,0,1.0476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3129,0,1.0469,0,0.2128,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.025884062693162957,0,0,0,0
3130,0,1.0322,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.02865165304789835,0,0,0,0
3131,0,1.0476,0,0.0,0.0,2.0178,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3132,0,1.0476,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.02548414428707957,0,0,0,0
3133,0,1.0478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042060348535781056,0,0,0,0
3134,0,1.0476,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.552,0,0.0,0,none,0,-0.018735831137046077,0,0,0,0
3135,0,1.0476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3136,0,1.0478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042060348535781056,0,0,0,0
3137,0,1.0476,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3138,0,0.94,0,0.0,0.0,0.0,0.0,1.3446,0.0,0.55,0.0,1.242,0,0.0,0,none,0,-0.030553541500858483,0,0,0,0
3139,0,1.6878,0,0.0,0.0,1.3401,0.0,1.1401,0.0,11.1353,1.0,1.2209,0,0.0,0,none,0,0.007851694526514241,1,0,0,0
3140,0,0.3794,0,0.0,0.0,0.6874,0.0,1.2113,0.0,0.1757,0.0,0.5618,0,0.0,0,none,0,-0.04202897515154008,0,0,0,0
3141,0,0.6487,0,0.0,0.0,0.6878,0.0,0.8404,0.0,0.4556,0.0,0.8747,0,0.0,0,none,0,-0.0633794428286692,0,0,0,0
3142,0,1.5389,0,0.0,0.0,0.2713,0.0,2.3011,0.0,0.3644,0.0,0.6204,0,0.0,0,none,0,0.048305800264275556,1,0,0,0
3143,0,0.4497,0,0.0,0.0,0.5866,0.0,0.8366,0.0,0.1757,0.0,0.6178,0,0.0,0,none,0,-0.056509476234605394,0,0,0,0
3144,0,0.6982,0,0.0,0.0,1.1044,0.0,1.5494,0.0,0.0,0.0,0.5809,0,0.0,0,none,0,-0.052496557272008804,0,0,0,0
3145,0,0.429,0,0.0,0.0,1.6052,0.0,1.3734,0.0,0.0,0.0,0.3521,0,0.0,0,none,0,-0.01671615227716783,0,0,0,0
3146,0,0.2764,0,0.0,0.0,1.2716,0.0,0.9331,0.0,0.7291,0.0,1.0085,0,0.0,0,none,0,-0.02110314677850772,0,0,0,0
3147,0,0.6973,0,0.0,0.0,1.1288,0.0,0.4243,0.0,0.0,0.0,0.7855,0,0.0,0,none,0,-0.040184847125587675,0,0,0,0
3148,0,0.6579,0,0.0,0.0,1.3997,0.0,1.9485,0.0,0.6379,0.0,1.2388,0,0.0,0,none,0,-0.026948670054632473,0,0,0,0
3149,0,0.5366,0,0.0,0.0,0.6597,0.0,0.6639,0.0,0.0,0.0,0.8138,0,0.0,0,none,0,-0.0623869786826039,0,0,0,0
3150,0,0.7724,0,0.0,0.0,0.8517,0.0,2.2474,0.0,0.0,0.0,0.8094,0,0.0,0,none,0,-0.014768629539652967,0,0,0,0
3151,0,0.2721,0,0.0,0.0,0.6857,0.0,0.577,0.0,0.7291,0.0,0.6993,0,0.0,0,none,0,-0.03432069683148614,0,0,0,0
3152,0,0.7012,0,0.0,0.0,1.1346,0.0,2.1919,0.0,0.0,0.0,0.7775,0,0.0,0,none,0,-0.026852499119120132,0,0,0,0
3153,0,0.679,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8826,0,0.0,0,none,0,-0.022344431058961445,0,0,0,0
3154,0,0.4981,0,0.0,0.0,1.0572,0.0,0.7792,0.0,0.6379,0.0,0.5146,0,0.0,0,none,0,-0.04877879726950474,0,0,0,0
3155,0,0.7016,0,0.0,0.0,1.2349,0.0,0.9508,0.0,0.0,0.0,0.8236,0,0.0,0,none,0,-0.07078367760641047,0,0,0,0
3156,0,0.6847,0,0.0,0.0,1.8107,0.0,1.4583,0.0,0.0,0.0,0.7012,0,0.0,0,none,0,-0.06895283483565706,0,0,0,0
3157,0,0.67,0,0.0,0.0,1.3997,0.0,1.0339,0.0,0.7291,0.0,0.5171,0,0.0,0,none,0,-0.05660293418725898,0,0,0,0
3158,0,5.9217,1,0.0,0.0,1.2977,0.0,1.8861,0.0,0.0,0.0,0.914,0,0.25,1,low,0,0.1727262570161564,1,0,0,1
3159,0,0.6753,0,0.0,0.0,1.8792,0.0,1.9485,0.0,0.0,0.0,0.7827,0,0.0,0,none,0,-0.0473176077721264,0,0,0,0
3160,0,0.5091,0,0.0,0.0,0.4408,0.0,0.7369,0.0,0.7291,0.0,0.6911,0,0.0,0,none,0,-0.06461488162911294,0,0,0,0
3161,0,0.7005,0,0.0,0.0,1.1345,0.0,1.7239,0.0,0.0,0.0,0.3362,0,0.0,0,none,0,-0.010805038664595479,0,0,0,0
3162,0,0.4623,0,0.0,0.0,1.4682,0.0,1.2037,0.0,0.5468,0.0,0.5148,0,0.0,0,none,0,-0.04237887223177372,0,0,0,0
3163,0,0.3737,0,0.0,0.0,1.4793,0.0,0.4941,0.0,0.5468,0.0,0.5985,0,0.0,0,none,0,-0.025782958885398666,0,0,0,0
3164,0,0.6808,0,0.0,0.0,0.9202,0.0,0.7642,0.0,0.3644,0.0,0.5307,0,0.0,0,none,0,-0.05203968718090857,0,0,0,0
3165,0,0.5869,0,0.0,0.0,0.5093,0.0,1.3446,0.0,0.459,0.0,0.6616,0,0.0,0,none,0,-0.06821097247830243,0,0,0,0
3166,0,0.6741,0,0.0,0.0,1.6052,0.0,1.9485,0.0,0.4556,0.0,0.7408,0,0.0,0,none,0,-0.04801865048532128,0,0,0,0
3167,0,0.7967,0,0.0,0.0,0.9198,0.0,1.3446,0.0,0.7318,0.0,1.6198,0,0.0,0,none,0,-0.024787332376840554,0,0,0,0
3168,0,0.7352,0,0.0,0.0,0.9291,0.0,0.9065,0.0,2.0064,0.0,2.3443,0,0.0,0,none,0,0.02346801257299619,1,0,0,0
3169,0,0.814,0,0.0,0.0,0.8606,0.0,1.577,0.0,0.8227,0.0,0.8974,0,0.0,0,none,0,-0.047224527624744383,0,0,0,0
3170,0,1.4258,0,0.0,0.0,1.7371,0.0,1.5612,0.0,0.2772,0.0,0.3259,0,0.0,0,none,0,0.03478271073319045,1,0,0,0
3171,0,1.0474,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
3172,0,1.0474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.042607070996801444,0,0,0,0
