window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2
5363,0,1.1061,0,0.0,0.0,1.0839,0.0,0.9934,0.0,0.0,0.0,0.5408,0,0.0,0,none,0,-0.29510000000000003,0.0864,0.0,-0.03979999999999995,0.16680000000000006,0.0956,0,-1.779,3.2822,1,1,0,0,0
5364,0,2.8244,0,0.3362,0.0,0.2934,0.0,0.5245,0.0,0.3644,0.0,0.5217,0,0.0,0,none,0,-0.4689,0.1373,0.0,-0.17379999999999995,1.7182999999999997,0.9857,0,-0.019099999999999895,0.0351,0,0,0,0,0
5365,0,0.9342,0,0.0,0.0,0.2704,0.0,1.7068,0.0,0.5468,0.0,0.6385,0,0.0,0,none,0,1.1823000000000001,0.3464,0.0,1.6512000000000002,-1.8901999999999997,1.0844,0,0.1167999999999999,0.2154,0,0,0,0,0
5366,0,0.5489,0,0.0,0.0,1.1257,0.0,1.0512,0.0,0.0,0.0,0.803,0,0.0,0,none,0,-0.6556000000000002,0.192,0.0,-1.8379000000000003,-0.3853,0.221,0,0.1645000000000001,0.3034,0,0,0,0,0
5367,0,1.4761,0,0.0,0.0,1.165,0.0,1.1803,0.0,0.7291,0.0,0.7176,0,0.0,0,none,0,0.1291,0.0377,0.0,0.7847000000000002,0.9271999999999999,0.5319,0,-0.08540000000000003,0.1575,0,0,0,0,0
5368,0,1.3495,0,0.0,0.0,0.6882,0.0,1.4502,0.0,0.0,0.0,1.4254,0,0.0,0,none,0,0.26990000000000003,0.079,0.0,0.14080000000000004,-0.12660000000000005,0.0726,0,0.7078,1.3058,0,0,0,0,0
5369,0,1.145,0,0.0,0.0,0.8534,0.0,1.6301,0.0,0.0,0.0,0.6446,0,0.0,0,none,0,0.17990000000000017,0.0526,0.0,-0.08999999999999986,-0.2044999999999999,0.1173,0,-0.7808,1.4405,0,0,0,0,0
5370,0,1.6247,0,0.0,0.0,1.2031,0.0,2.1919,0.0,0.6379,0.0,0.5517,0,0.0,0,none,0,0.5617999999999999,0.1646,0.0,0.3818999999999997,0.4797,0.2751,0,-0.09289999999999998,0.1713,0,0,0,0,0
5371,0,0.6868,0,0.0,0.0,1.5972,0.0,0.8641,0.0,0.7291,0.0,1.0134,0,0.0,0,none,0,-1.3277999999999999,0.389,0.0,-1.8895999999999997,-0.9379000000000001,0.538,0,0.4617000000000001,0.8517,0,0,0,0,0
5372,0,0.5454,0,0.0,0.0,1.5361,0.0,1.0339,0.0,0.7291,0.0,1.2167,0,0.0,0,none,0,0.16980000000000006,0.0497,0.0,1.4975999999999998,-0.14139999999999997,0.0811,0,0.20329999999999981,0.375,0,0,0,0,0
5373,0,0.5449,0,0.0,0.0,1.61,0.0,1.4583,0.0,0.6379,0.0,1.9886,0,0.0,0,none,0,0.4243999999999999,0.1243,0.0,0.2545999999999998,-0.0004999999999999449,0.0002,0,0.7719,1.4241,0,0,0,0,0
5374,0,0.6846,0,0.0,0.0,0.7921,0.0,1.2113,0.0,1.3682,0.0,1.988,0,0.0,0,none,0,-0.2469999999999999,0.0723,0.0,-0.6713999999999998,0.13969999999999994,0.0801,0,-0.0005999999999999339,0.001,0,0,0,0,0
5375,0,0.6342,0,0.8853,0.0,0.7921,0.0,1.0035,0.0,1.2773,0.0,1.8032,0,0.0,0,none,0,-0.20779999999999998,0.0608,0.0,0.0391999999999999,-0.0504,0.0288,0,-0.18480000000000008,0.3409,0,0,0,0,0
5376,0,0.9616,0,0.2128,0.0,0.5778,0.0,3.435,1.0,0.5468,0.0,0.4817,0,0.5,1,low,0,2.4314999999999998,0.7125,0.0,2.6392999999999995,0.3274,0.1878,0,-1.3215,2.4381,0,0,0,0,0
5377,0,0.4854,0,0.0,0.0,1.0368,0.0,0.6316,0.0,0.6379,0.0,0.677,0,0.0,0,none,0,-2.8034,0.8215,0.0,-5.2349,-0.4762,0.2731,0,0.19530000000000003,0.3602,0,0,0,0,0
5378,0,0.5071,0,0.0,0.0,0.8517,0.0,1.1088,0.0,0.7291,0.0,0.6288,0,0.0,0,none,0,0.47719999999999996,0.1398,0.0,3.2805999999999997,0.021699999999999997,0.0124,0,-0.04820000000000002,0.0888,0,0,0,0,0
5379,0,0.6449,0,0.0,0.0,0.4341,0.0,0.7615,0.0,0.6379,0.0,1.2514,0,0.0,0,none,0,-0.34730000000000005,0.1017,0.0,-0.8245,0.13780000000000003,0.079,0,0.6226,1.1486,0,0,0,0,0
5380,0,0.6476,0,0.0,0.0,0.5207,0.0,1.6099,0.0,0.7291,0.0,0.8242,0,0.0,0,none,0,0.8484000000000002,0.2485,0.0,1.1957000000000002,0.0026999999999999247,0.0015,0,-0.4272,0.7881,0,0,0,0,0
5381,0,0.0722,0,0.0,0.0,1.1652,0.0,0.8357,0.0,0.7291,0.0,0.7857,0,0.0,0,none,0,-0.7742000000000001,0.2268,0.0,-1.6226000000000003,-0.5753999999999999,0.33,0,-0.03850000000000009,0.0709,0,0,0,0,0
5382,0,0.5019,0,0.0,0.0,0.9202,0.0,0.6094,0.0,0.5468,0.0,1.2095,0,0.0,0,none,0,-0.22629999999999995,0.0662,0.0,0.5479000000000002,0.4297,0.2465,0,0.42380000000000007,0.7818,0,0,0,0,0
5383,0,4.4803,1,0.3362,0.0,0.3723,0.0,1.2385,0.0,0.1757,0.0,0.5628,0,0.25,1,low,0,0.6290999999999999,0.1843,0.0,0.8553999999999998,3.9783999999999997,2.2824,0,-0.6467,1.1931,0,0,0,0,0
5384,0,0.5658,0,0.0,0.0,0.3812,0.0,0.579,0.0,0.1863,0.0,0.3414,0,0.0,0,none,0,-0.6595,0.1932,0.0,-1.2885999999999997,-3.9145,2.2457,0,-0.22139999999999999,0.4084,0,0,0,0,0
5385,0,0.6201,0,0.0,0.0,0.5093,0.0,0.8745,0.0,0.1757,0.0,0.7264,0,0.0,0,none,0,0.2955000000000001,0.0865,0.0,0.9550000000000001,0.054300000000000015,0.0311,0,0.38500000000000006,0.7102,0,0,0,0,0
5386,0,0.6477,0,0.0,0.0,0.8222,0.0,0.8058,0.0,0.6379,0.0,0.7365,0,0.0,0,none,0,-0.0687000000000001,0.02,0.0,-0.3642000000000002,0.02760000000000007,0.0158,0,0.010099999999999998,0.0185,0,0,0,0,0
5387,0,0.6887,0,1.3108,0.0,1.2661,0.0,1.2898,0.0,0.1863,0.0,0.9386,0,0.0,0,none,0,0.4840000000000001,0.1417,0.0,0.5527000000000002,0.040999999999999925,0.0235,0,0.20209999999999995,0.3728,0,0,0,0,0
5388,0,0.7484,0,0.2128,0.0,0.5037,0.0,1.0339,0.0,1.0045,0.0,2.525,0,0.0,0,none,0,-0.2559,0.0749,0.0,-0.7399000000000001,0.059699999999999975,0.0342,0,1.5863999999999998,2.9268,1,1,0,0,0
5389,0,0.5083,0,0.7618,0.0,0.2353,0.0,0.6164,0.0,0.2732,0.0,0.6017,0,0.0,0,none,0,-0.4175000000000001,0.1223,0.0,-0.16160000000000008,-0.24009999999999998,0.1377,0,-1.9232999999999998,3.5484,1,1,0,0,0
5390,0,0.5212,0,0.0,0.0,1.0806,0.0,0.9211,0.0,0.1757,0.0,1.3973,0,0.0,0,none,0,0.3047000000000001,0.0892,0.0,0.7222000000000002,0.012900000000000023,0.0073,0,0.7956,1.4678,0,0,0,0,0
5391,0,0.241,0,0.0,0.0,1.7946,0.0,1.9485,0.0,0.1757,0.0,0.9836,0,0.0,0,none,0,1.0273999999999999,0.301,0.0,0.7226999999999998,-0.2802,0.1607,0,-0.41369999999999996,0.7632,0,0,0,0,0
5392,0,0.4172,0,0.0,0.0,1.264,0.0,0.3593,0.0,0.9136,0.0,1.9181,0,0.0,0,none,0,-1.5892,0.4656,0.0,-2.6166,0.17620000000000002,0.101,0,0.9344999999999999,1.7241,0,0,0,0,0
5393,0,0.4874,0,0.0,0.0,1.3365,0.0,1.0995,0.0,0.1757,0.0,0.8039,0,0.0,0,none,0,0.7402,0.2168,0.0,2.3293999999999997,0.07019999999999998,0.0402,0,-1.1141999999999999,2.0556,0,0,0,0,0
5394,0,0.8081,0,0.8853,0.0,0.3812,0.0,0.7179,0.0,0.2772,0.0,0.9067,0,0.0,0,none,0,-0.38159999999999994,0.1117,0.0,-1.1218,0.32070000000000004,0.1839,0,0.1028,0.1896,0,0,0,0,0
5395,0,0.6416,0,0.3362,0.0,0.6463,0.0,0.9305,0.0,0.6379,0.0,0.7916,0,0.0,0,none,0,0.2126,0.0622,0.0,0.5942,-0.1665000000000001,0.0955,0,-0.11509999999999998,0.2123,0,0,0,0,0
5396,0,0.6659,0,0.8853,0.0,0.4524,0.0,0.7522,0.0,0.5468,0.0,0.6731,0,0.0,0,none,0,-0.17830000000000001,0.0522,0.0,-0.3909,0.0243000000000001,0.0139,0,-0.11849999999999994,0.2185,0,0,0,0,0
5397,0,0.6349,0,0.0,0.0,0.4576,0.0,0.1085,0.0,0.5468,0.0,0.7041,0,0.0,0,none,0,-0.6436999999999999,0.1886,0.0,-0.4653999999999999,-0.031000000000000028,0.0177,0,0.030999999999999917,0.0571,0,0,0,0,0
5398,0,0.81,0,0.0,0.0,0.9291,0.0,0.6094,0.0,0.8227,0.0,0.6553,0,0.0,0,none,0,0.5009,0.1467,0.0,1.1446,0.17510000000000003,0.1004,0,-0.048799999999999955,0.0899,0,0,0,0,0
5399,0,0.9534,0,0.0,0.0,1.3752,0.0,0.9884,0.0,0.3681,0.0,0.3171,0,0.0,0,none,0,0.3789999999999999,0.111,0.0,-0.12190000000000012,0.14339999999999997,0.0822,0,-0.3382,0.6239,0,0,0,0,0
5400,0,0.2649,0,0.0,0.0,1.9541,0.0,1.0339,0.0,0.5468,0.0,0.4678,0,0.0,0,none,0,0.045500000000000096,0.0132,0.0,-0.3334999999999998,-0.6885,0.3949,0,0.1507,0.2779,0,0,0,0,0
5401,0,0.5582,0,0.0,0.0,1.3585,0.0,0.961,0.0,0.6379,0.0,0.8679,0,0.0,0,none,0,-0.07290000000000008,0.0213,0.0,-0.11840000000000017,0.2933,0.1682,0,0.4001,0.7381,0,0,0,0,0
5402,0,1.1482,0,0.0,0.0,0.2953,0.0,1.4059,0.0,0.0,0.0,0.6163,0,0.0,0,none,0,0.44489999999999996,0.1303,0.0,0.5178,0.5900000000000001,0.3384,0,-0.25160000000000005,0.4641,0,0,0,0,0
5403,0,0.6858,0,0.0,0.0,1.8107,0.0,1.4583,0.0,0.7291,0.0,1.0372,0,0.0,0,none,0,0.0524,0.0153,0.0,-0.39249999999999996,-0.46240000000000014,0.2652,0,0.42089999999999994,0.7765,0,0,0,0,0
5404,0,0.6544,0,0.0,0.0,0.3723,0.0,0.9329,0.0,0.0,0.0,0.725,0,0.0,0,none,0,-0.5254,0.1539,0.0,-0.5778,-0.031399999999999983,0.0179,0,-0.3121999999999999,0.5759,0,0,0,0,0
5405,0,0.7006,0,0.0,0.0,0.9092,0.0,1.3094,0.0,0.0,0.0,0.8118,0,0.0,0,none,0,0.37649999999999995,0.1102,0.0,0.9018999999999999,0.04620000000000002,0.0264,0,0.08679999999999999,0.1601,0,0,0,0,0
5406,0,0.6312,0,0.0,0.0,1.8792,0.0,1.9485,0.0,0.0,0.0,0.7564,0,0.0,0,none,0,0.6391,0.1872,0.0,0.26260000000000006,-0.06940000000000002,0.0397,0,-0.055400000000000005,0.1021,0,0,0,0,0
5407,0,2.5787,0,0.8853,0.0,0.9478,0.0,0.4941,0.0,0.6379,0.0,0.7146,0,0.0,0,none,0,-1.4544,0.4261,0.0,-2.0934999999999997,1.9475,1.1172,0,-0.04179999999999995,0.077,0,0,0,0,0
5408,0,0.3113,0,0.8853,0.0,0.6463,0.0,0.6295,0.0,0.5468,0.0,0.9116,0,0.0,0,none,0,0.13539999999999996,0.0396,0.0,1.5897999999999999,-2.2674,1.3008,0,0.19699999999999995,0.3634,0,0,0,0,0
5409,0,0.6618,0,0.0,0.0,0.6629,0.0,1.3255,0.0,0.0,0.0,0.7378,0,0.0,0,none,0,0.696,0.2039,0.0,0.5606,0.35050000000000003,0.201,0,-0.17379999999999995,0.3206,0,0,0,0,0
5410,0,0.5801,0,0.0,0.0,0.7443,0.0,1.0035,0.0,0.0,0.0,0.9451,0,0.0,0,none,0,-0.32199999999999984,0.0943,0.0,-1.0179999999999998,-0.0817000000000001,0.0468,0,0.20730000000000004,0.3824,0,0,0,0,0
5411,0,0.6997,0,0.0,0.0,0.9663,0.0,0.4092,0.0,0.0,0.0,0.8036,0,0.0,0,none,0,-0.5943,0.1741,0.0,-0.2723000000000002,0.11960000000000004,0.0685,0,-0.14150000000000007,0.261,0,0,0,0,0
5412,0,0.2841,0,0.0,0.0,1.7422,0.0,1.3734,0.0,0.0,0.0,0.4865,0,0.0,0,none,0,0.9642,0.2825,0.0,1.5585,-0.41559999999999997,0.2384,0,-0.3171,0.585,0,0,0,0,0
5413,0,0.655,0,0.0,0.0,1.8107,0.0,1.8094,0.0,0.0,0.0,0.774,0,0.0,0,none,0,0.43599999999999994,0.1277,0.0,-0.5282,0.3709,0.2127,0,0.28750000000000003,0.5303,0,0,0,0,0
5414,0,2.0172,0,0.0,0.0,0.9291,0.0,0.4143,0.0,0.1863,0.0,0.6626,0,0.0,0,none,0,-1.3950999999999998,0.4088,0.0,-1.8310999999999997,1.3621999999999999,0.7814,0,-0.11140000000000005,0.2054,0,0,0,0,0
5415,0,0.6017,0,0.0,0.0,1.4044,0.0,0.9186,0.0,0.6379,0.0,1.05,0,0.0,0,none,0,0.5043,0.1477,0.0,1.8993999999999998,-1.4154999999999998,0.812,0,0.3874000000000001,0.7147,0,0,0,0,0
5416,0,0.6119,0,0.0,0.0,0.552,0.0,1.6284,0.0,0.7291,0.0,0.4559,0,0.0,0,none,0,0.7098000000000001,0.2079,0.0,0.20550000000000013,0.010199999999999987,0.0058,0,-0.5941000000000001,1.096,0,0,0,0,0
5417,0,0.6009,0,0.0,0.0,1.0572,0.0,1.0844,0.0,0.7291,0.0,1.9841,0,0.0,0,none,0,-0.544,0.1593,0.0,-1.2538,-0.01100000000000001,0.0062,0,1.5282,2.8194,1,1,0,0,0
5418,0,0.5918,0,0.0,0.0,1.5367,0.0,1.9485,0.0,0.6379,0.0,2.1622,0,0.0,0,none,0,0.8640999999999999,0.2531,0.0,1.4081,-0.009099999999999997,0.0052,0,0.17809999999999993,0.3285,0,0,0,0,0
5419,0,0.5877,0,0.0,0.0,1.4682,0.0,1.9485,0.0,0.0,0.0,1.4009,0,0.0,0,none,0,0.0,-0.0001,0.0,-0.8640999999999999,-0.0040999999999999925,0.0023,0,-0.7612999999999999,1.4045,0,0,0,0,0
5420,0,0.8048,0,0.0,0.0,1.1942,0.0,1.3734,0.0,0.0,0.0,0.8604,0,0.0,0,none,0,-0.5751,0.1684,0.0,-0.5751,0.21709999999999996,0.1245,0,-0.5405,0.9971,0,0,0,0,0
5421,0,0.5682,0,0.0,0.0,0.8047,0.0,1.479,0.0,0.1757,0.0,0.5006,0,0.0,0,none,0,0.10560000000000014,0.0309,0.0,0.6807000000000001,-0.23659999999999992,0.1357,0,-0.3598,0.6637,0,0,0,0,0
5422,0,0.5848,0,0.0,0.0,0.4408,0.0,1.5531,0.0,0.0,0.0,0.5673,0,0.0,0,none,0,0.07409999999999983,0.0216,0.0,-0.031500000000000306,0.016599999999999948,0.0095,0,0.06669999999999998,0.123,0,0,0,0,0
5423,0,0.6909,0,0.0,0.0,0.6899,0.0,1.122,0.0,0.0,0.0,0.6092,0,0.0,0,none,0,-0.4310999999999998,0.1262,0.0,-0.5051999999999996,0.10609999999999997,0.0608,0,0.04189999999999994,0.0772,0,0,0,0,0
5424,0,0.6787,0,0.0,0.0,0.7574,0.0,1.2085,0.0,0.0,0.0,0.5937,0,0.0,0,none,0,0.0864999999999998,0.0253,0.0,0.5175999999999996,-0.012199999999999989,0.0069,0,-0.015499999999999958,0.0285,0,0,0,0,0
5425,0,0.8119,0,0.0,0.0,0.8517,0.0,1.2486,0.0,0.6379,0.0,0.6329,0,0.0,0,none,0,0.040100000000000025,0.0117,0.0,-0.046399999999999775,0.13319999999999999,0.0763,0,0.03920000000000001,0.0722,0,0,0,0,0
5426,0,0.2752,0,0.8853,0.0,1.6821,0.0,0.6094,0.0,0.5468,0.0,0.7158,0,0.0,0,none,0,-0.6391999999999999,0.1872,0.0,-0.6792999999999999,-0.5367,0.3078,0,0.08289999999999997,0.1529,0,0,0,0,0
5427,0,0.6939,0,0.0,0.0,0.3812,0.0,1.1732,0.0,0.7291,0.0,0.7928,0,0.0,0,none,0,0.5638,0.1651,0.0,1.2029999999999998,0.41869999999999996,0.2401,0,0.07699999999999996,0.142,0,0,0,0,0
5428,0,0.6362,0,0.8853,0.0,1.0215,0.0,0.3707,0.0,0.6379,0.0,0.4664,0,0.0,0,none,0,-0.8025,0.2351,0.0,-1.3662999999999998,-0.057699999999999974,0.033,0,-0.32639999999999997,0.6021,0,0,0,0,0
5429,0,0.66,0,0.0,0.0,0.5463,0.0,1.5631,0.0,0.7291,0.0,0.9221,0,0.0,0,none,0,1.1924,0.3494,0.0,1.9949,0.023800000000000043,0.0136,0,0.45570000000000005,0.8407,0,0,0,0,0
5430,0,0.504,0,0.0,0.0,0.5609,0.0,0.6645,0.0,0.4556,0.0,0.6455,0,0.0,0,none,0,-0.8986,0.2633,0.0,-2.0909999999999997,-0.15600000000000003,0.0894,0,-0.27660000000000007,0.5102,0,0,0,0,0
5431,0,0.2341,0,0.0,0.0,0.5984,0.0,0.4092,0.0,0.6379,0.0,0.7164,0,0.0,0,none,0,-0.25529999999999997,0.0747,0.0,0.6433,-0.26990000000000003,0.1548,0,0.07090000000000007,0.1307,0,0,0,0,0
5432,0,0.6604,0,0.0,0.0,0.3812,0.0,0.6796,0.0,0.4556,0.0,0.7978,0,0.0,0,none,0,0.2704,0.0792,0.0,0.5257,0.4263,0.2445,0,0.08139999999999992,0.1501,0,0,0,0,0
5433,0,0.3425,0,0.0,0.0,0.6978,0.0,0.6094,0.0,0.1757,0.0,0.3337,0,0.0,0,none,0,-0.07019999999999993,0.0205,0.0,-0.3405999999999999,-0.31789999999999996,0.1823,0,-0.46409999999999996,0.8562,0,0,0,0,0
5434,0,0.2664,0,0.0,0.0,1.466,0.0,0.8078,0.0,0.2732,0.0,0.6917,0,0.0,0,none,0,0.1983999999999999,0.0581,0.0,0.26859999999999984,-0.0761,0.0436,0,0.358,0.6604,0,0,0,0,0
5435,0,0.1542,0,0.0,0.0,1.6451,0.0,0.2512,0.0,0.2732,0.0,0.8094,0,0.0,0,none,0,-0.5566,0.163,0.0,-0.7549999999999999,-0.11220000000000002,0.0643,0,0.11770000000000003,0.2171,0,0,0,0,0
5436,0,0.5577,0,0.0,0.0,0.5866,0.0,1.3565,0.0,0.0,0.0,0.9275,0,0.0,0,none,0,1.1053000000000002,0.3238,0.0,1.6619000000000002,0.40349999999999997,0.2314,0,0.11809999999999998,0.2178,0,0,0,0,0
5437,0,0.6013,0,0.0,0.0,1.0783,0.0,0.5245,0.0,0.7291,0.0,0.842,0,0.0,0,none,0,-0.8320000000000001,0.2437,0.0,-1.9373000000000002,0.04359999999999997,0.0249,0,-0.08550000000000002,0.1577,0,0,0,0,0
5438,0,0.4177,0,0.0,0.0,0.8683,0.0,0.8641,0.0,0.0,0.0,0.479,0,0.0,0,none,0,0.3396,0.0994,0.0,1.1716000000000002,-0.18359999999999993,0.1053,0,-0.363,0.6696,0,0,0,0,0
5439,0,0.6624,0,0.0,0.0,0.3723,0.0,1.3099,0.0,0.0,0.0,0.6535,0,0.0,0,none,0,0.4458000000000001,0.1306,0.0,0.10620000000000007,0.24469999999999997,0.1403,0,0.1745,0.3219,0,0,0,0,0
5440,0,0.4558,0,0.0,0.0,1.3997,0.0,1.2037,0.0,0.0,0.0,0.5288,0,0.0,0,none,0,-0.10620000000000007,0.031,0.0,-0.5520000000000002,-0.2066,0.1185,0,-0.12469999999999992,0.23,0,0,0,0,0
5441,0,0.2999,0,0.0,0.0,1.0958,0.0,1.5128,0.0,0.0,0.0,0.4884,0,0.0,0,none,0,0.30909999999999993,0.0905,0.0,0.4153,-0.15589999999999998,0.0894,0,-0.04040000000000005,0.0744,0,0,0,0,0
5442,0,0.4948,0,0.0,0.0,1.4428,0.0,1.2037,0.0,0.2732,0.0,1.5571,0,0.0,0,none,0,-0.30909999999999993,0.0905,0.0,-0.6181999999999999,0.19490000000000002,0.1117,0,1.0687,1.9717,0,0,0,0,0
5443,0,0.2935,0,0.0,0.0,1.1346,0.0,1.343,0.0,0.7291,0.0,0.7456,0,0.0,0,none,0,0.13929999999999998,0.0407,0.0,0.4483999999999999,-0.20130000000000003,0.1154,0,-0.8114999999999999,1.4971,0,0,0,0,0
5444,0,0.3628,0,0.0,0.0,0.9751,0.0,1.42,0.0,0.0,0.0,0.8622,0,0.0,0,none,0,0.07699999999999996,0.0225,0.0,-0.06230000000000002,0.06930000000000003,0.0397,0,0.11659999999999993,0.215,0,0,0,0,0
5445,0,0.4694,0,0.0,0.0,1.6917,0.0,0.5245,0.0,0.182,0.0,0.8735,0,0.0,0,none,0,-0.8955,0.2623,0.0,-0.9724999999999999,0.10659999999999997,0.0611,0,0.011300000000000088,0.0208,0,0,0,0,0
5446,0,1.4971,0,0.0,0.0,1.3401,0.0,1.479,0.0,0.9136,0.0,1.0291,0,0.0,0,none,0,0.9545000000000001,0.2796,0.0,1.85,1.0277,0.5895,0,0.15559999999999985,0.287,0,0,0,0,0
5447,0,0.8142,0,0.0,0.0,0.8606,0.0,1.4445,0.0,0.1863,0.0,0.6169,0,0.0,0,none,0,-0.0345000000000002,0.01,0.0,-0.9890000000000003,-0.6829000000000001,0.3917,0,-0.4121999999999999,0.7604,0,0,0,0,0
5448,0,0.4219,0,0.0,0.0,0.1757,0.0,0.6639,0.0,0.5468,0.0,0.8011,0,0.0,0,none,0,-0.7805999999999998,0.2287,0.0,-0.7460999999999997,-0.39230000000000004,0.225,0,0.18420000000000003,0.3398,0,0,0,0,0
5449,0,0.6796,0,0.0,0.0,0.6463,0.0,0.4733,0.0,0.7291,0.0,0.8116,0,0.0,0,none,0,-0.19060000000000005,0.0558,0.0,0.5899999999999999,0.2577,0.1478,0,0.010499999999999954,0.0193,0,0,0,0,0
5450,0,0.5652,0,0.0,0.0,1.4207,0.0,1.1046,0.0,0.1757,0.0,0.5529,0,0.0,0,none,0,0.6313,0.1849,0.0,0.8219000000000001,-0.11439999999999995,0.0656,0,-0.25870000000000004,0.4772,0,0,0,0,0
5451,0,0.216,0,0.0,0.0,0.2442,0.0,1.0048,0.0,0.3644,0.0,0.4259,0,0.0,0,none,0,-0.09980000000000011,0.0292,0.0,-0.7311000000000001,-0.34920000000000007,0.2003,0,-0.12699999999999995,0.2342,0,0,0,0,0
5452,0,1.2436,0,0.0,0.0,0.5319,0.0,0.39,0.0,0.2732,0.0,0.5259,0,0.0,0,none,0,-0.6147999999999999,0.1801,0.0,-0.5149999999999998,1.0276,0.5895,0,0.10000000000000003,0.1844,0,0,0,0,0
5453,0,0.5749,0,0.0,0.0,1.1346,0.0,0.3875,0.0,0.1863,0.0,0.5859,0,0.0,0,none,0,-0.0025000000000000022,0.0006,0.0,0.6122999999999998,-0.6687000000000001,0.3836,0,0.05999999999999994,0.1106,0,0,0,0,0
5454,0,0.3686,0,0.0,0.0,1.3854,0.0,1.1732,0.0,0.0,0.0,1.3315,0,0.0,0,none,0,0.7857000000000001,0.2302,0.0,0.7882,-0.20629999999999998,0.1183,0,0.7455999999999999,1.3755,0,0,0,0,0
5455,0,0.3247,0,0.0,0.0,0.6377,0.0,0.8405,0.0,0.6379,0.0,0.8154,0,0.0,0,none,0,-0.3327,0.0974,0.0,-1.1184,-0.043899999999999995,0.0251,0,-0.5160999999999999,0.9521,0,0,0,0,0
5456,0,0.5075,0,0.0,0.0,1.5959,0.0,0.7488,0.0,0.0,0.0,0.7798,0,0.0,0,none,0,-0.0917,0.0268,0.0,0.241,0.18279999999999996,0.1048,0,-0.035599999999999965,0.0656,0,0,0,0,0
5457,0,0.1972,0,0.0,0.0,1.2972,0.0,1.4235,0.0,0.0,0.0,0.6493,0,0.0,0,none,0,0.6747,0.1976,0.0,0.7664,-0.31029999999999996,0.178,0,-0.13050000000000006,0.2407,0,0,0,0,0
5458,0,0.652,0,0.0,0.0,1.6923,0.0,1.004,0.0,0.6409,0.0,1.4167,0,0.0,0,none,0,-0.4195,0.1228,0.0,-1.0941999999999998,0.45480000000000004,0.2609,0,0.7674000000000001,1.4158,0,0,0,0,0
5459,0,0.6475,0,0.0,0.0,0.5495,0.0,1.3135,0.0,0.7291,0.0,0.8245,0,0.0,0,none,0,0.3094999999999999,0.0906,0.0,0.7289999999999999,-0.0045000000000000595,0.0025,0,-0.5922000000000001,1.0925,0,0,0,0,0
5460,0,0.6856,0,0.0,0.0,1.3401,0.0,0.4207,0.0,1.0954,0.0,1.3229,0,0.0,0,none,0,-0.8927999999999998,0.2616,0.0,-1.2022999999999997,0.03810000000000002,0.0218,0,0.49839999999999995,0.9195,0,0,0,0,0
5461,0,1.0284,0,0.0,0.0,0.5181,0.0,1.0038,0.0,0.182,0.0,0.835,0,0.0,0,none,0,0.5831,0.1708,0.0,1.4758999999999998,0.3428,0.1966,0,-0.4879,0.9001,0,0,0,0,0
5462,0,0.3005,0,0.0,0.0,1.0807,0.0,0.8641,0.0,0.6379,0.0,0.8921,0,0.0,0,none,0,-0.13970000000000005,0.0408,0.0,-0.7228,-0.7279,0.4175,0,0.05710000000000004,0.1053,0,0,0,0,0
5463,0,0.3341,0,0.0,0.0,1.2712,0.0,0.7922,0.0,0.7291,0.0,0.4234,0,0.0,0,none,0,-0.07189999999999996,0.021,0.0,0.06780000000000008,0.03360000000000002,0.0192,0,-0.4687,0.8647,0,0,0,0,0
5464,0,0.8323,0,0.0,0.0,0.9709,0.0,1.3446,0.0,1.1864,0.0,1.2778,0,0.0,0,none,0,0.5524,0.1618,0.0,0.6243,0.49820000000000003,0.2858,0,0.8544,1.5763,0,0,0,0,0
5465,0,2.0219,0,0.0,0.0,2.0178,0.0,0.8423,0.0,2.0064,0.0,1.5091,0,0.0,0,none,0,-0.5023,0.1471,0.0,-1.0547,1.1896,0.6824,0,0.23130000000000006,0.4267,0,0,0,0,0
5466,0,1.5862,0,0.0,0.0,0.9264,0.0,1.1803,0.0,0.4556,0.0,0.5859,0,0.0,0,none,0,0.33799999999999986,0.099,0.0,0.8402999999999998,-0.4357,0.2499,0,-0.9232000000000001,1.7032,0,0,0,0,0
5467,0,0.8902,0,0.0,0.0,0.0,0.0,1.2397,0.0,0.1863,0.0,1.1829,0,0.0,0,none,0,0.05940000000000012,0.0173,0.0,-0.27859999999999974,-0.6960000000000001,0.3992,0,0.5970000000000001,1.1014,0,0,0,0,0
5468,0,3.5203,1,0.7618,0.0,1.2716,0.0,1.1425,0.0,0.1757,0.0,1.2039,0,0.25,1,low,0,-0.09719999999999995,0.0284,0.0,-0.15660000000000007,2.6301,1.5088,0,0.020999999999999908,0.0387,0,0,0,0,0
5469,0,1.2251,0,0.8853,0.0,1.2423,0.0,0.579,0.0,0.1863,0.0,0.4234,0,0.0,0,none,0,-0.5635000000000001,0.165,0.0,-0.46630000000000016,-2.2952000000000004,1.3167,0,-0.7805,1.4399,0,0,0,0,0
