window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_byte_volume,z_bwd_byte_volume,z_flow_bytes_per_s,z_flow_packets_per_s,z_avg_packet_size
4063,0,1.9401,0.7193,0,s1,0.2934,0.0519,0.2516,1.9401,1.0593
4064,0,4.059,1.1243,1,s1,0.2934,0.0519,0.1565,4.059,1.0607
4065,0,2.9337,0.9094,0,s1,0.2934,0.0519,0.2076,2.9337,1.0602
4066,0,3.7514,1.0654,1,s1,0.2934,0.0519,0.1702,3.7514,1.0602
4067,0,2.1943,0.6657,0,s1,0.0771,0.1947,0.3185,0.5441,2.1943
4068,0,0.6385,0.2086,0,s1,0.0406,0.0105,0.2859,0.6385,0.0675
4069,0,0.6663,0.2801,0,s1,0.1125,0.1331,0.2948,0.6663,0.1939
4070,0,0.663,0.2231,0,s1,0.0852,0.0449,0.3161,0.663,0.0063
4071,0,0.5838,0.2501,0,s1,0.0371,0.0462,0.3327,0.5838,0.2507
4072,0,0.6775,0.3346,0,s1,0.2631,0.0516,0.3113,0.3695,0.6775
4073,0,1.0742,0.4807,0,s1,0.2135,0.0511,0.335,1.0742,0.7297
4074,0,0.8597,0.2755,0,s1,0.224,0.051,0.048,0.1949,0.8597
4075,0,2.8539,0.8935,0,s1,0.293,0.0519,0.2159,2.8539,1.0527
4076,0,3.5597,1.029,1,s1,0.2934,0.0519,0.1792,3.5597,1.0607
4077,0,4.0779,1.1277,1,s1,0.2934,0.0519,0.1553,4.0779,1.0602
4078,0,2.1697,0.7639,0,s1,0.2935,0.0519,0.2432,2.1697,1.0612
4079,0,1.7669,0.6861,0,s1,0.2934,0.0519,0.2598,1.7669,1.0583
4080,0,3.6853,1.0528,1,s1,0.2934,0.0519,0.1732,3.6853,1.0602
4081,0,2.7048,0.8661,0,s1,0.2935,0.0519,0.2189,2.7048,1.0612
4082,0,1.5935,0.6299,0,s1,0.2912,0.0519,0.222,1.5935,0.9909
4083,0,2.4587,0.8187,0,s1,0.2934,0.0519,0.2293,2.4587,1.0602
4084,0,3.5459,1.0188,1,s1,0.2934,0.0519,0.1437,3.5459,1.0593
4085,0,2.4825,0.8209,0,s1,0.2927,0.0519,0.2264,2.4825,1.0508
4086,0,4.0861,1.1293,1,s1,0.2934,0.0519,0.1549,4.0861,1.0602
4087,0,3.2756,0.9748,1,s1,0.2934,0.0519,0.1923,3.2756,1.0607
4088,0,4.0253,1.1177,1,s1,0.2934,0.0519,0.1577,4.0253,1.0602
4089,0,3.4272,1.0024,1,s1,0.2932,0.0519,0.1825,3.4272,1.057
4090,0,3.7516,1.0656,1,s1,0.2934,0.0519,0.1706,3.7516,1.0607
4091,0,4.1665,1.1434,1,s1,0.2932,0.0519,0.15,4.1665,1.0553
4092,0,3.0695,0.9357,1,s1,0.2935,0.0519,0.2024,3.0695,1.0612
4093,0,3.4875,1.0154,1,s1,0.2935,0.0519,0.1829,3.4875,1.0612
4094,0,2.9898,0.9201,0,s1,0.2934,0.0519,0.2051,2.9898,1.0602
4095,0,3.2833,0.9762,1,s1,0.2934,0.0519,0.1916,3.2833,1.0607
4096,0,2.1228,0.7538,0,s1,0.2934,0.0519,0.2411,2.1228,1.0597
4097,0,3.6691,1.0498,1,s1,0.2934,0.0519,0.174,3.6691,1.0607
4098,0,3.2413,0.9681,1,s1,0.2934,0.0519,0.1936,3.2413,1.0602
4099,0,3.8418,1.0827,1,s1,0.2934,0.0519,0.1661,3.8418,1.0602
4100,0,2.8237,0.8885,0,s1,0.2934,0.0519,0.2129,2.8237,1.0607
4101,0,4.0288,1.1184,1,s1,0.2934,0.0519,0.1575,4.0288,1.0602
4102,0,2.9898,0.9201,0,s1,0.2934,0.0519,0.2051,2.9898,1.0602
4103,0,3.8816,1.0904,1,s1,0.2934,0.0519,0.1646,3.8816,1.0607
4104,0,3.7014,1.0559,1,s1,0.2934,0.0519,0.1725,3.7014,1.0602
4105,0,1.9026,0.7126,0,s1,0.2934,0.0519,0.2548,1.9026,1.0602
4106,0,3.4926,1.0157,1,s1,0.2934,0.0519,0.1812,3.4926,1.0593
4107,0,2.9578,0.914,0,s1,0.2934,0.0519,0.2065,2.9578,1.0602
4108,0,2.2368,0.7759,0,s1,0.2934,0.0519,0.2381,2.2368,1.0593
4109,0,4.6512,1.2373,1,s1,0.2934,0.0519,0.1291,4.6512,1.0607
4110,0,3.2025,0.9607,1,s1,0.2934,0.0519,0.1953,3.2025,1.0602
4111,0,2.1755,0.7099,0,s1,0.2597,0.0515,0.2295,2.1755,0.8334
4112,0,3.8889,1.0869,1,s1,0.2927,0.0519,0.1604,3.8889,1.0404
4113,0,3.6692,1.0494,1,s1,0.2934,0.0519,0.1732,3.6692,1.0593
4114,0,3.5755,1.0281,1,s1,0.2927,0.0519,0.1721,3.5755,1.0484
4115,0,3.033,0.9207,1,s1,0.2934,0.0519,0.1669,3.033,1.0583
4116,0,1.3725,0.546,0,s1,0.2768,0.0511,0.2358,1.3725,0.7939
4117,0,0.4153,0.2015,0,s1,0.241,0.0507,0.0063,0.2944,0.4153
4118,0,1.1785,0.467,0,s1,0.201,0.0509,1.1785,0.2094,0.6953
4119,0,1.0137,0.4972,0,s1,0.2526,0.0518,0.3217,1.0137,0.8461
4120,0,0.7977,0.3658,0,s1,0.2524,0.0512,0.161,0.5666,0.7977
4121,0,1.0478,0.3664,0,s1,0.2932,0.0519,0.3205,0.1186,1.0478
4122,0,1.0476,0.3675,0,s1,0.2933,0.0519,0.2961,0.1485,1.0476
4123,0,1.0476,0.3417,0,s1,0.2933,0.0519,0.3091,0.0065,1.0476
4124,0,1.0474,0.3669,0,s1,0.2932,0.0519,0.2963,0.1458,1.0474
4125,0,1.0327,0.3544,0,s1,0.2928,0.0519,0.3108,0.084,1.0327
4126,0,1.0471,0.466,0,s1,0.2931,0.0519,0.2464,0.6915,1.0471
4127,0,1.0398,0.3547,0,s1,0.2928,0.0519,0.313,0.0762,1.0398
4128,0,1.0483,0.4161,0,s1,0.2933,0.0519,0.3111,0.376,1.0483
4129,0,1.0377,0.3526,0,s1,0.2929,0.0519,0.3155,0.0648,1.0377
4130,0,1.0476,0.366,0,s1,0.2933,0.0519,0.3203,0.117,1.0476
4131,0,1.0482,0.3498,0,s1,0.2933,0.0519,0.3135,0.0421,1.0482
4132,0,1.0469,0.3572,0,s1,0.2931,0.0519,0.3167,0.0773,1.0469
4133,0,1.0473,0.3636,0,s1,0.2932,0.0519,0.3194,0.1064,1.0473
4134,0,1.0473,0.3881,0,s1,0.2932,0.0519,0.2856,0.2625,1.0473
4135,0,1.0469,0.4123,0,s1,0.2931,0.0519,0.2734,0.3962,1.0469
4136,0,1.0474,0.3459,0,s1,0.2932,0.0519,0.3119,0.0252,1.0474
4137,0,1.0473,0.4019,0,s1,0.2932,0.0519,0.2787,0.3385,1.0473
4138,0,1.0476,0.3795,0,s1,0.2933,0.0519,0.29,0.2147,1.0476
4139,0,1.0478,0.355,0,s1,0.2934,0.0519,0.3024,0.0794,1.0478
4140,0,0.8667,0.3534,0,s1,0.2394,0.0506,0.1484,0.4618,0.8667
4141,0,2.5147,0.8763,0,s1,0.1782,0.051,2.5147,1.0248,0.6127
4142,0,0.6029,0.2675,0,s1,0.1638,0.0502,0.2863,0.6029,0.2344
4143,0,0.6678,0.2426,0,s1,0.1688,0.0471,0.3271,0.6678,0.0023
4144,0,2.4706,0.564,0,s1,0.0718,0.0453,2.4706,0.0879,0.1445
4145,0,0.2731,0.1269,0,s1,0.1303,0.0475,0.0727,0.1109,0.2731
4146,0,0.5845,0.3215,0,s1,0.2602,0.0513,0.2707,0.5845,0.4407
4147,0,0.3874,0.2065,0,s1,0.1344,0.0405,0.3432,0.3874,0.1269
4148,0,0.7359,0.2791,0,s1,0.2237,0.0428,0.1064,0.2866,0.7359
4149,0,0.3478,0.1914,0,s1,0.0551,0.0044,0.2141,0.3478,0.3355
4150,0,0.3546,0.1844,0,s1,0.1445,0.0478,0.2639,0.111,0.3546
4151,0,0.4141,0.2176,0,s1,0.0617,0.0503,0.1765,0.3853,0.4141
4152,0,1.4473,0.5112,0,s1,0.2089,0.0504,0.0531,1.4473,0.7963
4153,0,0.8804,0.3368,0,s1,0.6786,0.047,0.0284,0.8804,0.0494
4154,0,0.5676,0.2472,0,s1,0.0812,0.0498,0.1449,0.5676,0.3925
4155,0,0.4107,0.1724,0,s1,0.1479,0.0417,0.1186,0.1431,0.4107
4156,0,0.3289,0.1935,0,s1,0.0088,0.0502,0.2842,0.2954,0.3289
4157,0,0.8496,0.2893,0,s1,0.0162,0.0498,0.011,0.8496,0.5198
4158,1,0.9825,0.3737,0,s1,0.2524,0.0519,0.3296,0.2523,0.9825
4159,0,1.0474,0.3767,0,s1,0.2932,0.0519,0.2914,0.1998,1.0474
4160,0,1.0478,0.3585,0,s1,0.2934,0.0519,0.3006,0.0988,1.0478
4161,0,1.0321,0.3845,0,s1,0.2926,0.0519,0.2808,0.2653,1.0321
4162,0,1.0474,0.353,0,s1,0.2932,0.0519,0.3033,0.0692,1.0474
4163,0,1.0471,0.373,0,s1,0.2931,0.0519,0.2932,0.1796,1.0471
4164,0,1.0474,0.3795,0,s1,0.2932,0.0519,0.29,0.2149,1.0474
4165,0,1.0476,0.344,0,s1,0.2933,0.0519,0.3111,0.0162,1.0476
4166,0,1.0481,0.3664,0,s1,0.2934,0.0519,0.2967,0.1417,1.0481
4167,0,1.0473,0.3411,0,s1,0.2932,0.0519,0.3099,0.003,1.0473
4168,0,1.0479,0.3511,0,s1,0.2934,0.0519,0.3043,0.0582,1.0479
4169,0,1.0469,0.4436,0,s1,0.2931,0.0519,0.2576,0.5685,1.0469
4170,0,1.0471,0.343,0,s1,0.2931,0.0519,0.3083,0.0145,1.0471
4171,0,1.0474,0.3414,0,s1,0.2932,0.0519,0.3091,0.0055,1.0474
4172,0,1.3059,0.5776,0,s1,0.2931,0.0519,0.1902,1.3059,1.0471
4173,0,1.0478,0.3624,0,s1,0.2932,0.0519,0.2986,0.1206,1.0478
4174,0,1.0473,0.3412,0,s1,0.2932,0.0519,0.31,0.0035,1.0473
4175,0,1.0474,0.3427,0,s1,0.2932,0.0519,0.3106,0.0104,1.0474
4176,0,1.0483,0.4591,0,s1,0.2933,0.0519,0.2895,0.6126,1.0483
4177,0,1.0476,0.4919,0,s1,0.2933,0.0519,0.2334,0.8335,1.0476
4178,0,0.5018,0.2238,0,s1,0.0844,0.1271,0.2627,0.1432,0.5018
4179,0,1.9151,0.9117,0,s1,0.1917,0.0511,1.7706,1.9151,0.6302
4180,0,0.3638,0.2009,0,s1,0.2403,0.0502,0.2533,0.0969,0.3638
4181,0,0.6376,0.2326,0,s1,0.0441,0.0442,0.2677,0.6376,0.1695
4182,0,0.606,0.2428,0,s1,0.2278,0.0494,0.2497,0.606,0.0811
4183,0,0.6363,0.2744,0,s1,0.1754,0.0498,0.3016,0.6363,0.2088
4184,0,2.1806,0.7227,0,s1,0.2531,0.0504,0.4308,2.1806,0.6985
4185,0,0.5742,0.2531,0,s1,0.0965,0.0259,0.3485,0.5742,0.2206
4186,0,0.4067,0.1956,0,s1,0.1758,0.0185,0.2733,0.4067,0.1039
4187,0,0.516,0.2252,0,s1,0.1034,0.0082,0.2838,0.516,0.2145
4188,0,0.452,0.1698,0,s1,0.0599,0.0503,0.2724,0.0146,0.452
4189,0,4.6153,1.1303,1,s1,0.0664,0.0507,4.6153,0.8574,0.0617
4190,0,0.1739,0.0995,0,s1,0.1452,0.0484,0.1131,0.1739,0.0167
4191,0,0.4979,0.222,0,s1,0.2529,0.0513,0.1054,0.2027,0.4979
4192,0,0.9444,0.4055,0,s1,0.2847,0.0518,0.0986,0.6478,0.9444
4193,0,1.0481,0.365,0,s1,0.2934,0.0519,0.3199,0.1117,1.0481
4194,0,1.0476,0.3617,0,s1,0.2933,0.0519,0.299,0.1166,1.0476
4195,0,1.0474,0.38,0,s1,0.2932,0.0519,0.3262,0.1812,1.0474
4196,0,1.0476,0.3542,0,s1,0.2933,0.0519,0.3154,0.0626,1.0476
4197,0,1.0478,0.3894,0,s1,0.2934,0.0519,0.285,0.2691,1.0478
4198,0,1.0473,0.3662,0,s1,0.2932,0.0519,0.3205,0.1182,1.0473
4199,0,1.0479,0.3958,0,s1,0.2934,0.0519,0.2818,0.304,1.0479
4200,0,1.0473,0.3635,0,s1,0.2932,0.0519,0.3193,0.1057,1.0473
4201,0,1.0476,0.3584,0,s1,0.2933,0.0519,0.3006,0.0984,1.0476
4202,0,1.0471,0.3689,0,s1,0.2931,0.0519,0.3216,0.1307,1.0471
4203,0,1.0478,0.3635,0,s1,0.2934,0.0519,0.3192,0.105,1.0478
4204,0,1.0478,0.3476,0,s1,0.2934,0.0519,0.3126,0.0322,1.0478
4205,0,1.0474,0.348,0,s1,0.2932,0.0519,0.3128,0.0348,1.0474
4206,0,1.0476,0.3584,0,s1,0.2932,0.0519,0.3172,0.0822,1.0476
4207,0,1.0474,0.364,0,s1,0.2932,0.0519,0.3195,0.1081,1.0474
4208,0,1.0479,0.3632,0,s1,0.2934,0.0519,0.3191,0.1038,1.0479
4209,0,1.0485,0.3679,0,s1,0.2934,0.0519,0.3217,0.1241,1.0485
4210,0,1.0476,0.3559,0,s1,0.2933,0.0519,0.3161,0.0708,1.0476
4211,0,1.0478,0.4098,0,s1,0.2934,0.0519,0.2748,0.3812,1.0478
4212,0,2.4303,0.628,0,s1,0.1048,0.0512,2.4303,0.0715,0.4824
4213,0,0.5385,0.2555,0,s1,0.1246,0.0,0.1827,0.5385,0.4319
4214,0,1.1223,0.5197,0,s1,0.1775,0.2422,0.3618,0.6949,1.1223
4215,0,0.5497,0.2493,0,s1,0.1884,0.0418,0.3355,0.5497,0.1309
4216,0,0.6558,0.2565,0,s1,0.065,0.0428,0.3005,0.6558,0.2185
4217,0,0.3659,0.2558,0,s1,0.2132,0.0482,0.3299,0.3659,0.322
4218,0,1.2034,0.4596,0,s1,0.1858,0.051,1.2034,0.4264,0.4316
4219,0,0.6326,0.2315,0,s1,0.2134,0.0512,0.2387,0.0217,0.6326
4220,0,0.7022,0.3792,0,s1,0.2746,0.0516,0.3727,0.7022,0.4947
4221,0,0.748,0.2666,0,s1,0.2092,0.0509,0.2161,0.1086,0.748
4222,0,0.4039,0.2432,0,s1,0.2534,0.0503,0.1269,0.3817,0.4039
4223,0,0.6709,0.2592,0,s1,0.1649,0.0458,0.3229,0.6709,0.0917
4224,0,0.5183,0.2827,0,s1,0.2269,0.0504,0.2802,0.5183,0.3378
4225,0,0.7224,0.2285,0,s1,0.2456,0.0517,0.0769,0.0458,0.7224
4226,0,0.5312,0.1823,0,s1,0.0469,0.0433,0.2246,0.5312,0.0654
4227,0,0.6529,0.2609,0,s1,0.0696,0.0245,0.2922,0.6529,0.2651
4228,0,0.6238,0.3174,0,s1,0.0877,0.0146,0.266,0.6238,0.5947
4229,0,0.2856,0.1371,0,s1,0.0135,0.0399,0.1441,0.2025,0.2856
4230,0,0.2032,0.1504,0,s1,0.1362,0.049,0.2032,0.1677,0.1959
4231,0,0.5867,0.3044,0,s1,0.2103,0.0506,0.239,0.5867,0.4355
4232,0,0.2277,0.1434,0,s1,0.1828,0.0474,0.0901,0.2277,0.169
4233,0,0.7547,0.4396,0,s1,0.2366,0.0515,0.4912,0.6638,0.7547
4234,0,4.706,1.1016,1,s1,0.0273,0.0498,4.706,0.5988,0.1259
4235,0,0.6211,0.2466,0,s1,0.1127,0.0449,0.2356,0.6211,0.2185
4236,0,0.7065,0.3707,0,s1,0.1178,0.0185,0.3329,0.6779,0.7065
4237,0,0.5374,0.2293,0,s1,0.2164,0.0502,0.2511,0.0915,0.5374
4238,0,1.03,0.4085,0,s1,0.2922,0.0519,0.2653,0.4031,1.03
4239,0,1.9512,0.7092,0,s1,0.2922,0.0519,0.2141,1.9512,1.0365
4240,0,1.1638,0.56,0,s1,0.2929,0.0519,0.2413,1.1638,1.0499
4241,0,1.0308,0.3775,0,s1,0.2922,0.0519,0.2784,0.2344,1.0308
4242,0,1.0416,0.5301,0,s1,0.2927,0.0519,0.2637,1.0005,1.0416
4243,0,1.0497,0.4197,0,s1,0.293,0.0519,0.2996,0.4041,1.0497
4244,0,0.8327,0.4065,0,s1,0.2757,0.1262,0.042,0.8327,0.756
4245,0,1.0487,0.4312,0,s1,0.293,0.0519,0.2826,0.4796,1.0487
4246,0,1.0492,0.4075,0,s1,0.293,0.0519,0.2982,0.3453,1.0492
4247,0,1.7011,0.6592,0,s1,0.2934,0.0519,0.1993,1.7011,1.0502
4248,0,1.0501,0.4891,0,s1,0.2932,0.0519,0.2598,0.7903,1.0501
4249,0,1.0369,0.4699,0,s1,0.2925,0.0519,0.2664,0.7018,1.0369
4250,0,1.2579,0.5718,0,s1,0.2923,0.0519,0.2194,1.2579,1.0376
4251,0,2.2292,0.7665,0,s1,0.2923,0.0519,0.2195,2.2292,1.0397
4252,0,1.5856,0.6211,0,s1,0.2104,0.0518,0.2506,1.5856,1.0071
4253,0,1.0517,0.5296,0,s1,0.2932,0.0519,0.2679,0.9832,1.0517
4254,0,2.0512,0.7312,0,s1,0.2933,0.0519,0.2065,2.0512,1.0533
4255,0,1.8319,0.6927,0,s1,0.2932,0.0519,0.2329,1.8319,1.0536
4256,0,1.5542,0.639,0,s1,0.2933,0.0519,0.2422,1.5542,1.0535
4257,0,1.2553,0.5834,0,s1,0.2932,0.0519,0.2636,1.2553,1.0528
4258,0,1.7854,0.6841,0,s1,0.2932,0.0519,0.2356,1.7854,1.0546
4259,0,1.0528,0.519,0,s1,0.2934,0.0519,0.2639,0.9332,1.0528
4260,0,1.1594,0.5668,0,s1,0.2932,0.0519,0.2753,1.1594,1.0544
4261,0,2.6057,0.8301,0,s1,0.291,0.0519,0.1778,2.6057,1.0242
4262,0,2.584,0.8421,0,s1,0.2934,0.0519,0.222,2.584,1.0593
4263,0,2.8288,0.8852,0,s1,0.2927,0.0519,0.2123,2.8288,1.0405
4264,1,2.522,0.7996,0,s1,0.1815,0.0519,0.2456,2.522,0.9972
4265,0,1.0477,0.3511,0,s1,0.2931,0.0519,0.3043,0.0587,1.0477
4266,0,1.0477,0.4712,0,s1,0.2931,0.0519,0.2438,0.7193,1.0477
4267,0,0.9732,0.5521,0,s1,0.2885,0.0519,0.6489,0.7982,0.9732
4268,0,1.0366,0.4137,0,s1,0.2925,0.0519,0.2677,0.4199,1.0366
4269,0,1.0484,0.4564,0,s1,0.2931,0.0519,0.2522,0.6362,1.0484
4270,0,0.867,0.3459,0,s1,0.2899,0.0507,0.3262,0.1957,0.867
4271,0,1.0479,0.3827,0,s1,0.2934,0.0519,0.3273,0.1931,1.0479
4272,0,1.0479,0.3776,0,s1,0.2934,0.0519,0.3252,0.1697,1.0479
4273,0,1.0479,0.3769,0,s1,0.2934,0.0519,0.3249,0.1664,1.0479
4274,0,1.0487,0.3805,0,s1,0.2934,0.0519,0.3263,0.182,1.0487
4275,0,1.0479,0.3853,0,s1,0.2934,0.0519,0.3284,0.2047,1.0479
4276,0,1.0327,0.3816,0,s1,0.2928,0.0519,0.3234,0.2074,1.0327
4277,0,1.0479,0.3786,0,s1,0.2934,0.0519,0.3256,0.1743,1.0479
4278,0,1.0483,0.3903,0,s1,0.2934,0.0519,0.3304,0.2274,1.0483
4279,0,1.0479,0.3839,0,s1,0.2934,0.0519,0.3278,0.1985,1.0479
4280,0,1.0479,0.3761,0,s1,0.2934,0.0519,0.3245,0.1627,1.0479
4281,0,1.0483,0.3778,0,s1,0.2934,0.0519,0.3252,0.1702,1.0483
4282,0,1.0473,0.3808,0,s1,0.2934,0.0519,0.3255,0.1858,1.0473
4283,0,1.0479,0.3734,0,s1,0.2934,0.0519,0.3234,0.1503,1.0479
4284,0,1.0479,0.3875,0,s1,0.2934,0.0519,0.3293,0.2151,1.0479
4285,0,1.0479,0.3688,0,s1,0.2934,0.0519,0.3215,0.1295,1.0479
4286,0,1.0479,0.3791,0,s1,0.2934,0.0519,0.3258,0.1765,1.0479
4287,0,1.0479,0.3841,0,s1,0.2934,0.0519,0.3279,0.1993,1.0479
4288,0,1.0487,0.3813,0,s1,0.2934,0.0519,0.3273,0.1852,1.0487
4289,0,1.0483,0.3764,0,s1,0.2934,0.0519,0.3246,0.1637,1.0483
4290,0,0.6152,0.3908,0,s1,0.219,0.0513,0.5605,0.5082,0.6152
4291,0,0.4256,0.182,0,s1,0.2175,0.0479,0.4256,0.1698,0.0494
4292,0,0.3012,0.1634,0,s1,0.1823,0.0488,0.2815,0.0034,0.3012
4293,0,0.5215,0.2536,0,s1,0.101,0.0332,0.2592,0.3533,0.5215
4294,0,0.7307,0.3455,0,s1,0.1353,0.0121,0.3245,0.5251,0.7307
4295,0,0.6214,0.2348,0,s1,0.0481,0.046,0.2754,0.6214,0.1831
4296,0,0.6376,0.22,0,s1,0.1313,0.0278,0.2864,0.6376,0.0171
4297,0,0.5735,0.3018,0,s1,0.2267,0.0505,0.2303,0.5735,0.428
4298,0,0.6194,0.2349,0,s1,0.1024,0.0232,0.3047,0.6194,0.125
4299,0,0.535,0.2641,0,s1,0.0845,0.0357,0.3076,0.535,0.3577
4300,0,0.3969,0.1869,0,s1,0.2274,0.0503,0.1062,0.1536,0.3969
4301,0,0.9061,0.3431,0,s1,0.2795,0.0518,0.2894,0.1885,0.9061
4302,0,0.3691,0.2218,0,s1,0.1873,0.0441,0.3004,0.3691,0.2079
4303,0,0.6445,0.3001,0,s1,0.2104,0.0479,0.3015,0.6445,0.2961
4304,0,0.6423,0.3096,0,s1,0.1658,0.0492,0.3047,0.6423,0.3862
4305,0,1.1057,0.4082,0,s1,0.0717,0.0396,1.1057,0.7834,0.0406
4306,0,0.5222,0.1952,0,s1,0.1357,0.0512,0.1958,0.0709,0.5222
4307,0,1.0478,0.3566,0,s1,0.2934,0.0519,0.3015,0.0886,1.0478
4308,0,1.0473,0.3545,0,s1,0.2932,0.0519,0.3025,0.0778,1.0473
4309,0,1.0474,0.3475,0,s1,0.2932,0.0519,0.3126,0.0323,1.0474
4310,0,1.0474,0.3446,0,s1,0.2932,0.0519,0.3114,0.0191,1.0474
4311,0,1.0475,0.358,0,s1,0.2932,0.0519,0.3008,0.0968,1.0475
4312,0,1.0468,0.3915,0,s1,0.293,0.0519,0.2838,0.282,1.0468
4313,0,1.0482,0.3424,0,s1,0.2933,0.0519,0.3087,0.0098,1.0482
4314,0,1.048,0.4275,0,s1,0.2932,0.0519,0.2856,0.4588,1.048
4315,0,1.0474,0.3551,0,s1,0.2932,0.0519,0.3023,0.0805,1.0474
4316,0,1.0473,0.3842,0,s1,0.2932,0.0519,0.2876,0.241,1.0473
4317,0,1.0479,0.3755,0,s1,0.2934,0.0519,0.2921,0.1922,1.0479
4318,0,1.0471,0.3589,0,s1,0.2931,0.0519,0.3003,0.1023,1.0471
4319,0,1.0487,0.3754,0,s1,0.2934,0.0519,0.3242,0.1587,1.0487
4320,0,1.048,0.3762,0,s1,0.2932,0.0519,0.3246,0.1634,1.048
4321,0,1.0474,0.3528,0,s1,0.2932,0.0519,0.3148,0.0566,1.0474
4322,0,0.987,0.3515,0,s1,0.2844,0.0519,0.3208,0.1134,0.987
4323,0,1.0476,0.3561,0,s1,0.2933,0.0519,0.3018,0.0859,1.0476
4324,0,0.9715,0.3587,0,s1,0.2839,0.0519,0.3179,0.1684,0.9715
4325,0,1.0471,0.3595,0,s1,0.2931,0.0519,0.3177,0.0877,1.0471
4326,0,1.0471,0.3528,0,s1,0.2931,0.0519,0.3034,0.0686,1.0471
4327,0,1.2942,0.5745,0,s1,0.2899,0.0518,0.262,1.2942,0.9747
4328,0,1.7718,0.6876,0,s1,0.2934,0.0519,0.2608,1.7718,1.0602
4329,0,1.2986,0.5973,0,s1,0.2934,0.0519,0.2824,1.2986,1.0602
4330,0,3.0328,0.9293,1,s1,0.2934,0.0519,0.2077,3.0328,1.0607
4331,0,3.1258,0.946,1,s1,0.2934,0.0519,0.1988,3.1258,1.0602
4332,0,1.6127,0.6572,0,s1,0.2934,0.0519,0.268,1.6127,1.0602
4333,0,1.7641,0.6861,0,s1,0.2934,0.0519,0.2611,1.7641,1.0602
4334,0,2.5797,0.842,0,s1,0.2934,0.0519,0.2242,2.5797,1.0607
4335,0,1.568,0.6487,0,s1,0.2934,0.0519,0.2701,1.568,1.0602
4336,0,1.9142,0.7148,0,s1,0.2934,0.0519,0.2542,1.9142,1.0602
4337,0,2.141,0.7581,0,s1,0.2934,0.0519,0.2439,2.141,1.0602
4338,0,1.7312,0.6799,0,s1,0.2934,0.0519,0.2626,1.7312,1.0602
4339,0,3.3013,0.9795,1,s1,0.2934,0.0519,0.1908,3.3013,1.0602
4340,0,2.1881,0.7671,0,s1,0.2934,0.0519,0.2417,2.1881,1.0602
4341,0,3.0961,0.9404,1,s1,0.2934,0.0519,0.2002,3.0961,1.0602
4342,0,3.2438,0.9685,1,s1,0.2934,0.0519,0.1934,3.2438,1.0602
4343,0,1.3384,0.6049,0,s1,0.2934,0.0519,0.2806,1.3384,1.0602
4344,0,2.7068,0.8661,0,s1,0.2934,0.0519,0.218,2.7068,1.0602
4345,0,2.0162,0.7343,0,s1,0.2934,0.0519,0.2496,2.0162,1.0602
4346,0,2.7234,0.8692,0,s1,0.2934,0.0519,0.2172,2.7234,1.0602
4347,0,1.6151,0.6577,0,s1,0.2934,0.0519,0.2679,1.6151,1.0602
4348,0,3.0884,0.9389,1,s1,0.2934,0.0519,0.2005,3.0884,1.0602
4349,0,4.3074,1.1715,1,s1,0.2934,0.0519,0.1448,4.3074,1.0602
4350,0,1.3957,0.6158,0,s1,0.2934,0.0519,0.278,1.3957,1.0602
4351,0,2.4827,0.8233,0,s1,0.2934,0.0519,0.2282,2.4827,1.0602
4352,0,1.5681,0.6487,0,s1,0.2934,0.0519,0.2701,1.5681,1.0602
4353,0,2.2865,0.7858,0,s1,0.2934,0.0519,0.2372,2.2865,1.0602
4354,0,2.1943,0.7682,0,s1,0.2934,0.0519,0.2414,2.1943,1.0602
4355,0,0.9207,0.3797,0,s1,0.2335,0.0495,0.2782,0.4164,0.9207
4356,0,2.5143,0.8293,0,s1,0.2934,0.0519,0.2268,2.5143,1.0602
4357,0,1.4534,0.6268,0,s1,0.2934,0.0519,0.2753,1.4534,1.0602
4358,0,2.3768,0.8031,0,s1,0.2934,0.0519,0.2331,2.3768,1.0602
4359,0,1.2235,0.583,0,s1,0.2934,0.0519,0.2858,1.2235,1.0602
4360,0,2.2121,0.7716,0,s1,0.2934,0.0519,0.2406,2.2121,1.0602
4361,0,3.3444,0.985,1,s1,0.293,0.0519,0.1857,3.3444,1.0501
4362,0,2.4677,0.8204,0,s1,0.2934,0.0519,0.2289,2.4677,1.0602
4363,0,2.1492,0.7596,0,s1,0.2934,0.0519,0.2435,2.1492,1.0602
4364,0,3.523,1.0218,1,s1,0.2934,0.0519,0.1807,3.523,1.0602
4365,0,1.6923,0.6704,0,s1,0.293,0.0519,0.2621,1.6923,1.0528
4366,0,2.6576,0.8567,0,s1,0.2934,0.0519,0.2202,2.6576,1.0602
4367,0,0.6015,0.3049,0,s1,0.1482,0.0512,0.2945,0.429,0.6015
4368,0,0.5859,0.3188,0,s1,0.2669,0.0515,0.1722,0.5176,0.5859
4369,0,0.5635,0.2622,0,s1,0.3762,0.0492,0.1529,0.5635,0.1693
4370,0,0.4933,0.2709,0,s1,0.2711,0.0514,0.065,0.4933,0.4735
4371,0,0.5135,0.2704,0,s1,0.2708,0.0513,0.0756,0.5135,0.4406
4372,0,0.5165,0.2726,0,s1,0.2713,0.0513,0.079,0.5165,0.4449
4373,0,0.4999,0.2672,0,s1,0.2712,0.0514,0.0621,0.4999,0.4516
4374,0,0.6144,0.2897,0,s1,0.2144,0.0472,0.2372,0.6144,0.3353
