window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_auth_flow_count,z_syn_flag_sum
2752,0,0.2128,0.1343,0,s2,0.2128,0.0558
2753,0,0.8853,0.4706,0,s2,0.8853,0.0558
2758,0,0.7618,0.4088,0,s2,0.7618,0.0558
2773,0,1.3108,0.6833,0,s2,1.3108,0.0558
2774,0,6.6846,3.5104,1,s2,0.3362,6.6846
2775,0,20.1653,13.4832,1,s2,6.8011,20.1653
2776,0,0.2128,0.1343,0,s2,0.2128,0.0558
2777,0,2.4089,1.2324,0,s2,2.4089,0.0558
2778,0,1.3108,0.6833,0,s2,1.3108,0.0558
2779,0,2.9579,1.5068,0,s2,2.9579,0.0558
2780,0,0.8853,0.4706,0,s2,0.8853,0.0558
2785,0,0.3362,0.196,0,s2,0.3362,0.0558
2801,0,0.3362,0.196,0,s2,0.3362,0.0558
2802,0,0.8853,0.4706,0,s2,0.8853,0.0558
2803,0,0.8853,0.4706,0,s2,0.8853,0.0558
2807,0,0.3362,0.196,0,s2,0.3362,0.0558
2808,0,0.8853,0.4706,0,s2,0.8853,0.0558
2812,0,0.3362,0.196,0,s2,0.3362,0.0558
2815,0,0.8853,0.4706,0,s2,0.8853,0.0558
2817,0,0.8853,0.4706,0,s2,0.8853,0.0558
2818,0,0.8853,0.4706,0,s2,0.8853,0.0558
2856,0,0.3362,0.196,0,s2,0.3362,0.0558
2858,0,0.3362,0.196,0,s2,0.3362,0.0558
2859,0,0.7618,0.4088,0,s2,0.7618,0.0558
2861,0,0.8853,0.4706,0,s2,0.8853,0.0558
2864,0,0.3362,0.196,0,s2,0.3362,0.0558
2866,0,0.8853,0.4706,0,s2,0.8853,0.0558
2894,0,0.7618,0.4088,0,s2,0.7618,0.0558
2922,0,0.3362,0.196,0,s2,0.3362,0.0558
2947,0,0.7618,0.4088,0,s2,0.7618,0.0558
2948,0,0.3362,0.196,0,s2,0.3362,0.0558
2959,0,0.8853,0.4706,0,s2,0.8853,0.0558
2960,0,0.8853,0.4706,0,s2,0.8853,0.0558
2961,0,0.8853,0.4706,0,s2,0.8853,0.0558
2962,0,0.3362,0.196,0,s2,0.3362,0.0558
2965,0,0.8853,0.4706,0,s2,0.8853,0.0558
2997,0,0.8853,0.4706,0,s2,0.8853,0.0558
2999,0,0.2128,0.1343,0,s2,0.2128,0.0558
3007,0,1.8599,0.9578,0,s2,1.8599,0.0558
3008,0,0.7618,0.4088,0,s2,0.7618,0.0558
3009,0,0.3362,0.196,0,s2,0.3362,0.0558
3017,0,2.4089,1.2324,0,s2,2.4089,0.0558
3021,0,0.8853,0.4706,0,s2,0.8853,0.0558
3074,0,0.8853,0.4706,0,s2,0.8853,0.0558
3075,0,0.8853,0.4706,0,s2,0.8853,0.0558
3077,0,0.3362,0.196,0,s2,0.3362,0.0558
3078,0,0.8853,0.4706,0,s2,0.8853,0.0558
3080,0,0.2128,0.1343,0,s2,0.2128,0.0558
3115,0,0.8853,0.4706,0,s2,0.8853,0.0558
3116,0,0.8853,0.4706,0,s2,0.8853,0.0558
3129,0,0.2128,0.1343,0,s2,0.2128,0.0558
3176,0,0.2128,0.1343,0,s2,0.2128,0.0558
3183,0,0.8853,0.4706,0,s2,0.8853,0.0558
3192,0,0.7618,0.4088,0,s2,0.7618,0.0558
3193,0,0.8853,0.4706,0,s2,0.8853,0.0558
3195,0,0.3362,0.196,0,s2,0.3362,0.0558
3198,0,0.3362,0.196,0,s2,0.3362,0.0558
3199,0,0.8853,0.4706,0,s2,0.8853,0.0558
3201,0,0.8853,0.4706,0,s2,0.8853,0.0558
3202,0,0.8853,0.4706,0,s2,0.8853,0.0558
3204,0,0.8853,0.4706,0,s2,0.8853,0.0558
3213,0,0.8853,0.4706,0,s2,0.8853,0.0558
3215,0,0.8853,0.4706,0,s2,0.8853,0.0558
3216,0,0.3362,0.196,0,s2,0.3362,0.0558
3244,0,0.3362,0.196,0,s2,0.3362,0.0558
3245,0,1.3108,0.6833,0,s2,1.3108,0.0558
3246,0,0.7618,0.4088,0,s2,0.7618,0.0558
3247,0,0.8853,0.4706,0,s2,0.8853,0.0558
3250,0,0.7618,0.4088,0,s2,0.7618,0.0558
3255,0,0.2128,0.1343,0,s2,0.2128,0.0558
3284,0,0.7618,0.4088,0,s2,0.7618,0.0558
3287,0,0.3362,0.196,0,s2,0.3362,0.0558
3288,0,0.8853,0.4706,0,s2,0.8853,0.0558
3294,0,0.8853,0.4706,0,s2,0.8853,0.0558
3304,0,0.8853,0.4706,0,s2,0.8853,0.0558
3305,0,20.1653,13.2087,1,s2,6.2521,20.1653
3306,0,6.6846,4.5467,1,s2,2.4089,6.6846
3307,0,3.507,1.7814,1,s2,3.507,0.0558
3308,0,4.056,2.0559,1,s2,4.056,0.0558
3328,0,0.8853,0.4706,0,s2,0.8853,0.0558
3333,0,0.3362,0.196,0,s2,0.3362,0.0558
3350,0,0.8853,0.4706,0,s2,0.8853,0.0558
3351,0,0.2128,0.1343,0,s2,0.2128,0.0558
3352,0,0.8853,0.4706,0,s2,0.8853,0.0558
3353,0,0.8853,0.4706,0,s2,0.8853,0.0558
3355,0,0.3362,0.196,0,s2,0.3362,0.0558
3391,0,0.7618,0.4088,0,s2,0.7618,0.0558
3392,0,0.8853,0.4706,0,s2,0.8853,0.0558
3393,0,0.8853,0.4706,0,s2,0.8853,0.0558
3394,0,0.7618,0.4088,0,s2,0.7618,0.0558
3395,0,0.3362,0.196,0,s2,0.3362,0.0558
3396,0,0.3362,0.196,0,s2,0.3362,0.0558
3401,0,0.8853,0.4706,0,s2,0.8853,0.0558
3403,0,0.2128,0.1343,0,s2,0.2128,0.0558
3405,0,0.2128,0.1343,0,s2,0.2128,0.0558
3408,0,0.8853,0.4706,0,s2,0.8853,0.0558
3418,0,0.7618,0.4088,0,s2,0.7618,0.0558
3425,0,0.8853,0.4706,0,s2,0.8853,0.0558
3426,0,0.8853,0.4706,0,s2,0.8853,0.0558
3447,0,0.2128,0.1343,0,s2,0.2128,0.0558
3449,0,0.8853,0.4706,0,s2,0.8853,0.0558
3490,0,0.3362,0.196,0,s2,0.3362,0.0558
3493,0,0.8853,0.4706,0,s2,0.8853,0.0558
3495,0,0.2128,0.1343,0,s2,0.2128,0.0558
3515,0,0.7618,0.4088,0,s2,0.7618,0.0558
3519,0,0.3362,0.196,0,s2,0.3362,0.0558
3523,0,0.2128,0.1343,0,s2,0.2128,0.0558
3525,0,0.8853,0.4706,0,s2,0.8853,0.0558
3527,0,0.7618,0.4088,0,s2,0.7618,0.0558
3567,0,0.7618,0.4088,0,s2,0.7618,0.0558
3568,0,0.2128,0.1343,0,s2,0.2128,0.0558
3571,0,0.2128,0.1343,0,s2,0.2128,0.0558
3609,0,0.8853,0.4706,0,s2,0.8853,0.0558
3610,0,0.3362,0.196,0,s2,0.3362,0.0558
3614,0,0.3362,0.196,0,s2,0.3362,0.0558
3624,0,0.8853,0.4706,0,s2,0.8853,0.0558
3630,0,0.2128,0.1343,0,s2,0.2128,0.0558
3631,0,0.3362,0.196,0,s2,0.3362,0.0558
3643,0,0.7618,0.4088,0,s2,0.7618,0.0558
3651,0,0.8853,0.4706,0,s2,0.8853,0.0558
3657,0,0.8853,0.4706,0,s2,0.8853,0.0558
3666,0,0.3362,0.196,0,s2,0.3362,0.0558
3672,0,0.8853,0.4706,0,s2,0.8853,0.0558
3673,0,0.2128,0.1343,0,s2,0.2128,0.0558
3675,0,0.8853,0.4706,0,s2,0.8853,0.0558
3687,0,0.8853,0.4706,0,s2,0.8853,0.0558
3691,0,0.8853,0.4706,0,s2,0.8853,0.0558
3692,0,0.8853,0.4706,0,s2,0.8853,0.0558
3693,0,0.8853,0.4706,0,s2,0.8853,0.0558
3694,0,0.3362,0.196,0,s2,0.3362,0.0558
3701,0,0.2128,0.1343,0,s2,0.2128,0.0558
3708,0,0.8853,0.4706,0,s2,0.8853,0.0558
3712,0,0.8853,0.4706,0,s2,0.8853,0.0558
3716,0,2.4089,1.2324,0,s2,2.4089,0.0558
3717,0,0.8853,0.4706,0,s2,0.8853,0.0558
3718,0,0.3362,0.196,0,s2,0.3362,0.0558
3740,0,0.7618,0.4088,0,s2,0.7618,0.0558
3741,0,0.3362,0.196,0,s2,0.3362,0.0558
3745,0,0.2128,0.1343,0,s2,0.2128,0.0558
3773,0,0.8853,0.4706,0,s2,0.8853,0.0558
3774,0,0.8853,0.4706,0,s2,0.8853,0.0558
3779,0,0.7618,0.4088,0,s2,0.7618,0.0558
3788,0,0.8853,0.4706,0,s2,0.8853,0.0558
3789,0,0.2128,0.1343,0,s2,0.2128,0.0558
3800,0,20.1653,12.6596,1,s2,5.154,20.1653
3801,0,6.6846,4.5467,1,s2,2.4089,6.6846
3802,0,2.4089,1.2324,0,s2,2.4089,0.0558
3803,0,3.507,1.7814,1,s2,3.507,0.0558
3804,0,0.8853,0.4706,0,s2,0.8853,0.0558
3805,0,0.8853,0.4706,0,s2,0.8853,0.0558
3806,0,0.7618,0.4088,0,s2,0.7618,0.0558
3820,0,0.3362,0.196,0,s2,0.3362,0.0558
3824,0,0.8853,0.4706,0,s2,0.8853,0.0558
3829,0,0.8853,0.4706,0,s2,0.8853,0.0558
3830,0,1.3108,0.6833,0,s2,1.3108,0.0558
3834,0,0.3362,0.196,0,s2,0.3362,0.0558
3835,0,0.8853,0.4706,0,s2,0.8853,0.0558
3836,0,0.8853,0.4706,0,s2,0.8853,0.0558
3902,0,1.8599,0.9578,0,s2,1.8599,0.0558
3904,0,0.2128,0.1343,0,s2,0.2128,0.0558
3907,0,0.8853,0.4706,0,s2,0.8853,0.0558
3930,0,0.7618,0.4088,0,s2,0.7618,0.0558
3963,0,0.8853,0.4706,0,s2,0.8853,0.0558
3965,0,0.8853,0.4706,0,s2,0.8853,0.0558
3999,0,0.8853,0.4706,0,s2,0.8853,0.0558
4001,0,0.8853,0.4706,0,s2,0.8853,0.0558
4008,0,0.2128,0.1343,0,s2,0.2128,0.0558
4014,0,0.3362,0.196,0,s2,0.3362,0.0558
4020,0,0.8853,0.4706,0,s2,0.8853,0.0558
4024,0,0.3362,0.196,0,s2,0.3362,0.0558
4026,0,1.8599,0.9578,0,s2,1.8599,0.0558
4031,0,0.8853,0.4706,0,s2,0.8853,0.0558
4034,0,0.3362,0.196,0,s2,0.3362,0.0558
4074,0,0.7618,0.4088,0,s2,0.7618,0.0558
4075,0,0.2128,0.1343,0,s2,0.2128,0.0558
4076,0,0.8853,0.4706,0,s2,0.8853,0.0558
4078,0,0.2128,0.1343,0,s2,0.2128,0.0558
4080,0,0.8853,0.4706,0,s2,0.8853,0.0558
4125,0,0.3362,0.196,0,s2,0.3362,0.0558
4126,0,0.8853,0.4706,0,s2,0.8853,0.0558
4134,0,0.8853,0.4706,0,s2,0.8853,0.0558
4144,0,0.8853,0.4706,0,s2,0.8853,0.0558
4146,0,0.8853,0.4706,0,s2,0.8853,0.0558
4152,0,0.7618,0.4088,0,s2,0.7618,0.0558
4158,0,0.2128,0.1343,0,s2,0.2128,0.0558
4167,0,0.8853,0.4706,0,s2,0.8853,0.0558
4189,0,0.3362,0.196,0,s2,0.3362,0.0558
4190,0,0.7618,0.4088,0,s2,0.7618,0.0558
4191,0,0.8853,0.4706,0,s2,0.8853,0.0558
4199,0,0.8853,0.4706,0,s2,0.8853,0.0558
4208,0,0.3362,0.196,0,s2,0.3362,0.0558
4212,0,0.3362,0.196,0,s2,0.3362,0.0558
4228,0,0.8853,0.4706,0,s2,0.8853,0.0558
4229,0,0.3362,0.196,0,s2,0.3362,0.0558
4230,0,0.8853,0.4706,0,s2,0.8853,0.0558
4234,0,0.2128,0.1343,0,s2,0.2128,0.0558
4237,0,0.8853,0.4706,0,s2,0.8853,0.0558
4241,0,0.8853,0.4706,0,s2,0.8853,0.0558
4242,0,0.3362,0.196,0,s2,0.3362,0.0558
4251,0,0.8853,0.4706,0,s2,0.8853,0.0558
4264,0,0.8853,0.4706,0,s2,0.8853,0.0558
4269,0,0.8853,0.4706,0,s2,0.8853,0.0558
4270,0,0.7618,0.4088,0,s2,0.7618,0.0558
4274,0,0.2128,0.1343,0,s2,0.2128,0.0558
4289,0,0.8853,0.4706,0,s2,0.8853,0.0558
4290,0,26.9057,14.6573,1,s2,2.4089,26.9057
4291,0,4.056,2.0559,1,s2,4.056,0.0558
4292,0,1.8599,0.9578,0,s2,1.8599,0.0558
4293,0,3.507,1.7814,1,s2,3.507,0.0558
4294,0,0.2128,0.1343,0,s2,0.2128,0.0558
4295,0,0.3362,0.196,0,s2,0.3362,0.0558
4296,0,0.8853,0.4706,0,s2,0.8853,0.0558
4297,0,0.3362,0.196,0,s2,0.3362,0.0558
4298,0,0.8853,0.4706,0,s2,0.8853,0.0558
4307,0,0.3362,0.196,0,s2,0.3362,0.0558
4308,0,0.8853,0.4706,0,s2,0.8853,0.0558
4319,0,0.8853,0.4706,0,s2,0.8853,0.0558
4327,0,0.7618,0.4088,0,s2,0.7618,0.0558
4329,0,0.3362,0.196,0,s2,0.3362,0.0558
4332,0,0.8853,0.4706,0,s2,0.8853,0.0558
4339,0,0.8853,0.4706,0,s2,0.8853,0.0558
4374,0,0.8853,0.4706,0,s2,0.8853,0.0558
4377,0,0.3362,0.196,0,s2,0.3362,0.0558
4378,0,0.8853,0.4706,0,s2,0.8853,0.0558
4405,0,1.3108,0.6833,0,s2,1.3108,0.0558
4428,0,0.2128,0.1343,0,s2,0.2128,0.0558
4429,0,0.8853,0.4706,0,s2,0.8853,0.0558
4451,0,0.8853,0.4706,0,s2,0.8853,0.0558
4453,0,0.2128,0.1343,0,s2,0.2128,0.0558
4457,0,0.8853,0.4706,0,s2,0.8853,0.0558
4458,0,0.3362,0.196,0,s2,0.3362,0.0558
4459,0,0.8853,0.4706,0,s2,0.8853,0.0558
4467,0,0.8853,0.4706,0,s2,0.8853,0.0558
4470,0,0.8853,0.4706,0,s2,0.8853,0.0558
4479,0,0.8853,0.4706,0,s2,0.8853,0.0558
4485,0,0.2128,0.1343,0,s2,0.2128,0.0558
4488,0,0.3362,0.196,0,s2,0.3362,0.0558
4499,0,0.3362,0.196,0,s2,0.3362,0.0558
4503,0,0.2128,0.1343,0,s2,0.2128,0.0558
4508,0,0.8853,0.4706,0,s2,0.8853,0.0558
4512,0,0.3362,0.196,0,s2,0.3362,0.0558
4513,0,0.8853,0.4706,0,s2,0.8853,0.0558
4514,0,0.7618,0.4088,0,s2,0.7618,0.0558
4574,0,0.3362,0.196,0,s2,0.3362,0.0558
4575,0,0.3362,0.196,0,s2,0.3362,0.0558
4577,0,0.7618,0.4088,0,s2,0.7618,0.0558
4583,0,2.9579,1.5068,0,s2,2.9579,0.0558
4584,0,0.2128,0.1343,0,s2,0.2128,0.0558
4590,0,0.3362,0.196,0,s2,0.3362,0.0558
4591,0,0.8853,0.4706,0,s2,0.8853,0.0558
4592,0,0.2128,0.1343,0,s2,0.2128,0.0558
4594,0,1.3108,0.6833,0,s2,1.3108,0.0558
4610,0,0.3362,0.196,0,s2,0.3362,0.0558
4612,0,0.3362,0.196,0,s2,0.3362,0.0558
4613,0,2.4089,1.2324,0,s2,2.4089,0.0558
4614,0,0.8853,0.4706,0,s2,0.8853,0.0558
4633,0,0.3362,0.196,0,s2,0.3362,0.0558
4654,0,0.8853,0.4706,0,s2,0.8853,0.0558
4660,0,0.7618,0.4088,0,s2,0.7618,0.0558
4675,0,0.3362,0.196,0,s2,0.3362,0.0558
4676,0,0.3362,0.196,0,s2,0.3362,0.0558
4679,0,0.7618,0.4088,0,s2,0.7618,0.0558
4680,0,0.2128,0.1343,0,s2,0.2128,0.0558
4681,0,0.8853,0.4706,0,s2,0.8853,0.0558
4696,0,0.2128,0.1343,0,s2,0.2128,0.0558
4697,0,0.3362,0.196,0,s2,0.3362,0.0558
4698,0,0.8853,0.4706,0,s2,0.8853,0.0558
4727,0,0.8853,0.4706,0,s2,0.8853,0.0558
4728,0,0.3362,0.196,0,s2,0.3362,0.0558
4729,0,0.8853,0.4706,0,s2,0.8853,0.0558
4730,0,0.3362,0.196,0,s2,0.3362,0.0558
4732,0,0.8853,0.4706,0,s2,0.8853,0.0558
4733,0,0.3362,0.196,0,s2,0.3362,0.0558
4734,0,0.8853,0.4706,0,s2,0.8853,0.0558
4735,0,1.8599,0.9578,0,s2,1.8599,0.0558
4741,0,0.3362,0.196,0,s2,0.3362,0.0558
4742,0,0.2128,0.1343,0,s2,0.2128,0.0558
4743,0,1.8599,0.9578,0,s2,1.8599,0.0558
4745,0,0.3362,0.196,0,s2,0.3362,0.0558
4747,0,0.3362,0.196,0,s2,0.3362,0.0558
4782,0,0.7618,0.4088,0,s2,0.7618,0.0558
4783,0,0.8853,0.4706,0,s2,0.8853,0.0558
4786,0,0.8853,0.4706,0,s2,0.8853,0.0558
4787,0,0.7618,0.4088,0,s2,0.7618,0.0558
4791,0,0.7618,0.4088,0,s2,0.7618,0.0558
4792,0,0.7618,0.4088,0,s2,0.7618,0.0558
4798,0,0.8853,0.4706,0,s2,0.8853,0.0558
4799,0,0.7618,0.4088,0,s2,0.7618,0.0558
4808,0,2.4089,1.2324,0,s2,2.4089,0.0558
4809,0,0.8853,0.4706,0,s2,0.8853,0.0558
4821,0,0.3362,0.196,0,s2,0.3362,0.0558
4823,0,1.3108,0.6833,0,s2,1.3108,0.0558
4824,0,0.7618,0.4088,0,s2,0.7618,0.0558
4834,0,1.8599,0.9578,0,s2,1.8599,0.0558
4846,0,0.7618,0.4088,0,s2,0.7618,0.0558
4847,0,0.8853,0.4706,0,s2,0.8853,0.0558
4859,0,0.3362,0.196,0,s2,0.3362,0.0558
4867,0,0.3362,0.196,0,s2,0.3362,0.0558
4868,0,1.8599,0.9578,0,s2,1.8599,0.0558
4869,0,1.3108,0.6833,0,s2,1.3108,0.0558
4871,0,0.7618,0.4088,0,s2,0.7618,0.0558
4872,0,0.7618,0.4088,0,s2,0.7618,0.0558
4887,0,0.8853,0.4706,0,s2,0.8853,0.0558
4896,0,0.8853,0.4706,0,s2,0.8853,0.0558
4898,0,0.8853,0.4706,0,s2,0.8853,0.0558
4905,0,1.3108,0.6833,0,s2,1.3108,0.0558
4915,0,0.7618,0.4088,0,s2,0.7618,0.0558
4918,0,0.3362,0.196,0,s2,0.3362,0.0558
4919,0,0.7618,0.4088,0,s2,0.7618,0.0558
4921,0,0.8853,0.4706,0,s2,0.8853,0.0558
4933,0,0.8853,0.4706,0,s2,0.8853,0.0558
4934,0,0.8853,0.4706,0,s2,0.8853,0.0558
4940,0,0.8853,0.4706,0,s2,0.8853,0.0558
4941,0,0.8853,0.4706,0,s2,0.8853,0.0558
4943,0,0.2128,0.1343,0,s2,0.2128,0.0558
4944,0,0.8853,0.4706,0,s2,0.8853,0.0558
4948,0,2.4089,1.2324,0,s2,2.4089,0.0558
4949,0,0.8853,0.4706,0,s2,0.8853,0.0558
4950,0,1.3108,0.6833,0,s2,1.3108,0.0558
4956,0,2.9579,1.5068,0,s2,2.9579,0.0558
4957,0,0.8853,0.4706,0,s2,0.8853,0.0558
4958,0,0.3362,0.196,0,s2,0.3362,0.0558
4959,0,0.8853,0.4706,0,s2,0.8853,0.0558
4962,0,0.3362,0.196,0,s2,0.3362,0.0558
4984,0,0.3362,0.196,0,s2,0.3362,0.0558
4985,0,0.3362,0.196,0,s2,0.3362,0.0558
5009,0,1.3108,0.6833,0,s2,1.3108,0.0558
5010,0,0.3362,0.196,0,s2,0.3362,0.0558
5011,0,2.9579,1.5068,0,s2,2.9579,0.0558
5015,0,0.3362,0.196,0,s2,0.3362,0.0558
5016,0,0.7618,0.4088,0,s2,0.7618,0.0558
5022,0,1.3108,0.6833,0,s2,1.3108,0.0558
5024,0,1.3108,0.6833,0,s2,1.3108,0.0558
5027,0,0.8853,0.4706,0,s2,0.8853,0.0558
5029,0,0.8853,0.4706,0,s2,0.8853,0.0558
5030,0,0.8853,0.4706,0,s2,0.8853,0.0558
5031,0,0.8853,0.4706,0,s2,0.8853,0.0558
5040,0,0.7618,0.4088,0,s2,0.7618,0.0558
5041,0,1.8599,0.9578,0,s2,1.8599,0.0558
5043,0,0.7618,0.4088,0,s2,0.7618,0.0558
5060,0,5.7031,2.8794,1,s2,5.7031,0.0558
5066,0,0.7618,0.4088,0,s2,0.7618,0.0558
5067,0,0.7618,0.4088,0,s2,0.7618,0.0558
5072,0,0.8853,0.4706,0,s2,0.8853,0.0558
5073,0,1.3108,0.6833,0,s2,1.3108,0.0558
5100,0,0.2128,0.1343,0,s2,0.2128,0.0558
5103,0,0.3362,0.196,0,s2,0.3362,0.0558
5107,0,0.8853,0.4706,0,s2,0.8853,0.0558
5108,0,0.8853,0.4706,0,s2,0.8853,0.0558
5120,0,0.2128,0.1343,0,s2,0.2128,0.0558
5121,0,2.4089,1.2324,0,s2,2.4089,0.0558
5122,0,0.7618,0.4088,0,s2,0.7618,0.0558
5128,0,6.6846,3.7232,1,s2,0.7618,6.6846
5130,0,0.3362,0.196,0,s2,0.3362,0.0558
5131,0,0.7618,0.4088,0,s2,0.7618,0.0558
5132,0,0.7618,0.4088,0,s2,0.7618,0.0558
5172,0,0.7618,0.4088,0,s2,0.7618,0.0558
5175,0,0.3362,0.196,0,s2,0.3362,0.0558
5194,0,0.8853,0.4706,0,s2,0.8853,0.0558
5195,0,0.8853,0.4706,0,s2,0.8853,0.0558
5200,0,0.2128,0.1343,0,s2,0.2128,0.0558
5201,0,0.3362,0.196,0,s2,0.3362,0.0558
5226,0,0.7618,0.4088,0,s2,0.7618,0.0558
5249,0,0.8853,0.4706,0,s2,0.8853,0.0558
5250,0,1.3108,0.6833,0,s2,1.3108,0.0558
5277,0,0.2128,0.1343,0,s2,0.2128,0.0558
5295,0,0.8853,0.4706,0,s2,0.8853,0.0558
5336,0,0.8853,0.4706,0,s2,0.8853,0.0558
5337,0,0.2128,0.1343,0,s2,0.2128,0.0558
5345,0,0.7618,0.4088,0,s2,0.7618,0.0558
5346,0,0.7618,0.4088,0,s2,0.7618,0.0558
5349,0,0.7618,0.4088,0,s2,0.7618,0.0558
5358,0,0.3362,0.196,0,s2,0.3362,0.0558
5364,0,0.3362,0.196,0,s2,0.3362,0.0558
5375,0,0.8853,0.4706,0,s2,0.8853,0.0558
5376,0,0.2128,0.1343,0,s2,0.2128,0.0558
5383,0,0.3362,0.196,0,s2,0.3362,0.0558
5387,0,1.3108,0.6833,0,s2,1.3108,0.0558
5388,0,0.2128,0.1343,0,s2,0.2128,0.0558
5389,0,0.7618,0.4088,0,s2,0.7618,0.0558
5394,0,0.8853,0.4706,0,s2,0.8853,0.0558
5395,0,0.3362,0.196,0,s2,0.3362,0.0558
5396,0,0.8853,0.4706,0,s2,0.8853,0.0558
5407,0,0.8853,0.4706,0,s2,0.8853,0.0558
5408,0,0.8853,0.4706,0,s2,0.8853,0.0558
5426,0,0.8853,0.4706,0,s2,0.8853,0.0558
5428,0,0.8853,0.4706,0,s2,0.8853,0.0558
5468,0,0.7618,0.4088,0,s2,0.7618,0.0558
5469,0,0.8853,0.4706,0,s2,0.8853,0.0558
5470,0,0.8853,0.4706,0,s2,0.8853,0.0558
5478,0,0.3362,0.196,0,s2,0.3362,0.0558
5499,0,0.7618,0.4088,0,s2,0.7618,0.0558
5539,0,0.7618,0.4088,0,s2,0.7618,0.0558
5562,0,0.8853,0.4706,0,s2,0.8853,0.0558
5563,0,0.8853,0.4706,0,s2,0.8853,0.0558
5564,0,0.3362,0.196,0,s2,0.3362,0.0558
5565,0,0.8853,0.4706,0,s2,0.8853,0.0558
5566,0,0.2128,0.1343,0,s2,0.2128,0.0558
5584,0,0.8853,0.4706,0,s2,0.8853,0.0558
5585,0,0.3362,0.196,0,s2,0.3362,0.0558
5586,0,0.8853,0.4706,0,s2,0.8853,0.0558
5613,0,0.7618,0.4088,0,s2,0.7618,0.0558
5637,0,0.2128,0.1343,0,s2,0.2128,0.0558
5638,0,0.8853,0.4706,0,s2,0.8853,0.0558
5641,0,0.3362,0.196,0,s2,0.3362,0.0558
5650,0,0.3362,0.196,0,s2,0.3362,0.0558
5651,0,0.8853,0.4706,0,s2,0.8853,0.0558
5670,0,0.2128,0.1343,0,s2,0.2128,0.0558
5671,0,1.3108,0.6833,0,s2,1.3108,0.0558
5672,0,0.8853,0.4706,0,s2,0.8853,0.0558
5715,0,0.8853,0.4706,0,s2,0.8853,0.0558
5716,0,0.2128,0.1343,0,s2,0.2128,0.0558
5721,0,0.3362,0.196,0,s2,0.3362,0.0558
5734,0,0.7618,0.4088,0,s2,0.7618,0.0558
5746,0,0.2128,0.1343,0,s2,0.2128,0.0558
5747,0,0.8853,0.4706,0,s2,0.8853,0.0558
5758,0,0.8853,0.4706,0,s2,0.8853,0.0558
5759,0,0.3362,0.196,0,s2,0.3362,0.0558
5760,0,0.8853,0.4706,0,s2,0.8853,0.0558
5781,0,0.3362,0.196,0,s2,0.3362,0.0558
5791,0,0.3362,0.196,0,s2,0.3362,0.0558
5792,0,0.2128,0.1343,0,s2,0.2128,0.0558
5793,0,0.8853,0.4706,0,s2,0.8853,0.0558
5807,0,0.2128,0.1343,0,s2,0.2128,0.0558
5809,0,0.2128,0.1343,0,s2,0.2128,0.0558
5814,0,0.8853,0.4706,0,s2,0.8853,0.0558
5815,0,1.3108,0.6833,0,s2,1.3108,0.0558
5818,0,0.8853,0.4706,0,s2,0.8853,0.0558
5819,0,0.7618,0.4088,0,s2,0.7618,0.0558
5821,0,0.8853,0.4706,0,s2,0.8853,0.0558
5826,0,0.8853,0.4706,0,s2,0.8853,0.0558
5827,0,0.8853,0.4706,0,s2,0.8853,0.0558
5836,0,0.3362,0.196,0,s2,0.3362,0.0558
5879,0,0.3362,0.196,0,s2,0.3362,0.0558
5900,0,0.8853,0.4706,0,s2,0.8853,0.0558
5901,0,0.8853,0.4706,0,s2,0.8853,0.0558
5902,0,0.2128,0.1343,0,s2,0.2128,0.0558
5908,0,0.3362,0.196,0,s2,0.3362,0.0558
5909,0,0.8853,0.4706,0,s2,0.8853,0.0558
5930,0,1.8599,0.9578,0,s2,1.8599,0.0558
5935,0,0.3362,0.196,0,s2,0.3362,0.0558
5955,0,0.2128,0.1343,0,s2,0.2128,0.0558
5956,0,0.2128,0.1343,0,s2,0.2128,0.0558
5959,0,0.3362,0.196,0,s2,0.3362,0.0558
5961,0,1.3108,0.6833,0,s2,1.3108,0.0558
5967,0,0.3362,0.196,0,s2,0.3362,0.0558
6038,0,0.3362,0.196,0,s2,0.3362,0.0558
6039,0,0.8853,0.4706,0,s2,0.8853,0.0558
6042,0,0.8853,0.4706,0,s2,0.8853,0.0558
6049,0,0.3362,0.196,0,s2,0.3362,0.0558
6062,0,0.2128,0.1343,0,s2,0.2128,0.0558
6083,0,0.3362,0.196,0,s2,0.3362,0.0558
6084,0,1.8599,0.9578,0,s2,1.8599,0.0558
6091,0,0.3362,0.196,0,s2,0.3362,0.0558
6092,0,0.7618,0.4088,0,s2,0.7618,0.0558
6093,0,0.3362,0.196,0,s2,0.3362,0.0558
6094,0,0.7618,0.4088,0,s2,0.7618,0.0558
6104,0,0.2128,0.1343,0,s2,0.2128,0.0558
6133,0,0.2128,0.1343,0,s2,0.2128,0.0558
6134,0,0.8853,0.4706,0,s2,0.8853,0.0558
6152,0,0.3362,0.196,0,s2,0.3362,0.0558
6155,0,0.3362,0.196,0,s2,0.3362,0.0558
6157,0,0.2128,0.1343,0,s2,0.2128,0.0558
6158,0,0.8853,0.4706,0,s2,0.8853,0.0558
6168,0,0.3362,0.196,0,s2,0.3362,0.0558
6179,0,0.3362,0.196,0,s2,0.3362,0.0558
6234,0,0.7618,0.4088,0,s2,0.7618,0.0558
6237,0,0.3362,0.196,0,s2,0.3362,0.0558
