window,privesc_count,urg_sum,psh_sum,rst_sum,label
7349,11,11,0,0,0
7350,7,7,0,0,0
7351,6,6,0,0,0
7352,17,17,0,0,0
7353,21,21,0,0,0
7354,2,2,0,0,0
7356,2,2,0,0,0
7361,1,1,0,0,0
7363,2,2,0,0,0
7364,22,22,0,0,0
7365,19,19,0,0,0
7366,12,12,0,0,0
7367,14,14,0,0,0
7368,3,3,0,0,0
7369,8,8,0,0,0
7370,6,6,0,0,0
7371,20,20,0,0,0
7372,19,19,0,0,0
7373,3,3,0,0,0
7374,3,3,0,0,0
7375,2,2,0,0,0
7376,13,13,0,0,0
7377,8,8,0,0,0
7379,1,1,0,0,0
7380,1,1,0,0,0
7382,1,1,0,0,0
7384,4,4,0,0,0
7385,2,2,0,0,0
7386,6,6,0,0,0
7387,6,6,0,0,0
7388,9,9,0,0,0
7389,5,5,0,0,0
7390,9,9,0,0,0
7391,22,22,0,0,0
7392,18,18,0,0,0
7396,2,2,0,0,0
7397,2,2,0,0,0
7398,2,2,0,0,0
7399,5,5,0,0,0
7400,20,20,0,0,0
7401,19,19,0,0,0
7402,7,7,0,0,0
7405,1,1,0,0,0
7406,1,1,0,0,0
7407,5,5,0,0,0
7408,6,6,0,0,0
7409,12,12,0,0,0
7410,18,18,0,0,0
7411,12,12,0,0,0
7412,8,8,0,0,0
7413,2,2,0,0,0
7414,2,2,0,0,0
7416,2,2,0,0,0
7417,1,1,0,0,0
7418,2,2,0,0,0
7419,3,3,0,0,0
7420,3,3,0,0,0
7421,8,8,0,0,0
7422,10,10,0,0,0
7423,17,17,0,0,0
7424,4,4,0,0,0
7425,15,15,0,0,0
7426,17,17,0,0,0
7427,18,18,0,0,0
7428,14,14,0,0,0
7429,5,5,0,0,0
7430,19,19,0,0,0
7431,7,7,0,0,0
7432,5,5,0,0,0
7433,6,6,0,0,0
7434,7,7,0,0,0
7435,1,1,0,0,0
7436,2,2,0,0,0
7437,2,2,0,0,0
7438,3,3,0,0,0
7439,3,3,0,0,0
7440,1,1,0,0,0
7441,2,2,0,0,0
7442,3,3,0,0,0
7443,3,3,0,0,0
7444,3,3,0,0,0
7445,2,2,0,0,0
7450,2,2,0,0,0
7452,1,1,0,0,0
7453,10,10,0,0,0
7454,1,1,0,0,0
7456,13,13,0,0,0
7457,3,3,0,0,0
7458,10,10,0,0,0
7459,6,6,0,0,0
7461,4,4,0,0,0
7462,11,11,0,0,0
7463,9,9,0,0,0
7464,10,10,0,0,0
7465,11,11,0,0,0
7466,7,7,0,0,0
7467,17,17,0,0,0
7468,18,18,0,0,0
7469,33,33,0,0,0
7470,17,17,0,0,0
7471,10,10,0,0,0
7472,19,19,0,0,0
7473,4,4,0,0,0
7474,1,1,0,0,0
7475,8,8,0,0,0
7476,18,18,0,0,0
7477,30,30,0,0,0
7478,15,15,0,0,0
7479,2,2,0,0,0
7480,2,2,0,0,0
7481,7,7,0,0,0
7482,2,2,0,0,0
7483,2,2,0,0,0
7484,15,15,0,0,0
7485,5,5,0,0,0
7486,5,5,0,0,0
7488,6,6,0,0,0
7489,14,14,0,0,0
7490,7,7,0,0,0
7491,8,8,0,0,0
7492,10,10,0,0,0
7493,14,14,0,0,1
7494,3,3,0,0,0
7497,1,1,0,0,0
7500,1,1,0,0,0
7503,1,1,0,0,0
7507,1,1,0,0,0
7509,14,14,0,0,0
7510,10,10,0,0,0
7511,1,1,0,0,0
7512,15,15,0,0,0
7514,6,6,0,0,0
7516,4,4,0,0,0
7517,18,18,0,0,0
7518,1,1,0,0,0
7520,1,1,0,0,0
7521,1,1,0,0,0
7522,2,2,0,0,0
7525,15,15,0,0,0
7526,4,4,0,0,0
7527,1,1,0,0,0
7528,1,1,0,0,0
7529,1,1,0,0,0
7530,16,16,0,0,0
7531,7,7,0,0,0
7532,11,11,0,0,0
7535,1,1,0,0,0
7538,12,12,0,0,0
7539,2,2,0,0,0
7540,2,2,0,0,0
7541,5,5,0,0,0
7542,26,26,0,0,0
7543,34,34,0,0,0
7544,30,30,0,0,0
7545,16,16,0,0,0
7546,17,17,0,0,0
7547,4,4,0,0,0
7552,5,5,0,0,0
7553,13,13,0,0,0
7554,5,5,0,0,0
7555,5,5,0,0,0
7556,2,2,0,0,0
7558,8,8,0,0,0
7559,1,1,0,0,0
7560,3,3,0,0,0
7561,10,10,0,0,0
7562,6,6,0,0,0
7563,3,3,0,0,0
7564,1,1,0,0,0
7565,1,1,0,0,0
7568,1,1,0,0,0
7569,2,2,0,0,0
7570,21,21,0,0,0
7571,14,14,0,0,0
7572,12,12,0,0,0
7573,22,22,0,0,0
7576,1,1,0,0,0
7577,10,10,0,0,0
7578,14,14,0,0,1
7579,10,10,0,0,1
7580,3,3,0,0,0
7581,2,2,0,0,0
7583,2,2,0,0,0
7586,1,1,0,0,1
7587,2,2,0,0,0
7589,1,1,0,0,0
7591,4,4,0,0,0
7592,6,6,0,0,0
7593,9,9,0,0,0
7594,8,8,0,0,0
7595,18,18,0,0,1
7596,17,17,0,0,0
7597,1,1,0,0,0
7600,2,2,0,0,0
7601,12,12,0,0,0
7602,6,6,0,0,1
7603,8,8,0,0,0
7604,3,3,0,0,1
7608,7,7,0,0,0
7619,3,3,0,0,0
7620,15,15,0,0,0
7621,3,3,0,0,1
7622,15,15,0,0,0
7623,2,2,0,0,0
7624,3,3,0,0,0
7626,6,6,0,0,0
7627,7,7,0,0,0
7628,11,11,0,0,0
7629,6,6,0,0,0
7630,20,20,0,0,0
7631,18,18,0,0,0
7636,2,2,0,0,1
7637,12,12,0,0,1
7638,14,14,0,0,0
7639,7,7,0,0,0
7640,7,7,0,0,0
7644,1,1,0,0,0
7649,1,1,0,0,0
7653,1,1,0,0,0
7654,3,3,0,0,0
7658,2,2,0,0,0
7659,1,1,0,0,0
7661,1,1,0,0,0
7662,5,5,0,0,0
7663,19,19,0,0,0
7664,14,14,0,0,0
7665,6,6,0,0,0
7666,13,13,0,0,0
7667,6,6,0,0,0
7668,1,1,0,0,0
7669,9,9,0,0,0
7670,36,36,0,0,0
7671,14,14,0,0,0
7672,3,3,0,0,0
7677,3,3,0,0,0
7678,4,4,0,0,0
7679,1,1,0,0,0
7680,1,1,0,0,0
7681,2,2,0,0,0
7683,1,1,0,0,0
7685,2,2,0,0,0
7686,2,2,0,0,0
7687,2,2,0,0,0
7691,1,1,0,0,0
7692,2,2,0,0,0
7693,1,1,0,0,0
7694,2,2,0,0,0
7695,5,5,0,0,0
7696,15,15,0,0,0
7697,15,15,0,0,0
7698,10,10,0,0,0
7700,9,9,0,0,0
7701,1,1,0,0,0
7703,1,1,0,0,0
7704,1,1,0,0,0
7705,7,7,0,0,0
7706,16,16,0,0,0
7707,9,9,0,0,0
7708,7,7,0,0,0
7709,6,6,0,0,0
7710,7,7,0,0,0
7711,7,7,0,0,0
7712,9,9,0,0,0
7713,6,6,0,0,0
7714,4,4,0,0,0
7716,3,3,0,0,0
7717,8,8,0,0,0
7718,3,3,0,0,0
7720,5,5,0,0,0
7721,3,3,0,0,0
7724,1,1,0,0,0
7725,1,1,0,0,0
7726,4,4,0,0,0
7728,6,6,0,0,0
7729,3,3,0,0,0
7730,1,1,0,0,0
7731,8,8,0,0,0
7732,3,3,0,0,0
7733,1,1,0,0,0
7734,7,7,0,0,0
7735,2,2,0,0,0
7736,1,1,0,0,0
7737,1,1,0,0,0
7739,2,2,0,0,0
7740,1,1,0,0,0
7742,2,2,0,0,0
7747,5,5,0,0,0
7748,1,1,0,0,0
7749,2,2,0,0,0
7752,3,3,0,0,0
7753,1,1,0,0,0
7754,17,17,0,0,0
7755,3,3,0,0,0
7757,9,9,0,0,0
7758,11,11,0,0,0
7761,2,2,0,0,0
7762,3,3,0,0,0
7763,10,10,0,0,0
7765,8,8,0,0,0
7766,8,8,0,0,0
7767,15,15,0,0,0
7768,9,9,0,0,0
7769,23,23,0,0,0
7770,17,17,0,0,0
7771,6,6,0,0,0
7772,9,9,0,0,0
7773,3,3,0,0,0
7775,5,5,0,0,0
7776,1,1,0,0,0
7779,1,1,0,0,0
7780,1,1,0,0,0
7787,1,1,0,0,0
7788,2,2,0,0,0
7790,1,1,0,0,0
7791,3,3,0,0,0
7793,5,5,0,0,0
7794,7,7,0,0,0
7795,8,8,0,0,0
7796,24,24,0,0,0
7797,3,3,0,0,0
7798,2,2,0,0,0
7799,1,1,0,0,0
7800,1,1,0,0,0
7801,11,11,0,0,0
7803,9,9,0,0,0
7804,9,9,0,0,0
7805,3,3,0,0,0
7806,6,6,0,0,0
7807,8,8,0,0,0
7808,4,4,0,0,0
7809,1,1,0,0,0
7810,2,2,0,0,0
7811,8,8,0,0,0
7816,3,3,0,0,0
7817,4,4,0,0,0
7819,10,10,0,0,0
7820,4,4,0,0,0
7821,2,2,0,0,0
7822,7,7,0,0,0
7823,6,6,0,0,0
7824,13,13,0,0,0
7825,1,1,0,0,0
7826,4,4,0,0,0
7827,2,2,0,0,0
7829,1,1,0,0,0
7830,3,3,0,0,0
7832,4,4,0,0,0
7837,2,2,0,0,0
7839,12,12,0,0,0
7840,14,14,0,0,0
7842,2,2,0,0,0
7843,2,2,0,0,0
7844,1,1,0,0,0
7845,2,2,0,0,0
7848,1,1,0,0,0
7850,1,1,0,0,0
7851,3,3,0,0,0
7852,3,3,0,0,0
7853,14,14,0,0,0
7854,10,10,0,0,0
7855,6,6,0,0,0
7856,3,3,0,0,0
7857,3,3,0,0,0
7859,4,4,0,0,0
7864,1,1,0,0,0
7865,1,1,0,0,0
7870,2,2,0,0,0
7871,1,1,0,0,0
7872,1,1,0,0,0
7873,6,6,0,0,0
7875,12,12,0,0,0
7876,2,2,0,0,0
7877,14,14,0,0,0
7878,15,15,0,0,0
7879,9,9,0,0,0
7880,25,25,0,0,0
7881,20,20,0,0,0
7882,24,24,0,0,0
7883,29,29,0,0,0
7884,16,16,0,0,0
7885,8,8,0,0,0
7886,8,8,0,0,0
7887,18,18,0,0,0
7888,8,8,0,0,0
7889,12,12,0,0,0
7893,4,4,0,0,0
7894,1,1,0,0,0
7896,4,4,0,0,0
7897,1,1,0,0,0
7899,10,10,0,0,0
7900,5,5,0,0,0
7901,3,3,0,0,0
7902,1,1,0,0,0
7904,6,6,0,0,0
7907,6,6,0,0,0
7908,2,2,0,0,0
7909,2,2,0,0,0
7911,4,4,0,0,0
7913,5,5,0,0,0
7915,2,2,0,0,0
7917,8,8,0,0,0
7918,2,2,0,0,0
7919,2,2,0,0,0
7922,2,2,0,0,0
7923,7,7,0,0,0
7924,6,6,0,0,0
7925,7,7,0,0,0
7926,10,10,0,0,0
7927,7,7,0,0,0
7928,3,3,0,0,0
7929,13,13,0,0,0
7930,9,9,0,0,0
7931,5,5,0,0,0
7932,2,2,0,0,0
7933,2,2,0,0,0
7934,25,25,0,0,0
7935,8,8,0,0,0
7936,10,10,0,0,0
7937,13,13,0,0,0
7938,8,8,0,0,0
7939,12,12,0,0,0
7940,25,25,0,0,0
7941,11,11,0,0,0
7942,2,2,0,0,0
7944,5,5,0,0,0
7950,2,2,0,0,0
7951,13,13,0,0,0
7952,4,4,0,0,0
7953,7,7,0,0,0
7954,10,10,0,0,0
7955,9,9,0,0,0
7956,2,2,0,0,0
7957,4,4,0,0,0
7958,11,11,0,0,0
7959,1,1,0,0,0
7960,5,5,0,0,0
7961,3,3,0,0,0
7962,11,11,0,0,0
7963,10,10,0,0,0
7964,8,8,0,0,0
7965,12,12,0,0,0
7966,12,12,0,0,0
7967,3,3,0,0,0
7968,7,7,0,0,0
7969,9,9,0,0,0
7970,9,9,0,0,0
7972,1,1,0,0,0
7973,3,3,0,0,0
7977,9,9,0,0,0
7979,4,4,0,0,0
7980,4,4,0,0,0
7987,1,1,0,0,0
7988,2,2,0,0,0
7994,3,3,0,0,0
7995,3,3,0,0,0
7996,2,2,0,0,0
7998,14,14,0,0,0
7999,34,34,0,0,0
8000,2,2,0,0,0
8002,7,7,0,0,0
8003,8,8,0,0,0
8004,1,1,0,0,0
8005,2,2,0,0,0
8006,8,8,0,0,0
8007,20,20,0,0,0
8008,7,7,0,0,0
8010,2,2,0,0,0
8011,2,2,0,0,0
8015,1,1,0,0,0
8018,1,1,0,0,0
8019,12,12,0,0,0
8020,17,17,0,0,0
8021,9,9,0,0,0
8022,1,1,0,0,0
8023,4,4,0,0,0
8024,3,3,0,0,0
8025,16,16,0,0,0
8026,10,10,0,0,0
8027,34,34,0,0,0
8028,8,8,0,0,0
8029,18,18,0,0,0
8031,6,6,0,0,0
8033,1,1,0,0,0
8034,2,2,0,0,0
8035,2,2,0,0,0
8038,1,1,0,0,0
8040,4,4,0,0,0
8043,4,4,0,0,0
8044,4,4,0,0,0
8046,5,5,0,0,0
8047,15,15,0,0,0
8048,15,15,0,0,0
8049,23,23,0,0,0
8050,14,14,0,0,0
8051,13,13,0,0,0
8052,14,14,0,0,0
8053,7,7,0,0,0
8054,3,3,0,0,0
8055,11,11,0,0,0
8056,17,17,0,0,0
8057,25,25,0,0,0
8058,14,14,0,0,0
8059,5,5,0,0,0
8060,3,3,0,0,0
8061,2,2,0,0,0
8062,6,6,0,0,0
8063,3,3,0,0,0
8064,1,1,0,0,0
8065,4,4,0,0,0
8066,7,7,0,0,0
8067,2,2,0,0,0
8068,2,2,0,0,0
8069,8,8,0,0,0
8070,1,1,0,0,0
8071,11,11,0,0,0
8072,4,4,0,0,0
8073,3,3,0,0,0
8074,10,10,0,0,0
8075,10,10,0,0,0
8076,9,9,0,0,0
8077,4,4,0,0,0
8078,7,7,0,0,0
8079,15,15,0,0,0
8080,14,14,0,0,0
8081,2,2,0,0,0
8083,2,2,0,0,0
8090,5,5,0,0,0
8091,4,4,0,0,0
8092,6,6,0,0,0
8097,1,1,0,0,0
8098,9,9,0,0,0
8099,2,2,0,0,0
8100,1,1,0,0,0
8103,1,1,0,0,0
8104,3,3,0,0,0
8105,6,6,0,0,0
8106,1,1,0,0,0
8107,2,2,0,0,0
8108,7,7,0,0,0
8109,1,1,0,0,0
8110,14,14,0,0,0
8111,28,28,0,0,0
8112,13,13,0,0,0
8113,14,14,0,0,0
8114,16,16,0,0,0
8115,3,3,0,0,0
8116,5,5,0,0,0
8118,9,9,0,0,0
8119,19,19,0,0,0
8120,10,10,0,0,0
8121,16,16,0,0,0
8122,7,7,0,0,0
8123,1,1,0,0,0
8124,2,2,0,0,0
8125,4,4,0,0,0
8126,1,1,0,0,0
8128,2,2,0,0,0
8129,3,3,0,0,0
8130,20,20,0,0,0
8131,16,16,0,0,0
8132,12,12,0,0,0
8133,7,7,0,0,0
8136,2,2,0,0,0
8139,12,12,0,0,0
8140,16,16,0,0,0
8141,4,4,0,0,0
8143,9,9,0,0,0
8144,14,14,0,0,0
8145,9,9,0,0,0
8146,11,11,0,0,0
8147,16,16,0,0,0
8148,10,10,0,0,0
8149,8,8,0,0,0
8151,3,3,0,0,0
8153,7,7,0,0,0
8154,15,15,0,0,0
8155,1,1,0,0,0
8156,12,12,0,0,0
8158,1,1,0,0,0
8159,2,2,0,0,0
8160,6,6,0,0,0
8161,1,1,0,0,0
8162,1,1,0,0,0
8163,11,11,0,0,0
8166,7,7,0,0,0
8167,23,23,0,0,0
8168,14,14,0,0,0
8169,16,16,0,0,0
8170,9,9,0,0,0
8171,16,16,0,0,0
8174,1,1,0,0,0
8179,2,2,0,0,0
8180,3,3,0,0,0
8181,17,17,0,0,0
8182,12,12,0,0,0
8183,10,10,0,0,0
8184,37,37,0,0,0
8185,18,18,0,0,0
8186,17,17,0,0,0
8192,1,1,0,0,0
8194,3,3,0,0,0
8195,3,3,0,0,0
8196,11,11,0,0,0
8197,24,24,0,0,0
8198,6,6,0,0,0
8201,9,9,0,0,0
8202,6,6,0,0,0
8203,9,9,0,0,0
8207,1,1,0,0,0
8208,2,2,0,0,0
8209,3,3,0,0,0
8210,3,3,0,0,0
8211,8,8,0,0,0
8212,8,8,0,0,0
8215,29,29,0,0,0
8216,11,11,0,0,0
8217,16,16,0,0,0
8218,3,3,0,0,0
8219,2,2,0,0,0
8221,6,6,0,0,0
8222,15,15,0,0,0
8223,22,22,0,0,0
8224,4,4,0,0,0
8225,2,2,0,0,0
8226,17,17,0,0,0
8227,2,2,0,0,0
8229,7,7,0,0,0
8231,9,9,0,0,0
8232,4,4,0,0,0
8233,2,2,0,0,0
8234,18,18,0,0,0
8235,3,3,0,0,0
8236,3,3,0,0,0
8237,2,2,0,0,0
8238,10,10,0,0,0
8239,3,3,0,0,0
8240,5,5,0,0,0
8241,1,1,0,0,0
8242,9,9,0,0,0
8245,2,2,0,0,0
8247,19,19,0,0,0
8248,2,2,0,0,0
8249,4,4,0,0,0
8250,1,1,0,0,0
8252,9,9,0,0,0
8253,7,7,0,0,0
8255,21,21,0,0,0
8256,10,10,0,0,0
8257,3,3,0,0,0
8258,3,3,0,0,0
8259,3,3,0,0,0
8260,6,6,0,0,0
8261,4,4,0,0,0
8262,7,7,0,0,0
8263,16,16,0,0,0
8264,5,5,0,0,0
8265,2,2,0,0,0
8266,12,12,0,0,0
8267,15,15,0,0,0
8269,2,2,0,0,0
8270,11,11,0,0,0
8274,1,1,0,0,0
8276,1,1,0,0,0
8277,3,3,0,0,0
8280,1,1,0,0,0
8281,1,1,0,0,0
8283,8,8,0,0,0
8284,6,6,0,0,0
8285,4,4,0,0,0
8286,1,1,0,0,0
8287,11,11,0,0,0
8288,10,10,0,0,0
8289,6,6,0,0,0
8290,3,3,0,0,0
8292,3,3,0,0,0
8293,7,7,0,0,0
8294,3,3,0,0,0
8295,4,4,0,0,0
8296,9,9,0,0,0
8297,11,11,0,0,0
8298,16,16,0,0,0
8299,11,11,0,0,0
8300,3,3,0,0,0
8301,1,1,0,0,0
8302,1,1,0,0,0
8304,6,6,0,0,0
8305,8,8,0,0,0
8306,7,7,0,0,0
8307,14,14,0,0,0
8308,4,4,0,0,0
8309,1,1,0,0,0
8310,3,3,0,0,0
8311,18,18,0,0,0
8315,3,3,0,0,0
8316,2,2,0,0,0
8318,5,5,0,0,0
8319,2,2,0,0,0
8322,7,7,0,0,0
8323,13,13,0,0,0
8324,12,12,0,0,0
8325,12,12,0,0,0
8326,25,25,0,0,0
8327,18,18,0,0,0
8328,7,7,0,0,0
8330,2,2,0,0,0
8331,6,6,0,0,0
8333,3,3,0,0,0
8334,6,6,0,0,0
8336,1,1,0,0,0
8337,10,10,0,0,0
8338,5,5,0,0,0
8340,7,7,0,0,0
8341,3,3,0,0,0
8342,2,2,0,0,0
8343,3,3,0,0,0
8344,2,2,0,0,0
8345,2,2,0,0,0
8346,1,1,0,0,0
8347,2,2,0,0,0
8348,2,2,0,0,0
8351,15,15,0,0,0
8352,5,5,0,0,0
8353,13,13,0,0,0
8354,2,2,0,0,0
8356,1,1,0,0,0
8358,15,15,0,0,0
8359,12,12,0,0,0
8360,6,6,0,0,0
8361,1,1,0,0,0
8362,7,7,0,0,0
8363,3,3,0,0,0
8364,2,2,0,0,0
8365,5,5,0,0,0
8366,17,17,0,0,0
8367,20,20,0,0,0
8368,2,2,0,0,0
8369,11,11,0,0,0
8370,11,11,0,0,0
8371,10,10,0,0,0
8372,13,13,0,0,0
8373,5,5,0,0,0
8374,2,2,0,0,0
8375,2,2,0,0,0
8377,8,8,0,0,0
8378,5,5,0,0,0
8379,7,7,0,0,0
8380,8,8,0,0,0
8381,6,6,0,0,0
8382,7,7,0,0,0
8383,5,5,0,0,0
8385,1,1,0,0,0
8386,3,3,0,0,0
8387,2,2,0,0,0
8388,2,2,0,0,0
8389,10,10,0,0,0
8391,1,1,0,0,0
8392,2,2,0,0,0
8393,5,5,0,0,0
8394,6,6,0,0,0
8395,1,1,0,0,0
8396,9,9,0,0,0
8397,2,2,0,0,0
8402,3,3,0,0,0
8403,15,15,0,0,0
8404,14,14,0,0,0
8405,5,5,0,0,0
8406,5,5,0,0,0
8407,8,8,0,0,0
8408,1,1,0,0,0
8409,2,2,0,0,0
8417,1,1,0,0,0
8422,2,2,0,0,0
8423,20,20,0,0,0
8424,12,12,0,0,0
8425,3,3,0,0,0
8427,1,1,0,0,0
8428,13,13,0,0,0
8429,12,12,0,0,0
8432,2,2,0,0,0
8434,6,6,0,0,0
8435,9,9,0,0,0
8436,7,7,0,0,0
8437,5,5,0,0,0
8438,9,9,0,0,0
8439,4,4,0,0,0
8441,8,8,0,0,0
8442,14,14,0,0,0
8443,15,15,0,0,0
8444,8,8,0,0,0
8447,5,5,0,0,0
8450,1,1,0,0,0
8451,2,2,0,0,0
8452,1,1,0,0,0
8453,1,1,0,0,0
8454,7,7,0,0,0
8455,11,11,0,0,0
8456,5,5,0,0,0
8457,2,2,0,0,0
8459,2,2,0,0,0
8466,3,3,0,0,0
8467,1,1,0,0,0
8470,2,2,0,0,0
8471,2,2,0,0,0
8472,2,2,0,0,0
8473,3,3,0,0,0
8475,6,6,0,0,0
8476,5,5,0,0,0
8477,5,5,0,0,0
8478,5,5,0,0,0
8480,1,1,0,0,0
8481,2,2,0,0,0
8482,20,20,0,0,0
8483,10,10,0,0,0
8487,1,1,0,0,0
8490,1,1,0,0,0
8492,5,5,0,0,0
8493,2,2,0,0,0
8494,3,3,0,0,0
8495,5,5,0,0,0
8497,6,6,0,0,0
8499,3,3,0,0,0
8500,2,2,0,0,0
8501,1,1,0,0,0
8502,2,2,0,0,0
8503,5,5,0,0,0
8504,4,4,0,0,0
8505,7,7,0,0,0
8506,12,12,0,0,0
8507,13,13,0,0,0
8508,3,3,0,0,0
8509,10,10,0,0,0
8510,8,8,0,0,0
8511,7,7,0,0,0
8512,12,12,0,0,0
8513,5,5,0,0,0
8514,6,6,0,0,0
8515,18,18,0,0,0
8516,14,14,0,0,0
8517,12,12,0,0,0
8518,8,8,0,0,0
8519,26,26,0,0,0
8520,29,29,0,0,0
8521,25,25,0,0,0
8522,34,34,0,0,0
8523,9,9,0,0,0
8524,3,3,0,0,0
8525,7,7,0,0,0
8526,10,10,0,0,0
8527,2,2,0,0,0
8528,3,3,0,0,0
8529,4,4,0,0,0
8530,1,1,0,0,0
8532,12,12,0,0,0
8533,6,6,0,0,0
8534,1,1,0,0,0
8536,4,4,0,0,0
8538,2,2,0,0,0
8539,6,6,0,0,0
8540,3,3,0,0,0
8541,2,2,0,0,0
8542,4,4,0,0,0
8543,7,7,0,0,0
8544,3,3,0,0,0
8545,3,3,0,0,0
8546,10,10,0,0,0
8547,5,5,0,0,0
8548,4,4,0,0,0
8549,1,1,0,0,0
8550,4,4,0,0,0
8551,12,12,0,0,0
8552,5,5,0,0,0
8556,1,1,0,0,0
8560,1,1,0,0,0
8570,1,1,0,0,0
8571,2,2,0,0,0
8572,9,9,0,0,0
8573,4,4,0,0,0
8575,1,1,0,0,0
8576,5,5,0,0,0
8579,4,4,0,0,0
8581,5,5,0,0,0
8582,6,6,0,0,0
8583,23,23,0,0,0
8584,4,4,0,0,0
8587,17,17,0,0,0
8588,2,2,0,0,0
8589,1,1,0,0,0
8590,5,5,0,0,0
8591,19,19,0,0,0
8592,5,5,0,0,0
8593,8,8,0,0,0
8594,13,13,0,0,0
8595,10,10,0,0,0
8596,6,6,0,0,0
8597,12,12,0,0,0
8598,9,9,0,0,0
8599,16,16,0,0,0
8600,21,21,0,0,0
8601,9,9,0,0,0
8602,9,9,0,0,0
8603,2,2,0,0,0
8604,4,4,0,0,0
8605,1,1,0,0,0
8606,3,3,0,0,0
8607,3,3,0,0,0
8609,2,2,0,0,0
8610,2,2,0,0,0
8612,6,6,0,0,0
8616,5,5,0,0,0
8617,2,2,0,0,0
8619,4,4,0,0,0
8620,16,16,0,0,0
8621,20,20,0,0,0
8622,34,34,0,0,0
8623,21,21,0,0,0
8624,26,26,0,0,0
8625,11,11,0,0,0
8626,13,13,0,0,0
8630,2,2,0,0,0
8636,11,11,0,0,0
8637,13,13,0,0,0
8638,26,26,0,0,0
8639,21,21,0,0,0
8640,4,4,0,0,0
8641,9,9,0,0,0
8642,6,6,0,0,0
8643,1,1,0,0,0
8647,1,1,0,0,0
8648,1,1,0,0,0
8650,1,1,0,0,0
8651,2,2,0,0,0
8652,5,5,0,0,0
8653,3,3,0,0,0
8654,6,6,0,0,0
8655,1,1,0,0,0
8656,3,3,0,0,0
8657,13,13,0,0,0
8658,13,13,0,0,0
8659,2,2,0,0,0
8660,1,1,0,0,0
8661,6,6,0,0,0
8663,2,2,0,0,0
8664,1,1,0,0,0
8665,12,12,0,0,0
8666,29,29,0,0,0
8667,33,33,0,0,0
8668,38,38,0,0,0
8669,14,14,0,0,0
8670,6,6,0,0,0
8671,7,7,0,0,0
8672,13,13,0,0,0
8673,6,6,0,0,0
8674,1,1,0,0,0
8675,2,2,0,0,0
8679,1,1,0,0,0
8681,1,1,0,0,0
8682,4,4,0,0,0
8684,2,2,0,0,0
8685,6,6,0,0,0
8686,11,11,0,0,0
8687,9,9,0,0,0
8688,21,21,0,0,0
8689,16,16,0,0,0
8690,43,43,0,0,0
8691,44,44,0,0,0
8692,22,22,0,0,0
8693,13,13,0,0,0
8694,48,48,0,0,0
8695,13,13,0,0,0
8696,21,21,0,0,0
8698,4,4,0,0,0
8700,3,3,0,0,0
8701,1,1,0,0,0
8702,8,8,0,0,0
8703,10,10,0,0,0
8704,29,29,0,0,0
8705,45,45,0,0,0
8706,10,10,0,0,0
8707,3,3,0,0,0
8709,6,6,0,0,0
8710,14,14,0,0,0
8711,3,3,0,0,0
8714,1,1,0,0,0
8717,12,12,0,0,0
8718,11,11,0,0,0
8720,1,1,0,0,0
8721,5,5,0,0,0
8722,11,11,0,0,0
8729,1,1,0,0,0
8730,1,1,0,0,0
8733,2,2,0,0,0
8734,7,7,0,0,0
8735,3,3,0,0,0
8736,4,4,0,0,0
8737,9,9,0,0,0
8738,11,11,0,0,0
8739,12,12,0,0,0
8740,4,4,0,0,0
8741,1,1,0,0,0
8742,6,6,0,0,0
8743,1,1,0,0,0
8744,1,1,0,0,0
8746,2,2,0,0,0
8749,35,35,0,0,0
8750,23,23,0,0,0
8751,9,9,0,0,0
8752,18,18,0,0,0
8753,6,6,0,0,0
8754,5,5,0,0,0
8755,1,1,0,0,0
8769,4,4,0,0,0
8770,1,1,0,0,0
8773,3,3,0,0,0
8774,2,2,0,0,0
8775,2,2,0,0,0
8776,4,4,0,0,0
8778,2,2,0,0,0
8780,8,8,0,0,0
8781,8,8,0,0,0
8782,17,17,0,0,0
8783,1,1,0,0,0
8784,1,1,0,0,0
8785,1,1,0,0,0
8786,1,1,0,0,0
8787,16,16,0,0,0
8788,23,23,0,0,0
8789,12,12,0,0,0
8790,12,12,0,0,0
8795,3,3,0,0,0
8796,1,1,0,0,0
8797,1,1,0,0,0
8798,1,1,0,0,0
8799,1,1,0,0,0
8801,4,4,0,0,0
8802,7,7,0,0,0
8803,4,4,0,0,0
8804,3,3,0,0,0
8805,5,5,0,0,0
8806,12,12,0,0,0
8807,25,25,0,0,0
8808,9,9,0,0,0
8809,5,5,0,0,0
8810,1,1,0,0,0
8811,10,10,0,0,0
8812,5,5,0,0,0
8813,3,3,0,0,0
8814,16,16,0,0,0
8817,2,2,0,0,0
8818,33,33,0,0,0
8819,26,26,0,0,0
8820,3,3,0,0,0
8821,5,5,0,0,0
8822,7,7,0,0,0
8823,17,17,0,0,0
8824,11,11,0,0,0
8825,13,13,0,0,0
8826,1,1,0,0,0
8827,6,6,0,0,0
8828,6,6,0,0,0
8829,11,11,0,0,0
8830,15,15,0,0,0
8831,19,19,0,0,0
8832,18,18,0,0,0
8833,2,2,0,0,0
8834,5,5,0,0,0
8835,2,2,0,0,0
8836,2,2,0,0,0
8838,1,1,0,0,0
8841,1,1,0,0,0
8844,1,1,0,0,0
8845,1,1,0,0,0
8847,2,2,0,0,0
8848,1,1,0,0,0
8849,7,7,0,0,0
