window,avg_asymmetry,max_asymmetry,asymmetry_entropy,down_up_ratio,init_win_fwd,label
3253,0.5454235786364755,0.8,0.9284696990362244,0.76,901.1,0
3254,0.5694117647058824,0.8,0.8812908992306927,0.7,901.12,0
3255,0.5430588235294117,0.8,0.7601675029619656,0.78,921.6,0
3256,0.556235294117647,0.8,0.8267463724926178,0.74,880.64,0
3257,0.5694117647058824,0.8,0.8812908992306927,0.7,901.12,0
3258,0.8,0.8,0.0,0.0,1024.0,0
3259,0.8,0.8,0.0,0.0,1024.0,0
3260,0.8,0.8,0.0,0.0,1024.0,0
3261,0.8,0.8,0.0,0.0,1024.0,0
3262,0.6425612658976543,0.9507100796674749,1.8750598103870533,0.46,1987.04,0
3263,0.48164857539237205,0.6531645569620254,0.8972685007309205,1.0,798.58,0
3264,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3265,0.4694809688581315,0.47058823529411764,0.14144054254182067,1.0,962.54,0
3266,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3267,0.48665085538730163,0.97760250313316,2.2664441832926583,0.7,11050.6,0
3268,0.4593870203735252,0.9303621774018651,2.0858362124276555,0.94,3411.12,0
3269,0.47377025008404033,0.7012345679012346,1.425235779471061,1.0,778.0,0
3270,0.45623951581327904,0.6276923076923077,1.130663545987896,1.0,819.0,0
3271,0.4680813466997076,0.9230769230769231,0.799556365373903,0.94,2012.68,0
3272,0.4816407913737021,0.9508693557570184,0.799556365373903,0.94,3800.6,0
3273,0.4635738575367748,0.47058823529411764,0.5621791902022728,1.0,942.0,0
3274,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3275,0.5068764323079337,0.9684337258738102,2.9761746300696417,0.6,14220.48,0
3276,0.5165072605474691,0.8,1.5945560709981454,0.84,798.5,0
3277,0.5019694825994672,0.8,1.296287690159459,0.86,860.0,0
3278,0.5334778038526621,0.8,1.1754312795575996,0.84,880.5,0
3279,0.5246359336196028,0.9833333333333333,2.735017501850243,0.66,6422.86,0
3280,0.5697767743748029,0.9906334655572755,3.0919452363478404,0.7,10137.38,0
3281,0.4617895916749063,0.5768194070080862,0.5621791902022728,0.98,921.5,0
3282,0.47682268369506814,0.6845637583892618,0.759556365373903,1.0,901.0,0
3283,0.44218968899079897,0.9983361064891847,2.1219427338882935,0.74,6482.16,0
3284,0.36445295659702964,0.9944718567251462,1.6801678344246036,0.84,1457.36,0
3285,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3286,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3287,0.4655578093306288,0.6896551724137931,0.2822921890824148,1.1,1005.8,0
3288,0.4793509127789046,0.6896551724137931,0.24229218908241482,1.2,1024.0,0
3289,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3290,0.4580804953560371,0.47058823529411764,0.2822921890824148,1.02,1005.72,0
3291,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3292,0.4517647058823529,0.47058823529411764,0.24229218908241482,0.98,984.62,0
3293,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.1,1024.0,0
3294,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3295,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3296,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.1,1024.0,0
3297,0.46749226006191946,0.47058823529411764,0.14144054254182067,1.02,1008.1,0
3298,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3299,0.4611764705882353,0.47058823529411764,0.14144054254182067,1.0,1335.84,0
3300,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3301,0.4611764705882353,0.47058823529411764,0.14144054254182067,1.0,1006.0,0
3302,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3303,0.4517647058823529,0.47058823529411764,0.24229218908241482,1.0,1297.16,0
3304,0.4769433917242225,0.96875,1.5260675183812424,0.82,3910.64,0
3305,0.2887466929338886,0.9992156862745099,2.2966945626323705,1.42,8654.24,0
3306,0.46608708337337873,0.9944718567251462,2.5627751250165574,1.42,7740.88,0
3307,0.324734712068559,0.972972972972973,2.166803438866068,1.42,5179.98,0
3308,0.31195605883577804,0.9230769230769231,1.5513517686364293,1.78,892.98,0
3309,0.5574122873258797,0.9693705884504261,3.009486175219558,0.88,13334.42,0
3310,0.5238687800936169,0.9844069115311052,2.943082802920264,0.86,16214.54,0
3311,0.5820912660053965,0.9841814097020005,2.91352095112747,0.66,35285.88,0
3312,0.47590220722363086,0.96875,2.8308351141783543,0.62,20737.14,0
3313,0.5247047193218517,0.994165170556553,3.051398010919092,0.84,15455.26,0
3314,0.45304200802873335,0.96875,2.833786320494367,0.96,1317.48,0
3315,0.5781639271815341,0.9922480620155039,3.106819311165902,0.46,29386.64,0
3316,0.5205218454201133,0.9068669837152328,2.8272462176966933,1.0,583.02,0
3317,0.47052132773383903,0.9885057471264368,3.1554633812764936,0.66,11251.0,0
3318,0.4447625380325445,0.9035715781099527,3.0832705717877578,0.74,11104.78,0
3319,0.5162993692685937,0.9885057471264368,3.0211476315793795,0.66,15245.88,0
3320,0.5040599132937159,0.9914529914529915,2.806135355238774,0.48,19584.22,0
3321,0.4218371280152358,0.9230769230769231,3.0089695442402995,0.9,1011.14,0
3322,0.5259722603813154,0.9871794871794872,3.160240000427044,0.54,16360.26,0
3323,0.43701602704002995,0.9885057471264368,2.7463787436478744,0.76,4903.68,0
3324,0.5197240063356415,0.9912280701754386,2.4133986219047596,0.44,10251.98,0
3325,0.389719018686672,0.9772727272727273,2.377333439685613,0.64,4334.42,0
3326,0.5239061656268033,0.9960624780841576,2.6776021937847063,0.72,4292.58,1
3327,0.48723944250535944,0.9814814814814815,2.17760750569293,0.62,6986.16,0
3328,0.4909480530930107,0.9991673605328892,0.24229218908241482,0.98,1466.4,0
3329,0.46857565952155544,0.48695652173913045,0.2822921890824148,1.0,942.04,0
3330,0.4717480530930107,0.9991673605328892,0.2822921890824148,0.96,860.12,0
3331,0.4705882352941176,0.47058823529411764,0.0,1.0,839.68,0
3332,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3333,0.4543155579989005,0.5981308411214953,0.38254266919774566,0.98,803.7,0
3334,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3335,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3336,0.4705882352941176,0.47058823529411764,0.0,1.0,921.6,0
3337,0.4694809688581315,0.47058823529411764,0.14144054254182067,1.0,880.62,0
3338,0.45020920053189895,0.5140562248995983,0.38254266919774566,1.0,823.96,0
3339,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3340,0.46730087250211094,0.47058823529411764,0.14144054254182067,1.0,839.66,0
3341,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3342,0.4611764705882353,0.47058823529411764,0.14144054254182067,0.98,1012.4,0
3343,0.4748061002178649,0.6814814814814815,0.14144054254182067,1.0,921.58,0
3344,0.482470323859881,0.96,0.2822921890824148,1.0,1535.98,0
3345,0.46809538950715424,0.47058823529411764,0.14144054254182067,1.0,880.62,0
3346,0.4611764705882353,0.47058823529411764,0.14144054254182067,1.0,867.02,0
3347,0.4705882352941176,0.47058823529411764,0.0,1.0,921.6,0
3348,0.636139428464888,0.9980694980694981,2.5056800655710902,0.84,14832.5,0
3349,0.3914489938004633,0.9851747992444871,2.4474066936981678,0.74,6280.34,0
3350,0.4072055230483802,0.9230769230769231,1.8303733624522696,0.54,1784.28,0
3351,0.8,0.8,0.0,0.0,1024.0,0
3352,0.8,0.8,0.0,0.0,1024.0,0
3353,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3354,0.8,0.8,0.0,0.0,1024.0,0
3355,0.772357142857143,0.8,0.3274449191544763,0.0,978.98,0
3356,0.784,0.8,0.14144054254182067,0.0,1003.5,0
3357,0.8,0.8,0.0,0.0,1024.0,0
3358,0.8,0.8,0.0,0.0,1024.0,0
3359,0.784,0.8,0.14144054254182067,0.02,1004.1,0
3360,0.784,0.8,0.14144054254182067,0.0,1003.5,0
3361,0.8,0.8,0.0,0.0,1024.0,0
3362,0.8,0.8,0.0,0.0,1024.0,0
3363,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3364,0.7665788399293807,0.96875,0.5621791902022728,0.02,1123.38,0
3365,0.8,0.8,0.0,0.0,1024.0,0
3366,0.8,0.8,0.0,0.0,1024.0,0
3367,0.8,0.8,0.0,0.0,1024.0,0
3368,0.7970548302872064,0.8,0.14144054254182067,0.02,1003.5,0
3369,0.784,0.8,0.14144054254182067,0.02,1008.38,0
3370,0.784,0.8,0.14144054254182067,0.02,1005.8,0
3371,0.8,0.8,0.0,0.0,1024.0,0
3372,0.8,0.8,0.0,0.0,1024.0,0
3373,0.8,0.8,0.0,0.0,1024.0,0
3374,0.8024615384615384,0.9230769230769231,0.14144054254182067,0.0,1003.52,0
3375,0.8,0.8,0.0,0.0,1024.0,0
3376,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3377,0.8,0.8,0.0,0.0,1024.0,0
3378,0.7660820852042879,0.8,0.5621791902022728,0.06,1531.2,0
3379,0.8,0.8,0.0,0.0,1024.0,0
3380,0.8,0.8,0.0,0.0,1024.0,0
3381,0.8,0.8,0.0,0.0,1024.0,0
3382,0.7944089219330855,0.8,0.14144054254182067,0.02,1003.5,0
3383,0.8,0.8,0.0,0.0,1024.0,0
3384,0.8,0.8,0.0,0.0,1024.0,0
3385,0.8,0.8,0.0,0.0,1024.0,0
3386,0.8,0.8,0.0,0.0,1024.0,0
3387,0.7941149425287357,0.8,0.14144054254182067,0.02,1003.5,0
3388,0.8,0.8,0.0,0.0,1024.0,0
3389,0.8,0.8,0.0,0.0,1024.0,0
3390,0.8,0.8,0.0,0.0,1024.0,0
3391,0.56544206243111,0.9736842105263158,2.679537704685598,0.6,4160.66,0
3392,0.41778319272873504,0.9995835068721366,2.24159351100563,1.1,6486.96,0
3393,0.4758526276260088,0.9821428571428571,3.1121674405488835,0.74,3667.84,0
3394,0.34146234213351834,0.9900990099009901,2.8611440139147186,0.72,4180.46,0
3395,0.35283168500616957,0.9995173745173745,2.5295134680855775,0.96,730.88,0
3396,0.28635531164396133,0.9999497436928334,2.339539785312087,0.64,2524.62,0
3397,0.5412971667436569,0.9473684210526315,3.1741806222509146,0.54,10444.12,0
3398,0.4071017969470185,0.7874794069192751,3.1700445003405058,0.96,34.66,0
3399,0.5623188951273462,0.9780761508067284,3.115783629896564,0.56,11167.06,0
3400,0.3089004819230372,0.6539196940726577,3.0545557501241585,0.98,47.46,0
3401,0.49068678431071755,0.9964601602661022,2.6768168918550805,0.7,11905.02,0
3402,0.4863241530830825,0.9748497310977539,3.09966695315644,0.82,9348.32,0
3403,0.5135610164092851,0.9769204211979976,3.194248072220452,0.58,10786.8,0
3404,0.3459808972580255,0.9401608624247273,2.8877269423182375,0.94,3555.3,0
3405,0.6230538732144297,0.9874434957307886,2.8599872017765104,0.42,16516.72,0
3406,0.411864726043759,0.9230769230769231,2.914164749951081,0.98,76.98,0
3407,0.503518007443909,0.9772727272727273,3.025365925608982,0.54,10776.72,0
3408,0.37328522291456173,0.7927178899082569,2.7785715531366106,0.9,2381.52,0
3409,0.37623099248630143,0.96875,2.951523641725272,0.6,8263.08,0
3410,0.5517082452875133,0.997716894977169,2.7202948796802175,0.46,7853.76,0
3411,0.44374414863917105,0.9473684210526315,3.205533250556852,0.78,7814.74,0
3412,0.5865532761248037,0.96875,2.8027539408084996,0.4,5760.86,0
3413,0.5120104456156236,0.9743589743589743,2.5513517451576124,0.24,10948.06,0
3414,0.44600157620906244,0.9230769230769231,2.9715107774877754,0.38,18175.4,0
3415,0.4404140060045656,0.96875,2.9801937346655647,0.62,4380.36,0
3416,0.49855492257312156,0.9230769230769231,2.9096746843754855,0.54,6616.04,0
3417,0.4469910879174042,0.9959677419354839,2.6245297862980874,0.66,1076.52,0
3418,0.6270027959406252,0.9999439241854988,2.160144167320615,0.54,5381.1,0
3419,0.5486753972967444,0.9719778905689458,2.915631027098351,0.42,14468.9,0
3420,0.47874181454963294,0.9844769019369869,2.645213001936782,0.9,4087.14,0
3421,0.5129359182132313,0.96875,2.6559398551522353,0.94,611.68,0
3422,0.4731761009091276,0.9736842105263158,3.092585733587981,0.34,22715.12,0
3423,0.3671778985249174,0.9230769230769231,2.7683257454166887,0.94,429.22,0
3424,0.41893922547674156,0.9230769230769231,2.972320364221084,0.84,3566.72,0
3425,0.24313342651576067,0.9999497436928334,1.5537740706519905,0.68,1567.56,0
3426,0.37264228163447854,0.9894906297407555,3.027976439385301,0.7,4675.98,0
3427,0.43843917860130693,0.9945054945054945,3.217389939125684,0.32,23457.56,0
3428,0.4874178544763016,0.9544390446275114,2.9681875438941447,0.96,1764.84,0
3429,0.4487598586436727,0.8202764976958525,2.9392357958798456,1.0,4.82,0
3430,0.47200646137822844,0.9230769230769231,2.560549149354915,0.76,8765.24,0
3431,0.5096980531151234,0.7407407407407407,2.789009701343817,1.0,-1.0,0
3432,0.46378215658908184,0.9814814814814815,2.7660498815361105,0.8,4792.62,0
3433,0.34558709394308484,0.9814814814814815,2.934060303352958,0.64,13354.54,0
3434,0.42648757741198706,0.7452631578947368,2.920001923926167,0.98,948.24,0
3435,0.3456885726137658,0.982137665358337,2.7999648655588816,0.38,21084.64,0
3436,0.4172374889758714,0.9230769230769231,2.7651425712577615,1.02,48.76,0
3437,0.41905644480096,0.9642857142857143,2.8628246923615066,0.76,8917.26,0
3438,0.4762565708758145,0.8952941913653738,3.0069722348381025,0.8,7596.18,0
3439,0.46010521594937,0.7943760984182777,2.92926249999435,0.96,762.9,0
3440,0.36874763832160823,0.9854910714285714,3.0570148112524405,0.58,15808.46,0
3441,0.4666562223576587,0.9230769230769231,2.825882556588241,1.0,94.58,0
3442,0.5456441621922898,0.9984639016897081,2.9057137606162065,0.76,2935.52,0
3443,0.46062497331549024,0.96875,2.5444942008143605,0.74,244.08,0
3444,0.25912918045943284,0.9230769230769231,2.104446873890461,0.88,1944.92,0
3445,0.2502392716788479,0.9984639016897081,2.249349123847191,0.86,2735.74,0
3446,0.34632005542802397,0.96875,2.166803438866068,0.66,1986.36,1
3447,0.5527010804321728,0.8,0.9593958620195758,0.74,983.02,0
3448,0.5643813387423936,0.8,1.1424888923155898,0.78,921.58,0
3449,0.6204754563894523,0.8,1.3222356896423437,0.64,1008.26,0
3450,0.6127058823529412,0.8,1.1187890365551307,0.54,942.06,0
3451,0.4611764705882353,0.47058823529411764,0.14144054254182067,0.98,983.02,0
3452,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.06,983.04,0
3453,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3454,0.4655578093306288,0.6896551724137931,0.2822921890824148,1.04,1003.5,0
3455,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3456,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.06,1024.0,0
3457,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3458,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3459,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3460,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.06,1024.0,0
3461,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3462,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.06,1024.0,0
3463,0.48187675070028013,0.9880952380952381,0.38254266919774566,0.96,971.56,0
3464,0.4517647058823529,0.47058823529411764,0.24229218908241482,1.0,992.58,0
3465,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.06,1024.0,0
3466,0.49874306767714827,0.9772727272727273,1.2512159638215654,0.8,2313.36,0
3467,0.4748061002178649,0.6814814814814815,0.14144054254182067,1.0,1003.5,0
3468,0.43549202858713576,0.5981308411214953,0.5411884030780175,1.0,956.74,0
3469,0.40541077229730194,0.9633802816901409,2.952711364394161,1.26,6418.86,0
3470,0.4492027259036082,0.9849366860709357,3.0668193111659017,0.92,10651.12,0
3471,0.48283695196544785,0.9984639016897081,2.846135355238774,0.8,14979.14,0
3472,0.36611008092509806,0.9980694980694981,2.9365742437344133,0.68,11129.84,0
3473,0.4697912003882994,0.9980694980694981,3.1399872017765103,0.64,11123.06,0
3474,0.4276801872094229,0.9848484848484849,2.733618995546497,0.94,3131.94,0
3475,0.45537315519662824,0.9230769230769231,2.7586423046896185,0.98,98.84,0
3476,0.4496511379702438,0.96875,2.6570969833716336,0.68,10848.22,0
3477,0.3978735244078708,0.9473684210526315,3.108172821744488,0.82,52.46,0
3478,0.4531008379252988,0.9230769230769231,2.479458000080889,1.4,4793.4,0
3479,0.3085260899157437,0.96875,2.50686442491781,0.92,7225.34,0
3480,0.430339377829198,0.9984639016897081,2.9313980109190916,0.9,1649.18,0
3481,0.5835496160781972,0.96875,2.8452130019367816,0.68,1249.16,0
3482,0.4352641299917133,0.9736842105263158,2.803590820407828,0.8,3374.12,0
3483,0.44212599317180185,0.96875,2.7587593220041047,1.1,3038.8,0
3484,0.5344952806691486,0.9983361064891847,2.408480499648195,1.56,8299.06,0
3485,0.4506564589232092,0.98292931784545,3.1946265016771656,0.8,8967.16,0
3486,0.4526352105749997,0.9902472042154264,2.9081179424913146,0.94,7533.64,0
3487,0.43895117144983586,0.9994874423372629,2.4145769343322163,0.52,3735.68,0
3488,0.2655796948376419,0.9814814814814815,2.026743843579991,0.68,5494.76,0
3489,0.07955002405228066,0.972972972972973,0.8972685007309205,0.96,1489.6,0
3490,0.47248910986646825,0.9999497436928334,2.8593179679990386,0.48,5236.58,0
3491,0.45734853755301735,0.7012345679012346,1.130663545987896,1.02,785.94,0
3492,0.46505525846702317,0.47058823529411764,0.14144054254182067,1.0,901.1,0
3493,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.1,962.56,0
3494,0.46552336122171534,0.5318352059925093,0.2822921890824148,1.0,921.56,0
3495,0.4705882352941176,0.47058823529411764,0.0,1.0,1003.52,0
3496,0.4705882352941176,0.47058823529411764,0.0,1.0,921.6,0
3497,0.4705882352941176,0.47058823529411764,0.0,1.0,901.12,0
3498,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3499,0.47171027841741675,0.5266903914590747,0.14144054254182067,1.0,962.54,0
3500,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3501,0.47447621869906653,0.6649874055415617,0.14144054254182067,1.0,921.58,0
3502,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3503,0.4655578093306288,0.6896551724137931,0.2822921890824148,1.08,926.14,0
3504,0.4605672948791167,0.47058823529411764,0.14144054254182067,0.98,983.0,0
3505,0.4705882352941176,0.47058823529411764,0.0,1.0,1024.0,0
3506,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3507,0.4756540569221926,0.6276923076923077,0.2822921890824148,1.0,942.04,0
3508,0.47373031674208144,0.6276923076923077,0.14144054254182067,1.0,921.58,0
3509,0.4611764705882353,0.47058823529411764,0.14144054254182067,0.98,880.62,0
3510,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3511,0.4497087401024363,0.9545454545454546,1.9263701301561806,0.76,4758.08,0
3512,0.48410607777016856,0.981160931525895,2.933536823427304,0.74,4015.52,0
3513,0.46655177663703645,0.96875,3.097531442231699,0.78,3241.22,0
3514,0.2987109109190167,0.9473684210526315,2.8019170612091715,0.7,3962.82,0
3515,0.3977228360518734,0.999675535366645,2.5049041738828977,0.94,3528.48,0
3516,0.29124725481618446,0.9983361064891847,2.2660483444979382,1.04,4329.5,0
3517,0.24994933213735085,0.9473684210526315,2.438241070837949,0.66,2436.94,0
3518,0.3783289778423519,0.972972972972973,2.319599503186904,0.58,2814.14,0
3519,0.2246095545196238,0.9999497436928334,1.2631625778267095,0.74,9415.08,0
3520,0.7043320364664026,0.987012987012987,2.08769849930204,0.38,1372.48,1
3521,0.8,0.8,0.0,0.0,1024.0,0
3522,0.8,0.8,0.0,0.0,1024.0,0
3523,0.784,0.8,0.14144054254182067,0.0,1003.5,0
3524,0.8,0.8,0.0,0.0,1024.0,0
3525,0.8,0.8,0.0,0.0,1024.0,0
3526,0.8,0.8,0.0,0.0,1024.0,0
3527,0.8,0.8,0.0,0.0,1024.0,0
3528,0.8,0.8,0.0,0.0,1024.0,0
3529,0.784,0.8,0.14144054254182067,0.0,1003.5,0
3530,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3531,0.8,0.8,0.0,0.0,1024.0,0
3532,0.8,0.8,0.0,0.0,1024.0,0
3533,0.8,0.8,0.0,0.0,1024.0,0
3534,0.8,0.8,0.0,0.0,1024.0,0
3535,0.8,0.8,0.0,0.0,1024.0,0
3536,0.8,0.8,0.0,0.0,1024.0,0
3537,0.8,0.8,0.0,0.0,1024.0,0
3538,0.8,0.8,0.0,0.0,1024.0,0
3539,0.8,0.8,0.0,0.0,1024.0,0
3540,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3541,0.8,0.8,0.0,0.0,1024.0,0
3542,0.8,0.8,0.0,0.0,1024.0,0
3543,0.8,0.8,0.0,0.0,1024.0,0
3544,0.8,0.8,0.0,0.0,1024.0,0
3545,0.8,0.8,0.0,0.0,1024.0,0
3546,0.8,0.8,0.0,0.0,1024.0,0
3547,0.8,0.8,0.0,0.0,1024.0,0
3548,0.8,0.8,0.0,0.0,1024.0,0
3549,0.8,0.8,0.0,0.0,1024.0,0
3550,0.8,0.8,0.0,0.0,1024.0,0
3551,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3552,0.8,0.8,0.0,0.0,1024.0,0
3553,0.8,0.8,0.0,0.0,1024.0,0
3554,0.8,0.8,0.0,0.0,1024.0,0
3555,0.8,0.8,0.0,0.0,1024.0,0
3556,0.8,0.8,0.0,0.0,1024.0,0
3557,0.780412321394979,0.8433734939759037,0.2822921890824148,0.04,1126.36,0
3558,0.8,0.8,0.0,0.0,1024.0,0
3559,0.7872258387824218,0.8,0.2822921890824148,0.04,983.0,0
3560,0.7741152249476596,0.9695391062604665,1.6732696895151085,0.28,8769.78,0
3561,0.5775836252277731,0.9894906297407555,2.9453659256089826,0.56,17667.02,0
3562,0.42940892116988627,0.846761666779226,3.119137751460819,0.92,2647.14,0
3563,0.35109609327210767,0.9411764705882353,2.7381719394718393,0.8,10390.26,0
3564,0.48907775639830364,0.9995835068721366,3.2611476315793797,0.76,9490.84,0
3565,0.45397326676294447,0.9814814814814815,3.2248220017637044,0.66,14804.42,0
3566,0.2767403321656838,0.9995835068721366,2.3367055963105616,0.58,10797.72,0
3567,0.49968970693330733,0.9995173745173745,2.755053408207957,0.54,1193.78,0
3568,0.7202546419098144,0.9230769230769231,0.7450756912421842,0.18,923.46,0
3569,0.8,0.8,0.0,0.0,1024.0,0
3570,0.8,0.8,0.0,0.0,1024.0,0
3571,0.8,0.8,0.0,0.0,1024.0,0
3572,0.7902234432234433,0.9880952380952381,0.38254266919774566,0.02,987.44,0
3573,0.8,0.8,0.0,0.0,1024.0,0
3574,0.7977931034482759,0.8,0.14144054254182067,0.08,1024.0,0
3575,0.8,0.8,0.0,0.0,1024.0,0
3576,0.8,0.8,0.0,0.0,1024.0,0
3577,0.8,0.8,0.0,0.0,1024.0,0
3578,0.8,0.8,0.0,0.0,1024.0,0
3579,0.8,0.8,0.0,0.0,1024.0,0
3580,0.8,0.8,0.0,0.0,1024.0,0
3581,0.8,0.8,0.0,0.0,1024.0,0
3582,0.8,0.8,0.0,0.0,1024.0,0
3583,0.8,0.8,0.0,0.0,1024.0,0
3584,0.8,0.8,0.0,0.0,1024.0,0
3585,0.8,0.8,0.0,0.0,1024.0,0
3586,0.8,0.8,0.0,0.0,1024.0,0
3587,0.8,0.8,0.0,0.0,1024.0,0
3588,0.8,0.8,0.0,0.0,1024.0,0
3589,0.784,0.8,0.14144054254182067,0.02,1005.96,0
3590,0.8,0.8,0.0,0.0,1024.0,0
3591,0.8,0.8,0.0,0.0,1024.0,0
3592,0.8,0.8,0.0,0.0,1024.0,0
3593,0.8,0.8,0.0,0.0,1024.0,0
3594,0.7817931034482758,0.8,0.2822921890824148,0.1,1009.84,0
3595,0.7610815047296904,0.8,0.5621791902022728,0.06,967.3,0
3596,0.8,0.8,0.0,0.0,1024.0,0
3597,0.8,0.8,0.0,0.0,1024.0,0
3598,0.8,0.8,0.0,0.0,1024.0,0
3599,0.8,0.8,0.0,0.0,1024.0,0
3600,0.8,0.8,0.0,0.0,1024.0,0
3601,0.8,0.8,0.0,0.0,1024.0,0
3602,0.7970783938814532,0.8,0.14144054254182067,0.02,1003.5,0
3603,0.8,0.8,0.0,0.0,1024.0,0
3604,0.8,0.8,0.0,0.0,1024.0,0
3605,0.8,0.8,0.0,0.0,1024.0,0
3606,0.8,0.8,0.0,0.0,1024.0,0
3607,0.8,0.8,0.0,0.0,1024.0,0
3608,0.4215177929508169,0.9995835068721366,2.121147952453367,0.62,9088.52,0
3609,0.42825206573520785,0.9900990099009901,2.6586300735332626,0.66,11090.12,0
3610,0.4581406190412431,0.6268656716417911,0.7011884030780174,0.94,1743.08,0
3611,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.1,962.56,0
3612,0.4705882352941176,0.47058823529411764,0.0,1.0,1003.52,0
3613,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3614,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3615,0.4611764705882353,0.47058823529411764,0.14144054254182067,0.98,942.06,0
3616,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3617,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3618,0.4749695740365112,0.6896551724137931,0.14144054254182067,1.1,983.04,0
3619,0.4705882352941176,0.47058823529411764,0.0,1.0,921.6,0
3620,0.4705882352941176,0.47058823529411764,0.0,1.0,921.6,0
3621,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3622,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3623,0.4705882352941176,0.47058823529411764,0.0,1.0,1003.52,0
3624,0.4705882352941176,0.47058823529411764,0.0,1.0,942.08,0
3625,0.4611764705882353,0.47058823529411764,0.14144054254182067,1.02,926.46,0
3626,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3627,0.4705882352941176,0.47058823529411764,0.0,1.0,983.04,0
3628,0.47091560102301794,0.48695652173913045,0.14144054254182067,1.0,983.02,0
3629,0.4705882352941176,0.47058823529411764,0.0,1.0,962.56,0
3630,0.39737507860741345,0.9634831460674157,2.7648927533167114,0.84,1627.1,0
3631,0.45827172921984166,0.9981132075471698,3.13966695315644,0.68,10047.54,0
3632,0.4269059699126715,0.9230769230769231,3.013105666150709,0.84,8220.62,0
3633,0.5056701543427057,0.9983361064891847,2.5470123919416197,1.44,691.8,0
3634,0.40979619104718573,0.9745688617443201,3.0918597626451767,0.78,7255.48,0
3635,0.4478392067167801,0.972972972972973,3.0327113643941614,0.6,10439.4,0
3636,0.42203955834610113,0.9870970358055229,2.802140736434379,0.94,6445.1,0
3637,0.4805647389706192,0.9814814814814815,3.014697253230173,0.62,12932.62,0
3638,0.46667024765024784,0.9980694980694981,3.07829757027802,0.84,4804.14,0
3639,0.47898586545414695,0.9950438712676986,3.03211256129571,0.82,5275.32,0
3640,0.393056913186733,0.9995728321230244,2.9791536237606526,0.58,8174.14,0
3641,0.47297657742392873,0.9895084560448507,2.2256552636983713,0.4,5462.66,0
3642,0.4282069360896004,0.98,3.0284930703645587,0.78,4515.56,0
3643,0.4098112181517626,0.972972972972973,2.824326554992504,0.78,7031.94,0
3644,0.42077764218742914,0.6268656716417911,1.0184707364991596,0.94,1130.52,0
